id,network,name,state,lat,lon,elevation
02827,rr,Fehmarn-Bisdorf,Schleswig-Holstein,54.4638,11.1423,6
02838,rr,Langelsheim (Innerstetalsperre),Niedersachsen,51.9165,10.2988,233
02839,rr,Langelsheim-Astfeld,Niedersachsen,51.9262,10.3461,210
02844,rr,"Langen-Holßel, Kreis Cuxhaven",Niedersachsen,53.6956,8.6291,9
02847,rr,Langenbach,Bayern,48.4348,11.8455,432
02848,rr,Langenburg-Atzenrod,Baden-Württemberg,49.2575,9.8594,458
02850,rr,Langenenslingen-Ittenhausen,Baden-Württemberg,48.1994,9.3327,778
02852,rr,Langenhagen,Niedersachsen,51.5374,10.3265,234
02853,rr,Langenhessen/Koberbach,Sachsen,50.7672,12.3541,275
02856,kl,Niedergörsdorf-Langenlipsdorf,Brandenburg,51.9173,13.0878,92
02860,rr,Langenzenn,Bayern,49.5076,10.7885,371
02863,rr,Michendorf-Langerwisch,Brandenburg,52.3175,13.0679,43
02865,rr,Langgöns-Niederkleen,Hessen,50.4841,8.6027,213
02867,rr,Langquaid,Bayern,48.8269,12.0592,393
02878,kl,"Lauchstädt, Bad",Sachsen-Anhalt,51.3909,11.8786,117
02880,rr,Lauda-Königshofen-Heckfeld,Baden-Württemberg,49.5522,9.6345,319
02882,rr,Altenberg-Lauenstein,Sachsen,50.7842,13.8185,502
02884,rr,Lauf/Pegnitz,Bayern,49.5042,11.2736,310
02885,rr,Laufen/Obb.-Lebenau,Bayern,47.9522,12.8978,430
02886,kl,Laupheim,Baden-Württemberg,48.2175,9.9097,539
02887,rr,Laußnitz-Glauschnitz,Sachsen,51.2671,13.8469,167
02890,rr,"Lauterberg,Bad-Bartolfelde",Niedersachsen,51.5957,10.463,306
02893,rr,Lauterecken,Rheinland-Pfalz,49.6616,7.5978,160
02894,rr,Lauterhofen-Traunfeld,Bayern,49.4128,11.4753,541
02897,kl,Lautertal-Hörgenau,Hessen,50.5808,9.2857,522
02898,rr,Lautertal-Meiches,Hessen,50.6221,9.2556,471
02900,rr,Lautertal/Odenwald-Reichenbach,Hessen,49.709,8.6908,208
02902,rr,Lebus,Brandenburg,52.4338,14.5223,48
02905,kl,Lechfeld,Bayern,48.1849,10.8507,550
02907,kl,Leck,Schleswig-Holstein,54.7903,8.9514,7
02908,rr,Leer,Niedersachsen,53.2136,7.4737,7
02916,rr,Kloster Lehnin,Brandenburg,52.3135,12.7403,41
02925,kl,Leinefelde,Thüringen,51.3932,10.3123,356
02928,kl,Leipzig-Holzhausen,Sachsen,51.3151,12.4462,138
02932,kl,Leipzig/Halle,Sachsen,51.4347,12.2396,131
02933,rr,Leiwen,Rheinland-Pfalz,49.818,6.8816,140
02936,rr,Lemgo,Nordrhein-Westfalen,52.0423,8.9053,137
02943,rr,Lenggries,Bayern,47.68,11.5826,697
02947,kl,Lennestadt-Theten,Nordrhein-Westfalen,51.1333,8.0348,286
02951,kl,Lenzen/Elbe,Brandenburg,53.1007,11.4864,20
02953,kl,Lenzkirch-Ruhbühl,Baden-Württemberg,47.8597,8.2308,854
02955,rr,Leonberg-Höfingen,Baden-Württemberg,48.8154,9.0244,362
02956,rr,Gardelegen-Letzlingen,Sachsen-Anhalt,52.4423,11.4857,71
02958,rr,Ostritz,Sachsen,51.0265,14.9357,204
02961,kl,Leuchtturm Kiel,Schleswig-Holstein,54.4996,10.2737,0
02965,rr,Leutenberg,Thüringen,50.5563,11.4655,298
02968,kl,Köln-Stammheim,Nordrhein-Westfalen,50.9894,6.9777,43
02970,rr,Leverkusen-Pattscheid,Nordrhein-Westfalen,51.0933,7.0706,140
02975,rr,Lich,Hessen,50.513,8.805,166
02976,rr,Lichtenau in Westfalen,Nordrhein-Westfalen,51.6153,8.9009,307
02979,rr,Lichtenberg/Erzgeb.,Sachsen,50.8111,13.4502,518
02984,rr,Schwarzatal-Lichtenhain/Bergbahn,Thüringen,50.5914,11.1265,640
02985,kl,Lichtenhain-Mittelndorf,Sachsen,50.9383,14.2094,321
02988,rr,Liebenau-Haueda,Hessen,51.4882,9.2493,162
02992,rr,Remptendorf,Thüringen,50.5275,11.6605,495
02997,rr,Lieberose,Brandenburg,51.9861,14.3044,50
02999,rr,Lienen-Kattenvenne,Nordrhein-Westfalen,52.1211,7.8699,55
03012,rr,Lindberg-Buchenau,Bayern,49.0315,13.3272,750
03014,rr,Lochum,Rheinland-Pfalz,50.6099,7.8588,463
03015,kl,Lindenberg,Brandenburg,52.2085,14.118,98
03020,rr,Lindlar-Oberlichtinghagen,Nordrhein-Westfalen,51.0645,7.4436,337
03022,rr,Gardelegen-Lindstedterhorst,Sachsen-Anhalt,52.606,11.5565,35
03024,rr,Lingerhahn/Hunsrück,Rheinland-Pfalz,50.094,7.5675,485
03025,rr,Linthe,Brandenburg,52.1564,12.7866,47
03028,kl,"Lippspringe, Bad",Nordrhein-Westfalen,51.7854,8.8388,157
03029,rr,"Lippstadt-Waldliesborn, Bad",Nordrhein-Westfalen,51.7078,8.322,75
03031,kl,Lippstadt-Bökenförde,Nordrhein-Westfalen,51.6336,8.3945,92
03032,kl,List auf Sylt,Schleswig-Holstein,55.011,8.4125,25
03034,kl,"Lobenstein, Bad",Thüringen,50.4505,11.635,496
03036,rr,Loburg,Sachsen-Anhalt,52.1177,12.0873,76
03041,rr,Löffingen-Dittishausen,Baden-Württemberg,47.914,8.3681,776
03042,kl,Löhnberg-Obershausen,Hessen,50.5617,8.2386,230
03047,rr,Weil am Rhein-Haltingen,Baden-Württemberg,47.6133,7.6207,277
03055,rr,Lohr/Main -Ruppertshütten,Bayern,50.0802,9.5419,370
03059,rr,Lonsee-Ettlenschieß,Baden-Württemberg,48.5659,9.924,663
03061,rr,"Lorch, Kreis Ostalb-Waldhausen",Baden-Württemberg,48.7821,9.6401,300
03063,rr,Losheim-Niederlosheim,Saarland,49.5013,6.7863,275
03064,rr,Finne-Lossa,Sachsen-Anhalt,51.2189,11.4203,303
03065,rr,Loßburg,Baden-Württemberg,48.4142,8.4522,667
03068,rr,Loxstedt,Niedersachsen,53.4647,8.6472,8
03070,rr,Luckau-Gießmannsdorf,Brandenburg,51.8794,13.6924,66
03080,rr,Ludwigsstadt,Bayern,50.4926,11.3791,426
03081,rr,Espelkamp-Isenstedt,Nordrhein-Westfalen,52.3452,8.6477,65
03083,kl,Lübben-Blumenfelde,Brandenburg,51.9267,13.8797,57
03086,kl,Lübeck-Blankensee,Schleswig-Holstein,53.8025,10.6989,15
03090,rr,Lübstorf,Mecklenburg-Vorpommern,53.727,11.4098,50
03091,rr,Lübtheen,Mecklenburg-Vorpommern,53.294,11.0941,17
03093,kl,Lüchow,Niedersachsen,52.9724,11.1374,16
03094,rr,Kamenz-Cunnersdorf,Sachsen,51.3122,14.0499,166
03098,kl,Lüdenscheid,Nordrhein-Westfalen,51.2452,7.6425,387
03106,rr,Wangelau,Schleswig-Holstein,53.4543,10.544,36
03113,rr,Luisenthal/Ohra,Thüringen,50.7663,10.7201,528
03114,rr,Lunow-Stolzenhagen,Brandenburg,52.9213,14.1091,23
03121,rr,Mähring,Bayern,49.9113,12.5276,677
03124,rr,Nuthe-Urstromtal-Berkenbrück,Brandenburg,52.1392,13.123,48
03126,kl,Magdeburg,Sachsen-Anhalt,52.1029,11.5827,79
03131,rr,Waldsassen-Hatzenreuth,Bayern,50.012,12.3779,503
03136,rr,Mühlheim/Main,Hessen,50.1294,8.8209,102
03137,kl,Mainz-Lerchenberg (ZDF),Rheinland-Pfalz,49.9658,8.2049,199
03146,rr,Malk Göhren,Mecklenburg-Vorpommern,53.2141,11.3686,32
03147,kl,Mallersdorf-Pfaffenberg-Oberlindhart,Bayern,48.7548,12.2118,390
03153,rr,Mamming-Schneiderberg,Bayern,48.6189,12.6233,449
03155,kl,Manderscheid-Sonnenhof,Rheinland-Pfalz,50.1015,6.8009,415
03156,rr,Karstädt-Birkholz,Brandenburg,53.1117,11.6551,25
03158,kl,Manschnow,Brandenburg,52.5468,14.5453,12
03164,kl,"Cölbe, Kr. Marburg-Biedenkopf",Hessen,50.8492,8.7745,187
03166,kl,Marienberg,Sachsen,50.6511,13.1469,639
03167,kl,"Marienberg, Bad",Rheinland-Pfalz,50.6621,7.9603,547
03175,rr,Raschau,Sachsen,50.5219,12.8282,504
03176,rr,Markgröningen,Baden-Württemberg,48.9047,9.0737,283
03178,rr,Werra-Suhl-Tal-Wünschensuhl,Thüringen,50.9297,10.1591,236
03179,rr,Markt Bibart,Bayern,49.666,10.3851,320
03180,rr,Markt Einersheim,Bayern,49.6853,10.2895,292
03181,kl,Markt Erlbach-Hagenhofen,Bayern,49.4875,10.6277,360
03182,rr,Markt Erlbach-Wilhelmsgreuth,Bayern,49.4923,10.5417,415
03183,rr,Markt Taschendorf -Birkach,Bayern,49.6877,10.541,402
03185,rr,Marktheidenfeld,Bayern,49.8323,9.5827,146
03188,rr,Marktleuthen-Neudorf,Bayern,50.1141,11.9712,550
03190,rr,Marktoberdorf-Sulzschneid,Bayern,47.7196,10.6433,790
03192,rr,Marktschellenberg,Bayern,47.7046,13.0372,506
03196,kl,Marnitz,Mecklenburg-Vorpommern,53.3221,11.9324,81
03201,rr,Marsberg-Helminghausen,Nordrhein-Westfalen,51.3742,8.7232,377
03202,rr,Marsberg-Leitmar,Nordrhein-Westfalen,51.405,8.862,373
03204,kl,Martinroda,Thüringen,50.7335,10.8815,429
03205,rr,Oberkrämer-Marwitz (Wasserwerk),Brandenburg,52.6579,13.179,33
03206,rr,Marxzell-Schielberg,Baden-Württemberg,48.8478,8.4459,401
03207,rr,Maßbach,Bayern,50.1798,10.272,328
03211,rr,Mauth-Finsterau,Bayern,48.9359,13.5746,1012
03215,rr,Medebach-Berge,Nordrhein-Westfalen,51.1683,8.7125,375
03217,rr,Weesby,Schleswig-Holstein,54.8373,9.1481,22
03220,rr,Meeder-Ottowind,Bayern,50.3571,10.8832,450
03226,kl,Aschersleben-Mehringen,Sachsen-Anhalt,51.7259,11.511,108
03231,kl,Meiningen,Thüringen,50.5611,10.3771,450
03234,kl,Klipphausen-Garsebach,Sachsen,51.1294,13.4328,158
03236,rr,Melle,Niedersachsen,52.2147,8.3833,85
03238,rr,Mellenthin-Dewichow,Mecklenburg-Vorpommern,53.9497,13.9742,3
03241,rr,Mellrichstadt-Mühlfeld,Bayern,50.4488,10.3437,337
03244,kl,Memmingen,Bayern,47.9821,10.1384,614
03247,rr,Mengen-Ennetach,Baden-Württemberg,48.0557,9.3185,559
03248,rr,Frankenblick-Mengersgereuth-Hämmern,Thüringen,50.3904,11.1324,516
03249,rr,Mengerskirchen,Hessen,50.5635,8.1618,419
03251,rr,Mengkofen-Hofdorf,Bayern,48.7085,12.4119,403
03253,rr,Sankt Blasien-Menzenschwand,Baden-Württemberg,47.8309,8.0698,882
03254,kl,Meppen,Niedersachsen,52.7155,7.3176,19
03257,kl,"Mergentheim, Bad",Baden-Württemberg,49.4797,9.7832,278
03258,rr,Mering (Bauhof),Bayern,48.2707,10.9772,508
03260,rr,Mertendorf,Thüringen,50.9937,11.7869,332
03262,rr,Mertingen,Bayern,48.6614,10.7957,407
03263,rr,Merzig,Saarland,49.4566,6.6266,171
03264,rr,Meschede,Nordrhein-Westfalen,51.3385,8.2709,348
03265,rr,Mespelbrunn,Bayern,49.922,9.2872,297
03266,rr,Messel,Hessen,49.9382,8.7452,165
03268,kl,Meßstetten-Appental,Baden-Württemberg,48.1694,8.9433,900
03271,kl,Metten,Bayern,48.8548,12.9189,314
03278,kl,Metzingen,Baden-Württemberg,48.5377,9.2734,354
03279,rr,Meuselwitz,Thüringen,51.0452,12.2989,172
03280,rr,Meyenburg,Brandenburg,53.3083,12.2937,98
03282,rr,Michelau/Unterfranken-Neuhausen,Bayern,49.9182,10.4677,373
03284,kl,Michelstadt,Hessen,49.6692,9.0085,240
03287,kl,Michelstadt-Vielbrunn,Hessen,49.7177,9.0997,453
03288,rr,Langenneufnach-Unterrothan,Bayern,48.2709,10.6237,577
03289,kl,Schmieritz-Weltwitz,Thüringen,50.7281,11.7838,356
03291,rr,Miltenberg,Bayern,49.712,9.2258,129
03293,rr,Mindelheim,Bayern,48.064,10.4839,590
03294,rr,Pförring-Ettling,Bayern,48.8189,11.6615,360
03297,rr,Lärz-Krümmel,Mecklenburg-Vorpommern,53.2681,12.7221,64
03301,rr,Windsbach,Bayern,49.241,10.8227,396
03304,rr,Freienbessingen,Thüringen,51.2327,10.7694,294
03307,kl,Mittenwald-Buckelwiesen,Bayern,47.4814,11.2649,983
03308,rr,Mittenwalde/Uckermark,Brandenburg,53.1846,13.6545,75
03316,rr,Möhnesee (Möhnetalsperre),Nordrhein-Westfalen,51.4926,8.0639,234
03319,kl,Röllbach,Bayern,49.7644,9.253,239
03321,kl,Mönchengladbach-Hilderath,Nordrhein-Westfalen,51.1313,6.3608,76
03329,rr,Mörsdorf,Rheinland-Pfalz,50.1041,7.3439,340
03333,rr,Moisburg,Niedersachsen,53.4073,9.6974,32
03339,rr,Monschau-Kalterherberg,Nordrhein-Westfalen,50.5202,6.2084,541
03340,rr,Montabaur,Rheinland-Pfalz,50.4383,7.8061,265
03341,rr,Moorenweis-Grunertshofen,Bayern,48.1862,11.0888,543
03342,rr,Moormerland-Neermoor,Niedersachsen,53.311,7.4329,0
03348,kl,Moringen-Lutterbeck,Niedersachsen,51.7209,9.8351,241
03350,rr,Morsbach,Nordrhein-Westfalen,50.865,7.7156,227
03356,rr,Mudau-Schloßau,Baden-Württemberg,49.5436,9.1552,493
03357,rr,Mücheln/Geiseltal-Stöbnitz,Sachsen-Anhalt,51.3244,11.802,147
03362,kl,Mühlacker,Baden-Württemberg,48.9721,8.8735,243
03364,rr,Drei Gleichen-Mühlberg,Thüringen,50.8681,10.8211,286
03366,kl,Mühldorf,Bayern,48.279,12.5024,406
03371,rr,Mühlhausen/Oberpfalz-Weihersdorf,Bayern,49.1725,11.4718,420
03376,kl,Müncheberg,Brandenburg,52.5176,14.1232,64
03379,kl,München-Stadt,Bayern,48.1632,11.5429,515
03381,rr,München-Kirchtrudering,Bayern,48.1283,11.6715,526
03395,rr,Münden-Gimte,Niedersachsen,51.4391,9.6454,122
03397,rr,"Münder, Bad",Niedersachsen,52.188,9.4597,116
03399,rr,Münnerstadt-Reichenbach,Bayern,50.2685,10.1532,310
03402,kl,Münsingen-Apfelstetten,Baden-Württemberg,48.3851,9.4837,755
03412,rr,Münstertal,Baden-Württemberg,47.869,7.8086,453
03413,rr,Münzenberg-Gambach,Hessen,50.4522,8.7317,155
03415,rr,Muldenberg/Zwickauer Mulde,Sachsen,50.4119,12.4065,710
03416,rr,Mulfingen/Jagst,Baden-Württemberg,49.3423,9.8073,294
03418,rr,Ehingen-Kirchen,Baden-Württemberg,48.2754,9.6355,594
03424,rr,Murnau,Bayern,47.6689,11.2238,625
03426,kl,"Muskau, Bad",Sachsen,51.566,14.7008,127
03427,rr,Grimma-Cannewitz,Sachsen,51.2727,12.8355,164
03429,rr,Nabburg (Flussmeisterstelle),Bayern,49.4497,12.1874,366
03430,rr,Seeland-Nachterstedt,Sachsen-Anhalt,51.8154,11.3242,123
03435,rr,Nandlstadt,Bayern,48.5235,11.8398,477
03438,rr,Nassenfels,Bayern,48.8016,11.2181,401
03440,rr,Nattheim-Fleinheim,Baden-Württemberg,48.7071,10.2997,531
03442,kl,"Nauheim, Bad",Hessen,50.3574,8.7506,149
03445,rr,Jessen (Elster)-Naundorf,Sachsen-Anhalt,51.9245,12.8888,100
03448,rr,Neckargemünd-Kleingemünd,Baden-Württemberg,49.3945,8.8045,117
03450,rr,Neckarwestheim,Baden-Württemberg,49.0426,9.1954,276
03451,rr,Zerbst-Nedlitz,Sachsen-Anhalt,52.0719,12.2189,96
03460,rr,Raitenbuch,Bayern,49.0091,11.1244,559
03464,rr,Nesselwang,Bayern,47.6348,10.5077,878
03465,rr,Netphen (Lahnhof),Nordrhein-Westfalen,50.8945,8.2426,613
03467,rr,Nettelsee,Schleswig-Holstein,54.1733,10.1869,40
03469,rr,Bernitt,Mecklenburg-Vorpommern,53.9043,11.8863,50
03473,rr,Neuruppin-Gühlen Glienicke,Brandenburg,53.0528,12.7562,89
03482,rr,Neuburg-Steinhausen,Mecklenburg-Vorpommern,53.9429,11.6091,38
03484,kl,Neuburg an der Donau,Bayern,48.7085,11.2147,379
03485,kl,Neuburg/Kammel-Langenhaslach,Bayern,48.3114,10.3773,487
03490,kl,"Neuenahr, Bad-Ahrweiler",Rheinland-Pfalz,50.5346,7.0853,111
03491,rr,Föritztal-Neuenbau,Thüringen,50.441,11.2401,734
03496,rr,Damme-Greven,Niedersachsen,52.4982,8.143,72
03497,rr,Ludwigschorgast,Bayern,50.1226,11.5596,336
03499,rr,Neuenrade-Blintrop,Nordrhein-Westfalen,51.2915,7.853,292
03500,rr,Neuenstadt/Kocher-Cleversulzbach,Baden-Württemberg,49.2146,9.3566,181
03501,rr,Neuenstein-Mühlbach,Hessen,50.9303,9.558,342
03504,rr,Neufahrn,Bayern,48.3083,11.6702,465
03509,kl,Stechlin-Menz,Brandenburg,53.102,13.0421,78
03511,rr,Neuhardenberg,Brandenburg,52.5902,14.2387,14
03513,kl,Neuhaus am Rennweg,Thüringen,50.5003,11.1345,845
03519,rr,Neuhausen ob Eck-Unterschwandorf,Baden-Württemberg,47.9519,8.9932,663
03522,rr,"Neuhof, Kreis Fulda",Hessen,50.4539,9.6057,290
03525,rr,Neukirchen beim Heiligen Blut,Bayern,49.2586,12.9601,460
03527,kl,Neukirchen-Hauptschwenda,Hessen,50.8923,9.405,500
03534,kl,Neumarkt-Höhenberg,Bayern,49.2713,11.4881,584
03535,rr,Neumarkt-Sankt Veit,Bayern,48.3658,12.5211,438
03536,rr,Neumarkt/Oberpfalz,Bayern,49.2835,11.4525,420
03540,kl,Neunkirchen-Seelscheid-Krawinkel,Nordrhein-Westfalen,50.8446,7.372,195
03545,kl,Neunkirchen-Wellesweiler,Saarland,49.344,7.2297,236
03547,rr,Schwarzach/Baden,Baden-Württemberg,49.3756,8.9764,244
03549,rr,Neureichenau-Duschlberg,Bayern,48.79,13.7287,880
03550,rr,Neureichenau-Klafferstraß,Bayern,48.7309,13.8065,669
03551,rr,Neuried-Ichenheim,Baden-Württemberg,48.4289,7.8093,150
03558,rr,Neustadt am Rübenberge,Niedersachsen,52.5,9.4941,41
03560,rr,"Neustadt, Bad",Bayern,50.3039,10.176,230
03561,rr,"Neustadt, Kreis Marburg-Biedenkopf",Hessen,50.8495,9.1251,257
03564,rr,Neustadt-Glewe-Friedrichsmoor,Mecklenburg-Vorpommern,53.4571,11.5687,35
03570,rr,Harztor-Ilfeld-Hufhaus,Thüringen,51.5985,10.8504,528
03571,kl,Neustadt am Kulm-Filchendorf,Bayern,49.8174,11.8638,452
03572,rr,Neustadt bei Coburg,Bayern,50.3198,11.1104,330
03578,rr,Regensburg-Burgweinting,Bayern,48.9831,12.1444,341
03579,rr,Neutrebbin,Brandenburg,52.6718,14.1857,5
03580,rr,Wettin-Löbejün-Neutz,Sachsen-Anhalt,51.6089,11.8434,151
03584,rr,Newel,Rheinland-Pfalz,49.8135,6.5857,365
03589,rr,Nidderau-Erbstadt,Hessen,50.2741,8.8653,162
03591,kl,Nideggen-Schmidt,Nordrhein-Westfalen,50.6743,6.424,350
03593,rr,Niederaula,Hessen,50.7988,9.612,208
03603,kl,Niederstetten,Baden-Württemberg,49.3895,9.9666,459
03605,rr,Niederstotzingen,Baden-Württemberg,48.5334,10.2427,451
03607,rr,Loiching,Bayern,48.6106,12.4143,416
03610,rr,"Driburg, Bad-Pömbsen",Nordrhein-Westfalen,51.7759,9.0721,294
03612,kl,Nienburg,Niedersachsen,52.6711,9.2229,25
03616,rr,Hachenburg/Westerwaldkreis,Rheinland-Pfalz,50.6603,7.805,306
03617,rr,Nittenau-Harting,Bayern,49.1658,12.2788,431
03620,rr,Wechselburg-Meusen,Sachsen,51.0002,12.7998,238
03621,kl,Reimlingen,Bayern,48.8253,10.5066,436
03623,kl,Nörvenich-Niederbolheim,Nordrhein-Westfalen,50.8294,6.6601,108
03625,rr,Nohfelden-Gonnesweiler,Saarland,49.5568,7.0716,403
03631,kl,Norderney,Niedersachsen,53.7123,7.1519,12
03636,rr,Nordhausen,Thüringen,51.5178,10.7791,193
03639,kl,Nordholz-Wanhöden,Niedersachsen,53.7647,8.6584,24
03640,rr,Nordhorn-Blanke,Niedersachsen,52.4123,7.064,25
03644,rr,Nordstemmen-Mahlerten,Niedersachsen,52.1518,9.7957,95
03650,rr,Northeim-Imbshausen,Niedersachsen,51.763,10.0416,214
03651,kl,Northeim-Stöckheim,Niedersachsen,51.7521,9.945,111
03656,rr,Nottuln,Nordrhein-Westfalen,51.9286,7.334,115
03660,kl,Nürburg-Barweiler,Rheinland-Pfalz,50.3602,6.8697,485
03667,kl,Nürnberg-Netzstall,Bayern,49.4258,11.2539,369
03668,kl,Nürnberg,Bayern,49.503,11.0549,314
03670,rr,Nürnberg-Krottenbach,Bayern,49.382,11.0095,332
03677,rr,Oberammergau,Bayern,47.603,11.0607,832
03679,kl,Kiefersfelden-Gach,Bayern,47.6187,12.1665,518
03681,rr,Oberaurach-Fatschenbrunn,Bayern,49.9185,10.5963,426
03682,rr,Oberbergkirchen-Schörging,Bayern,48.3028,12.3697,460
03683,rr,Bobritzsch-Hilbersdorf-Oberbobritzsch,Sachsen,50.867,13.4606,427
03685,rr,Oberdachstetten,Bayern,49.4115,10.4335,432
03687,rr,Nersingen-Oberfahlheim,Bayern,48.4294,10.1473,472
03689,rr,Untrasried-Maneberg,Bayern,47.8345,10.3683,820
03690,rr,Oberharmersbach,Baden-Württemberg,48.3862,8.1426,372
03700,rr,Oberleichtersbach-Modlos,Bayern,50.2661,9.7727,472
03703,rr,Wörth am Main,Bayern,49.7934,9.1545,132
03705,rr,Oberndorf/Neckar-Aistaig,Baden-Württemberg,48.3147,8.5735,475
03710,rr,"Westendorf, Kreis Ostallgäu",Bayern,47.9329,10.717,679
03711,rr,Oberpframmern,Bayern,48.0184,11.806,606
03713,rr,Oberreichenbach,Baden-Württemberg,48.7366,8.6561,646
03714,rr,Oberreute,Bayern,47.5538,9.9406,896
03722,rr,Oberschleißheim,Bayern,48.2443,11.5528,484
03723,rr,Wallersdorf-Mattenkofen,Bayern,48.7814,12.7378,332
03729,rr,Oberstaufen-Thalkirchdorf,Bayern,47.5577,10.0938,748
03730,kl,Oberstdorf,Bayern,47.3984,10.2759,806
03731,rr,Oberstdorf-Birgsau,Bayern,47.3388,10.266,941
03734,kl,Obersulm-Willsbach,Baden-Württemberg,49.128,9.3525,232
03737,rr,Obertrubach,Bayern,49.695,11.3507,435
03739,kl,Oberviechtach,Bayern,49.4521,12.4365,596
03740,rr,Lohmen/Sachsen,Sachsen,50.9933,13.9807,195
03741,rr,Schwarzatal-Oberweißbach,Thüringen,50.5867,11.1558,588
03746,rr,Obing-Ilzham,Bayern,48.0036,12.3772,596
03750,rr,Ochsenhausen,Baden-Württemberg,48.0579,9.948,621
03761,kl,Öhringen,Baden-Württemberg,49.207,9.5176,276
03764,rr,Oelsnitz/Vogtland,Sachsen,50.4241,12.1798,435
03765,rr,Oerlenbach,Bayern,50.1407,10.1347,302
03767,rr,Oerlinghausen (Nord),Nordrhein-Westfalen,51.9648,8.6583,205
03770,rr,Zepelin-Oettelin,Mecklenburg-Vorpommern,53.8589,12.0627,23
03772,rr,Ehingen a. Ries (Schaffhäuser Hof),Bayern,48.9663,10.5749,433
03780,rr,Luckaitztal-Buchwäldchen,Brandenburg,51.6897,14.0087,86
03792,rr,Oldenburg in Holstein,Schleswig-Holstein,54.2952,10.8968,8
03795,rr,Olfen,Nordrhein-Westfalen,51.7066,7.3564,49
03798,rr,Olsberg-Brunskappel,Nordrhein-Westfalen,51.2827,8.4797,442
03799,rr,Opfenbach,Bayern,47.6288,9.8355,598
03804,rr,Oranienbaum,Sachsen-Anhalt,51.8005,12.4106,64
03810,rr,Ortenburg,Bayern,48.5369,13.2281,387
03811,kl,Oschatz,Sachsen,51.296,13.0928,151
03812,rr,Oschersleben/Bode,Sachsen-Anhalt,52.0239,11.2407,80
03813,rr,Osdorf,Schleswig-Holstein,54.4259,10.0235,22
03817,rr,Osnabrück-Haste,Niedersachsen,52.3035,8.044,67
03820,rr,Ostercappeln-Schwagstorf,Niedersachsen,52.3656,8.2011,58
03821,kl,Osterfeld,Sachsen-Anhalt,51.0872,11.9293,244
03824,rr,Eisleben-Osterhausen,Sachsen-Anhalt,51.4522,11.5068,165
03827,rr,Osterholz-Scharmbeck,Niedersachsen,53.233,8.8078,13
03829,rr,Osterode/Harz,Niedersachsen,51.7371,10.2455,260
03835,rr,Osterzell,Bayern,47.8796,10.7445,724
03836,kl,Ostheim v.d. Rhön,Bayern,50.4538,10.2211,314
03839,rr,Ottbergen,Niedersachsen,52.1506,10.0871,122
03844,rr,Ottenstein,Niedersachsen,51.9473,9.3998,305
03848,rr,Ottersberg-Otterstedt,Niedersachsen,53.1403,9.1517,18
03849,rr,Ottobeuren,Bayern,47.9303,10.31,667
03850,rr,Ottrau-Immichenhain,Hessen,50.8097,9.3579,340
03853,rr,Ovelgönne,Niedersachsen,53.3819,8.4493,3
03855,rr,Owingen,Baden-Württemberg,47.8064,9.1663,528
03857,kl,Oy-Mittelberg-Petersthal,Bayern,47.6362,10.3892,886
03867,rr,Papenburg,Niedersachsen,53.0657,7.464,5
03870,rr,Parchim,Mecklenburg-Vorpommern,53.4319,11.8294,46
03871,rr,Elbe-Parey,Sachsen-Anhalt,52.378,11.9865,36
03875,kl,Parsberg/Oberpfalz-Eglwang,Bayern,49.151,11.6897,549
03878,rr,Passau-Maierhof,Bayern,48.5805,13.4152,329
03881,rr,Schwedt/Oder-Passow,Brandenburg,53.142,14.1074,12
03886,rr,Pegnitz,Bayern,49.7408,11.5528,420
03894,rr,Pellingen,Rheinland-Pfalz,49.674,6.6699,447
03897,kl,Pelzerhaken,Schleswig-Holstein,54.0893,10.8773,2
03901,rr,Pentling-Matting,Bayern,48.9633,12.0071,346
03904,kl,Perl-Nennig,Saarland,49.5354,6.3789,152
03905,kl,Perl-Sinz-Renglischberg,Saarland,49.5214,6.4476,407
03906,rr,Perleberg,Brandenburg,53.0952,11.8603,40
03907,rr,Röhrnbach-Reisersberg,Bayern,48.7789,13.4946,533
03911,rr,Petersberg-Marbach,Hessen,50.6175,9.725,305
03913,rr,Petershagen,Nordrhein-Westfalen,52.3817,9.0176,43
03915,rr,Baruth/Mark-Petkus,Brandenburg,51.9887,13.3633,142
03919,rr,Pfarrkirchen,Bayern,48.4252,12.9924,381
03922,rr,Pfofeld-Langlau,Bayern,49.1162,10.8596,438
03925,kl,Pforzheim-Ispringen,Baden-Württemberg,48.9329,8.6973,332
03926,rr,Pfronten-Rehbichel,Bayern,47.6063,10.5593,884
03927,kl,Pfullendorf,Baden-Württemberg,47.9345,9.2869,630
03930,rr,Philippsreut,Bayern,48.8805,13.6631,922
03932,rr,Picher,Mecklenburg-Vorpommern,53.3457,11.3527,61
03934,rr,Pilsach-Laaber,Bayern,49.3159,11.5609,517
03938,rr,Schenkendöbern-Groß Drewitz,Brandenburg,52.0057,14.5841,89
03939,kl,Pirmasens,Rheinland-Pfalz,49.1912,7.5879,382
03945,rr,Plau am See,Mecklenburg-Vorpommern,53.4584,12.2417,66
03946,kl,Plauen,Sachsen,50.4818,12.13,387
03948,rr,Plech,Bayern,49.649,11.4685,443
03950,rr,Pleinfeld-Mandlesmühle,Bayern,49.1248,10.9731,380
03952,rr,Plettenberg,Nordrhein-Westfalen,51.1956,7.8482,268
03960,rr,Pocking,Bayern,48.3952,13.3139,323
03962,rr,Pörnbach-Puch,Bayern,48.6261,11.4723,392
