station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,14,6,87,5,,
DENI042,1,15,9,70,8,,
DENI042,2,17,11,62,9,,
DENI042,3,18,13,40,18,,
DENI042,4,18,15,29,23,,
DENI042,5,18,15,23,27,0,
DENI042,6,17,13,42,29,0.2,
DENI042,7,14,10,55,28,0,
DENI042,8,9,6,86,11,0.3,
DENI042,9,8,3,104,5,0.8,
DENI042,10,9,3,113,4,1,
DENI042,11,9,2,116,4,0.4,
DENI042,12,10,0.6,120,3,,
DENI042,13,10,,123,3,,
DENI042,14,10,,125,3,,
DENI042,15,11,,126,3,,
DENI042,16,14,,130,4,0.5,
DENI042,17,15,,133,4,1,
DENI042,18,15,,134,5,0.4,
DENI042,19,15,,135,5,1,
DENI042,20,16,,140,6,2,
DENI042,21,16,,136,6,2,
DENI042,22,17,1,102,12,0.8,
DENI042,23,16,2,,,0.6,
DENI068,0,19,13,,37,,0.22
DENI068,1,20,16,,21,,0.23
DENI068,2,21,16,,26,,0.24
DENI068,3,20,16,,31,,0.25
DENI068,4,23,16,,35,,0.26
DENI068,5,27,17,,56,,0.29
DENI068,6,27,16,,70,,0.34
DENI068,7,26,13,,65,,0.38
DENI068,8,23,11,,51,,0.41
DENI068,9,,,,,,0.43
DENI068,10,,,,,,0.45
DENI068,12,19,11,,39,,
DENI068,13,18,10,,42,,
DENI068,14,18,10,,56,,
DENI068,15,17,9,,48,,
DENI068,16,17,8,,36,,
DENI068,17,17,7,,32,,0.1
DENI068,18,17,7,,34,,0.09
DENI068,19,16,7,,31,,0.08
DENI068,20,16,8,,31,,0.05
DENI068,21,18,10,,44,,0.04
DENI068,22,17,19,,,,0.03
DENI068,23,19,20,,28,,0.03
