station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,7,8,58,8,,
DENI042,1,9,11,56,8,,
DENI042,2,10,12,55,9,0.1,
DENI042,3,11,14,57,8,,
DENI042,4,13,15,,,0.7,
DENI042,5,14,15,53,8,0,
DENI042,6,14,16,50,11,,
DENI042,7,15,17,44,12,0.1,
DENI042,8,18,20,50,11,0.1,
DENI042,9,16,17,52,10,,
DENI042,10,11,12,60,8,0.2,
DENI042,11,12,12,60,9,0.1,
DENI042,12,10,10,65,8,0.2,
DENI042,13,8,9,71,7,0,
DENI042,14,8,7,74,7,0.5,
DENI042,15,8,7,75,7,0.1,
DENI042,16,9,8,67,9,0.2,
DENI042,17,13,12,51,15,0.6,
DENI042,18,14,14,53,14,0.4,
DENI042,19,15,14,50,14,0.2,
DENI042,20,15,14,27,29,0,
DENI042,21,15,14,22,26,,
DENI042,22,16,15,18,26,,
DENI042,23,15,14,14,27,,
DENI068,0,20,15,,14,,0.25
DENI068,1,20,15,,14,,0.22
DENI068,2,20,15,,15,,0.19
DENI068,3,21,16,,,,0.15
DENI068,4,23,17,,13,,0.13
DENI068,5,24,18,,22,,0.12
DENI068,6,24,18,,27,,0.12
DENI068,7,27,21,,27,,0.11
DENI068,8,30,22,,38,,0.12
DENI068,9,28,21,,33,,0.14
DENI068,10,26,20,,32,,0.16
DENI068,11,25,19,,31,,0.19
DENI068,12,21,15,,35,,0.21
DENI068,13,19,14,,35,,0.23
DENI068,14,19,14,,38,,0.25
DENI068,15,17,12,,35,,0.27
DENI068,16,16,12,,36,,0.27
DENI068,17,18,13,,34,,0.27
DENI068,18,22,17,,51,,0.29
DENI068,19,25,20,,50,,0.3
DENI068,20,29,23,,56,,0.3
DENI068,21,29,23,,39,,0.31
DENI068,22,29,24,,48,,0.34
DENI068,23,30,26,,48,,0.35
