station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,7,42,6,,
DENI042,1,10,7,40,5,,
DENI042,2,9,7,36,5,,
DENI042,3,9,7,33,5,,
DENI042,4,9,7,,,,
DENI042,5,9,7,17,17,,
DENI042,6,10,7,21,18,,
DENI042,7,11,6,30,19,,
DENI042,8,8,5,44,15,0,
DENI042,9,8,4,52,13,,
DENI042,10,7,2,72,7,0.2,
DENI042,11,6,2,75,7,,
DENI042,12,8,2,66,9,0.1,
DENI042,13,6,2,80,5,,
DENI042,14,7,2,84,4,,
DENI042,15,9,2,84,5,,
DENI042,16,9,2,87,5,,
DENI042,17,10,2,87,5,,
DENI042,18,12,3,80,10,,
DENI042,19,15,5,73,12,,
DENI042,20,16,7,52,19,,
DENI042,21,30,13,40,19,,
DENI042,22,16,11,47,11,,
DENI042,23,16,12,49,9,,
DENI068,0,15,9,,8,,0.21
DENI068,1,18,10,,12,,0.21
DENI068,2,69,40,,12,,0.22
DENI068,3,11,7,,,,0.23
DENI068,4,11,7,,11,,0.22
DENI068,5,15,8,,26,,0.24
DENI068,6,16,8,,33,,0.25
DENI068,7,16,8,,25,,0.27
DENI068,8,16,6,,36,,0.29
DENI068,9,16,6,,34,,0.3
DENI068,10,17,5,,28,,0.29
DENI068,11,11,4,,20,,0.28
DENI068,12,13,5,,34,,0.27
DENI068,13,11,5,,26,,0.27
DENI068,14,12,6,,23,,0.26
DENI068,15,13,6,,35,,0.25
DENI068,16,13,6,,33,,0.24
DENI068,17,13,6,,32,,0.24
DENI068,18,14,7,,36,,0.23
DENI068,19,16,8,,31,,0.24
DENI068,20,19,9,,49,,0.25
DENI068,21,33,12,,35,,0.26
DENI068,22,46,14,,34,,0.29
DENI068,23,42,14,,29,,0.29
