station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,22,16,8,31,0.6,
DENI042,1,23,17,7,28,,
DENI042,2,21,15,,,0.1,
DENI042,3,19,15,11,21,0,
DENI042,4,18,13,12,20,0.2,
DENI042,5,18,13,10,21,0,
DENI042,6,17,12,7,23,0.3,
DENI042,7,20,14,7,23,0.4,
DENI042,8,23,16,5,25,,
DENI042,9,23,17,7,25,0.4,
DENI042,10,24,19,11,30,1,
DENI042,11,23,21,18,28,2,
DENI042,12,24,23,18,36,2,
DENI042,13,21,20,21,38,3,
DENI042,14,21,19,22,39,3,
DENI042,15,23,21,19,40,2,
DENI042,16,26,24,12,40,2,
DENI042,17,28,26,2,47,0.1,
DENI042,18,28,26,4,45,,
DENI042,19,31,28,5,39,0,
DENI042,20,32,29,7,35,0.3,
DENI042,21,35,32,4,37,0.3,
DENI042,22,36,32,6,35,0.1,
DENI042,23,40,34,6,31,,
DENI068,0,49,35,,40,,0.95
DENI068,1,41,30,,37,,0.91
DENI068,2,35,26,,38,,0.81
DENI068,3,31,23,,38,,0.7
DENI068,4,28,21,,34,,0.62
DENI068,5,28,22,,29,,0.59
DENI068,6,25,20,,29,,0.55
DENI068,7,23,20,,32,,0.51
DENI068,8,24,21,,30,,0.48
DENI068,9,25,23,,27,,0.47
DENI068,10,26,23,,36,,0.47
DENI068,11,28,24,,39,,0.47
DENI068,12,32,26,,39,,0.48
DENI068,13,34,27,,41,,0.49
DENI068,14,37,28,,54,,0.51
DENI068,15,39,30,,53,,0.53
DENI068,16,39,30,,60,,0.56
DENI068,17,42,35,,61,,0.58
DENI068,18,54,45,,63,,0.66
DENI068,19,54,44,,65,,0.75
DENI068,20,53,45,,62,,0.82
DENI068,21,46,39,,48,,0.85
DENI068,22,48,42,,46,,0.88
DENI068,23,49,42,,42,,0.9
