station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,3,,,,
DENI042,1,13,6,77,9,,
DENI042,2,16,7,74,12,,
DENI042,3,16,7,69,13,,
DENI042,4,16,7,66,13,,
DENI042,5,16,8,62,13,,
DENI042,6,16,8,58,15,,
DENI042,7,15,7,58,16,0.2,
DENI042,8,14,7,49,22,,
DENI042,9,15,7,51,19,,
DENI042,10,11,6,57,15,,
DENI042,11,7,4,62,13,,
DENI042,12,5,3,62,13,,
DENI042,13,3,2,51,18,,
DENI042,14,3,2,45,19,,
DENI042,15,5,3,46,18,,
DENI042,16,5,3,57,11,,
DENI042,17,4,2,69,11,,
DENI042,18,5,3,75,14,,
DENI042,19,7,3,72,15,,
DENI042,20,7,4,72,13,,
DENI042,21,7,4,74,12,,
DENI042,22,7,4,71,16,,
DENI042,23,8,4,70,,,
DENI068,0,6,4,,18,,0.32
DENI068,1,8,8,,20,,0.3
DENI068,2,11,10,,15,,0.28
DENI068,3,11,10,,11,,0.27
DENI068,4,12,10,,14,,0.25
DENI068,5,14,10,,26,,0.24
DENI068,6,14,9,,48,,0.23
DENI068,7,15,9,,59,,0.26
DENI068,8,16,10,,60,,0.3
DENI068,9,18,10,,54,,0.32
DENI068,10,13,8,,53,,0.35
DENI068,11,9,5,,50,,0.37
DENI068,12,7,4,,43,,0.4
DENI068,13,5,2,,37,,0.41
DENI068,14,6,3,,41,,0.44
DENI068,15,7,3,,38,,0.44
DENI068,16,8,4,,22,,0.42
DENI068,17,7,3,,19,,0.41
DENI068,18,8,3,,18,,0.4
DENI068,19,10,4,,15,,0.38
DENI068,20,10,5,,17,,0.36
DENI068,21,9,4,,15,,0.35
DENI068,22,9,4,,13,,0.32
DENI068,23,10,3,,14,,0.29
