station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,7,4,41,7,,
DENI042,1,7,5,44,6,,
DENI042,2,8,5,41,5,,
DENI042,3,8,5,43,5,,
DENI042,4,8,5,,,,
DENI042,5,8,4,47,6,,
DENI042,6,7,4,50,5,,
DENI042,7,7,3,50,5,,
DENI042,8,6,3,50,5,,
DENI042,9,6,3,55,5,,
DENI042,10,7,3,63,5,,
DENI042,11,6,3,64,6,,
DENI042,12,7,3,62,7,,
DENI042,13,7,3,65,5,0,
DENI042,14,6,3,68,5,0.3,
DENI042,15,6,3,72,6,,
DENI042,16,7,4,67,6,,
DENI042,17,6,3,64,7,0,
DENI042,18,5,3,61,6,0.5,
DENI042,19,5,3,61,5,0.2,
DENI042,20,5,3,60,6,,
DENI042,21,4,3,58,5,,
DENI042,22,4,3,52,6,0.2,
DENI042,23,4,3,51,5,0.5,
DENI068,0,10,4,,22,,0.2
DENI068,1,9,4,,16,,0.19
DENI068,2,9,3,,17,,0.19
DENI068,3,10,4,,14,,0.19
DENI068,4,10,3,,17,,0.18
DENI068,5,10,3,,20,,0.17
DENI068,6,9,3,,15,,0.17
DENI068,7,9,3,,23,,0.16
DENI068,8,9,3,,21,,0.16
DENI068,9,9,3,,25,,0.17
DENI068,10,10,3,,19,,0.17
DENI068,11,10,3,,22,,0.17
DENI068,12,11,4,,25,,0.18
DENI068,13,11,4,,21,,0.2
DENI068,14,11,4,,18,,0.2
DENI068,15,10,4,,19,,0.21
DENI068,16,11,4,,18,,0.21
DENI068,17,9,4,,21,,0.21
DENI068,18,8,4,,20,,0.21
DENI068,19,8,4,,17,,0.22
DENI068,20,7,4,,16,,0.22
DENI068,21,7,4,,8,,0.21
DENI068,22,6,4,,6,,0.22
DENI068,23,6,4,,9,,0.22
