station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,7,5,9,19,,
DENI042,1,9,6,5,21,,
DENI042,2,8,6,8,14,,
DENI042,3,9,6,,,,
DENI042,4,10,6,2,19,,
DENI042,5,11,7,1,20,,
DENI042,6,14,8,1,26,,
DENI042,7,15,,1,28,,
DENI042,8,11,8,3,27,,
DENI042,9,12,8,5,25,,
DENI042,10,14,10,7,27,,
DENI042,11,16,12,7,29,,
DENI042,12,11,11,26,22,,
DENI042,13,6,7,60,7,0.8,
DENI042,14,5,6,60,8,1,
DENI042,15,6,6,59,9,2,
DENI042,16,8,6,41,21,2,
DENI042,17,12,9,12,43,,
DENI042,18,15,9,2,47,,
DENI042,19,16,11,30,26,0.2,
DENI042,20,18,13,23,30,,
DENI042,21,21,14,11,33,,
DENI042,22,26,18,10,33,,
DENI042,23,23,17,10,30,,
DENI068,0,20,8,,25,,0.54
DENI068,1,17,8,,23,,0.51
DENI068,2,21,9,,21,,0.47
DENI068,3,16,8,,22,,0.44
DENI068,4,19,8,,24,,0.42
DENI068,5,25,10,,33,,0.39
DENI068,6,25,9,,40,,0.38
DENI068,7,34,12,,47,,0.41
DENI068,8,21,9,,46,,0.43
DENI068,9,26,10,,41,,0.44
DENI068,10,32,11,,41,,0.45
DENI068,11,38,14,,34,,0.46
DENI068,12,35,15,,51,,0.48
DENI068,13,14,10,,39,,0.48
DENI068,14,9,7,,41,,0.47
DENI068,15,10,7,,49,,0.44
DENI068,16,18,9,,75,,0.49
DENI068,17,21,10,,75,,0.53
DENI068,18,26,12,,62,,0.57
DENI068,19,36,14,,64,,0.6
DENI068,20,49,17,,56,,0.63
DENI068,21,63,22,,59,,0.69
DENI068,22,52,21,,55,,0.73
DENI068,23,72,29,,,,0.79
