station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,6,6,71,5,,
DENI042,1,8,6,73,4,,
DENI042,2,8,6,70,6,,
DENI042,3,7,5,66,,,
DENI042,4,5,3,65,7,,
DENI042,5,3,2,61,13,,
DENI042,6,2,2,64,12,,
DENI042,7,2,2,66,11,,
DENI042,8,2,2,64,12,,
DENI042,9,2,2,66,9,,
DENI042,10,4,4,65,9,,
DENI042,11,7,6,60,12,0.2,
DENI042,12,7,5,59,12,0.2,
DENI042,13,6,5,55,15,,
DENI042,14,5,5,48,16,,
DENI042,15,5,5,44,18,0,
DENI042,16,4,3,34,25,0,
DENI042,17,3,3,30,28,0,
DENI042,18,3,3,31,24,0.1,
DENI042,19,4,3,37,21,,
DENI042,20,2,2,55,13,0.2,
DENI042,21,2,2,56,11,0.1,
DENI042,22,4,2,56,11,,
DENI042,23,4,2,,11,,
DENI068,0,14,6,,17,,0.44
DENI068,1,15,8,,16,,0.37
DENI068,2,14,6,,9,,0.34
DENI068,3,12,5,,9,,0.31
DENI068,4,9,4,,22,,0.3
DENI068,5,5,3,,16,,0.29
DENI068,6,3,1,,12,,0.28
DENI068,7,3,1,,10,,0.27
DENI068,8,3,1,,17,,0.27
DENI068,9,3,2,,19,,0.28
DENI068,10,7,5,,19,,0.28
DENI068,11,9,8,,33,,0.29
DENI068,12,8,7,,29,,0.3
DENI068,13,9,7,,41,,0.33
DENI068,14,8,7,,47,,0.36
DENI068,15,9,7,,40,,0.39
DENI068,16,6,4,,45,,0.42
DENI068,17,6,4,,46,,0.45
DENI068,18,5,3,,38,,0.47
DENI068,19,7,5,,33,,0.49
DENI068,20,5,3,,31,,0.5
DENI068,21,7,5,,37,,0.49
DENI068,22,9,6,,25,,0.49
DENI068,23,7,3,,10,,0.47
