station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,14,0.9,49,6,,
DENI042,1,13,0.8,49,5,,
DENI042,2,13,0.7,41,5,,
DENI042,3,12,0.9,33,5,,
DENI042,4,13,2,,,,
DENI042,5,13,3,14,16,,
DENI042,6,16,5,9,31,,
DENI042,7,21,7,11,50,0,
DENI042,8,8,2,58,21,,
DENI042,9,6,0.7,83,7,,
DENI042,10,7,0.4,99,6,,
DENI042,11,7,,107,5,,
DENI042,12,8,,116,5,,
DENI042,13,9,,121,4,,
DENI042,14,10,,121,4,,
DENI042,15,13,,112,5,,
DENI042,16,14,,110,4,,
DENI042,17,16,0.1,101,6,,
DENI042,18,18,0.5,99,7,,
DENI042,19,21,0.8,86,10,,
DENI042,20,20,1,79,10,,
DENI042,21,17,1,101,5,,
DENI042,22,19,2,78,9,,
DENI042,23,19,3,79,7,,
DENI068,0,18,9,,32,,0.24
DENI068,1,16,8,,29,,0.23
DENI068,2,12,5,,19,,0.22
DENI068,3,12,4,,,,0.22
DENI068,4,13,5,,24,,0.21
DENI068,5,16,6,,44,,0.23
DENI068,6,17,4,,47,,0.27
DENI068,7,17,4,,47,,0.3
DENI068,8,16,4,,32,,0.33
DENI068,9,16,3,,29,,0.35
DENI068,10,20,6,,25,,0.38
DENI068,11,19,7,,30,,0.41
DENI068,12,16,4,,28,,0.43
DENI068,13,15,3,,30,,0.43
DENI068,14,16,4,,36,,0.42
DENI068,15,18,5,,35,,0.42
DENI068,16,19,7,,27,,0.42
DENI068,17,22,9,,46,,0.43
DENI068,18,26,13,,49,,0.45
DENI068,19,26,14,,39,,0.45
DENI068,20,29,15,,55,,0.48
DENI068,21,27,14,,45,,0.49
DENI068,22,25,12,,23,,0.49
DENI068,23,28,14,,26,,0.49
