station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,8,29,15,,
DENI042,1,8,9,31,12,0,
DENI042,2,8,8,32,12,,
DENI042,3,7,8,34,10,,
DENI042,4,7,8,33,10,0,
DENI042,5,7,7,23,20,,
DENI042,6,11,10,8,37,0.1,
DENI042,7,12,11,2,47,0.2,
DENI042,8,11,10,3,48,0.3,
DENI042,9,14,11,10,49,0,
DENI042,10,11,9,33,29,0.7,
DENI042,11,10,8,47,25,0.5,
DENI042,12,11,8,42,39,0.7,
DENI042,13,8,6,56,28,0.9,
DENI042,14,8,5,59,32,0.8,
DENI042,15,6,3,66,24,0.4,
DENI042,16,5,2,72,15,0.4,
DENI042,17,8,5,30,44,0.5,
DENI042,18,14,8,6,53,0.5,
DENI042,19,13,8,14,38,0.5,
DENI042,20,15,10,14,35,0.4,
DENI042,21,17,12,13,32,0,
DENI042,22,14,10,16,27,,
DENI042,23,15,11,,,,
DENI068,0,25,21,,33,,0.72
DENI068,1,22,21,,32,,0.68
DENI068,2,22,20,,30,,0.55
DENI068,3,25,24,,33,,0.49
DENI068,4,21,19,,31,,0.47
DENI068,5,18,16,,33,,0.46
DENI068,6,22,18,,38,,0.47
DENI068,7,23,17,,51,,0.49
DENI068,8,23,16,,45,,0.52
DENI068,9,25,17,,59,,0.55
DENI068,10,26,16,,47,,0.56
DENI068,11,24,14,,53,,0.58
DENI068,12,25,14,,55,,0.58
DENI068,13,25,14,,68,,0.59
DENI068,14,23,12,,64,,0.57
DENI068,15,22,12,,70,,0.55
DENI068,16,22,10,,83,,0.55
DENI068,17,35,20,,111,,0.62
DENI068,18,55,33,,98,,0.77
DENI068,19,49,27,,71,,0.88
DENI068,20,41,24,,51,,0.9
DENI068,21,46,28,,41,,0.91
DENI068,22,36,23,,,,0.93
DENI068,23,33,22,,33,,0.92
