station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,9,5,65,8,,
DENI042,1,10,7,65,7,,
DENI042,2,12,7,65,6,,
DENI042,3,12,7,66,6,,
DENI042,4,12,6,66,6,0.2,
DENI042,5,12,7,64,6,,
DENI042,6,10,6,66,5,,
DENI042,7,8,5,66,5,,
DENI042,8,5,4,65,5,0.1,
DENI042,9,4,3,66,6,0.2,
DENI042,10,3,3,66,6,0.2,
DENI042,11,3,3,66,6,0.1,
DENI042,12,3,3,65,7,0.2,
DENI042,13,2,2,66,7,0.8,
DENI042,14,2,2,66,7,0.6,
DENI042,15,2,2,65,8,0.6,
DENI042,16,2,2,67,9,0.7,
DENI042,17,2,2,66,12,0.9,
DENI042,18,2,2,72,11,0.7,
DENI042,19,2,2,79,10,0.8,
DENI042,20,2,2,78,9,0.5,
DENI042,21,2,2,70,11,0.5,
DENI042,22,1,2,65,10,0.6,
DENI042,23,1,2,57,11,,
DENI068,0,11,5,,18,,0.2
DENI068,1,12,6,,14,,0.19
DENI068,2,13,7,,16,,0.19
DENI068,3,13,7,,13,,0.18
DENI068,4,13,7,,8,,0.17
DENI068,5,14,7,,8,,0.17
DENI068,6,12,6,,10,,0.16
DENI068,7,10,4,,7,,0.16
DENI068,8,7,3,,9,,0.15
DENI068,9,6,3,,11,,0.15
DENI068,10,5,3,,15,,0.16
DENI068,11,5,3,,,,0.2
DENI068,12,6,3,,21,,0.22
DENI068,13,5,2,,25,,0.23
DENI068,14,4,2,,24,,0.24
DENI068,15,4,2,,22,,0.26
DENI068,16,4,2,,25,,0.27
DENI068,17,6,3,,43,,0.29
DENI068,18,6,3,,38,,0.31
DENI068,19,5,2,,35,,0.27
DENI068,20,3,1,,31,,0.27
DENI068,21,3,0.8,,24,,0.26
DENI068,22,3,0.5,,11,,0.25
DENI068,23,2,0.2,,,,0.23
