date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1903-01-01,61,01425,3.6,05792,-17,01425,5.4,05792,-18.2,01425,3.6,04104,-4.2,01425,5.4,04104,-9.8,15526,6,,,-0.615,0.803,-0.4,-0.212,-0.718,0.874
1903-01-02,61,00003,6.2,05792,-11.4,02374,11.5,05792,-17.8,00003,6.2,04104,-2.5,02374,11.5,04104,-7.9,04104,19.8,,,-0.434,0.554,-0.546,-0.695,-0.57,0.867
1903-01-03,61,02522,10.2,05792,-6.1,15964,12.8,05792,-8.7,02522,10.2,04024,1.5,15964,12.8,02290,-3,04125,12.7,,,-0.373,0.336,-0.932,-0.594,-0.612,0.8
1903-01-04,62,02522,8.5,05792,-9.4,05498,10.5,05792,-10.7,02522,8.5,00098,1.4,05498,10.5,00863,0.4,00003,28.1,,,-0.462,0.625,-0.756,-0.32,-0.646,0.931
1903-01-05,61,02522,12,05792,-6.1,03383,14.1,05792,-10.2,02522,12,02374,3.2,03383,14.1,02290,-1.8,00284,24.2,,,-0.312,0.196,-1.381,-0.614,-0.67,0.948
1903-01-06,62,00003,10,05792,-5.2,00284,13.3,05792,-8.2,00003,10,04104,3.3,00284,13.3,04104,0.2,04270,11.5,,,-0.426,0.612,-0.423,-0.199,-0.528,0.726
1903-01-07,62,02522,9.5,05792,-4.7,00880,12.6,05792,-6.3,02522,9.5,04104,2,00880,12.6,05440,-0.5,03088,11.5,,,-0.447,0.708,-0.259,-0.187,-0.508,0.76
1903-01-08,61,01425,9.4,05792,-5.9,00284,12.9,05792,-8.6,01425,9.4,02374,3.1,00284,12.9,04104,-0.8,04445,4.3,,,-0.344,0.319,-0.963,0.055,-0.599,0.742
1903-01-09,62,00003,10.2,05792,-6,02444,13.1,05792,-7.1,00003,10.2,04104,0.9,02444,13.1,04104,-1.8,05732,5.1,,,-0.308,0.32,-0.239,-0.284,-0.362,0.38
1903-01-10,61,02486,11.8,05792,-4,02486,13.1,05792,-5.9,02486,11.8,04104,0.9,02486,13.1,04104,-1.9,02522,9.7,,,-0.363,0.363,-0.253,-0.416,-0.424,0.446
1903-01-11,61,02522,6.9,05792,-5,02444,12.1,00722,-6.4,02522,6.9,00098,-1.3,02444,12.1,00098,-3.7,00722,12.9,,,-0.261,0.225,-1.002,0.45,-0.532,0.833
1903-01-12,61,01047,-0.4,05792,-17,04125,9,05792,-19.6,01047,-0.4,00098,-8.6,04125,9,00098,-10.2,02290,22.3,,,-0.474,0.616,-0.791,0.374,-0.688,0.935
1903-01-13,61,02578,-2.4,05792,-15.8,04104,1,05792,-20.1,02578,-2.4,00863,-10.5,04104,1,00863,-12.4,02290,8.1,,,-0.452,0.611,-0.259,-0.19,-0.518,0.658
1903-01-14,62,02578,-2,05792,-15.1,05732,0.3,00722,-18,02578,-2,00863,-11.9,05732,0.3,02290,-15,02290,2.6,,,-0.518,0.552,0.538,-0.426,-0.371,0.675
1903-01-15,62,04024,0.7,04125,-13.9,04024,2.3,02290,-17.6,04024,0.7,04125,-13.9,04024,2.3,02290,-17.6,00722,1.4,,,-0.555,0.522,1.021,0.018,-0.297,0.802
1903-01-16,62,05732,-1.3,04125,-13.3,00003,1,04125,-18.5,05732,-1.3,04125,-13.3,00003,1,04125,-18.5,02290,0.9,,,-0.379,0.512,0.306,-0.446,-0.291,0.627
1903-01-17,62,00186,-1.5,04125,-14.5,00003,3.5,04125,-18.9,00186,-1.5,04125,-14.5,00003,3.5,04125,-18.9,03383,0.1,,,-0.202,0.124,0.038,-1.235,-0.162,0.578
1903-01-18,62,00003,0.6,04125,-12.9,00003,4,04125,-17.1,00003,0.6,04125,-12.9,00003,4,04125,-17.1,00003,0,,,-0.146,0.066,0.261,-0.766,-0.062,0.267
1903-01-19,62,00003,4,04125,-13.3,00003,5.3,00231,-17.2,00003,4,04125,-13.3,00003,5.3,00231,-17.2,00003,0,,,-0.093,0.017,0.306,-1.357,0.017,0.387
1903-01-20,62,15964,2.4,04125,-12.7,00003,6.4,04125,-17.5,15964,2.4,04125,-12.7,00003,6.4,04125,-17.5,04024,0.1,,,-0.074,0.009,0.049,-1.684,-0.021,0.44
1903-01-21,62,03404,0,04125,-12.4,00186,2.3,04125,-17.6,03404,0,04125,-12.4,00186,2.3,04125,-17.6,01960,0.3,,,-0.053,0.006,0.009,-1.478,-0.015,0.439
1903-01-22,62,00003,-0.4,05792,-12.6,00003,3,04125,-17.6,00003,-0.4,04125,-11,00003,3,04125,-17.6,15526,3.1,,,-0.107,0.038,0.098,-0.916,-0.06,0.316
1903-01-23,62,00003,2.6,05792,-12.6,02444,4.9,04125,-15.8,00003,2.6,04104,-10.2,02444,4.9,04125,-15.8,00863,4.7,,,-0.32,0.276,0.311,-0.934,-0.219,0.536
1903-01-24,62,01891,3.5,05792,-18,15964,5.3,05792,-19.6,01891,3.5,04104,-6.9,15964,5.3,04104,-13,01891,5.2,,,-0.656,0.815,0.162,-0.56,-0.601,0.878
1903-01-25,62,15964,6.1,05792,-9.8,05349,9.9,05792,-18.6,15964,6.1,04104,-2.8,05349,9.9,00231,-7.8,00863,7.6,,,-0.485,0.732,0.061,-0.442,-0.459,0.792
1903-01-26,62,00691,7.3,05792,-8,03126,9,05792,-13.2,00691,7.3,04104,0.1,03126,9,04104,-4,01358,2.5,,,-0.479,0.744,0.116,0,-0.45,0.75
1903-01-27,62,02290,8.4,05792,-3.8,00003,11.3,05792,-8.5,02290,8.4,04104,-0.1,00003,11.3,04104,-5.9,03537,7.1,,,-0.305,0.387,0.114,0.08,-0.278,0.399
1903-01-28,62,01047,6,05792,-6.2,02444,11.5,05792,-9.8,01047,6,00098,0.4,02444,11.5,04104,-5.8,00722,6.5,,,-0.346,0.591,-0.387,0.117,-0.447,0.711
1903-01-29,62,00691,6.4,05792,-11.2,04125,8.1,05792,-13.4,00691,6.4,02290,-0.2,04125,8.1,02290,-3.8,00722,6.8,,,-0.591,0.912,-0.122,-0.076,-0.62,0.92
1903-01-30,62,00691,7.1,05792,-5.8,02444,8.3,05792,-10.5,00691,7.1,04125,-1,02444,8.3,02290,-3.8,04270,7.6,,,-0.518,0.757,0.266,-0.095,-0.449,0.79
1903-01-31,62,00402,5,05792,-7.2,00003,8,05792,-8.3,00402,5,00098,-1.8,00003,8,00231,-6.2,15526,2,,,-0.432,0.691,0.35,0.142,-0.347,0.772
1903-02-01,61,00661,5.2,05792,-10.4,02444,10.5,05792,-12.2,00661,5.2,04104,-1.2,02444,10.5,00231,-5.8,02486,5.6,,,-0.446,0.786,-0.22,-0.066,-0.5,0.818
1903-02-02,61,00691,3.6,05792,-13.6,03946,8.9,05792,-14.1,00691,3.6,00098,-2.5,03946,8.9,04104,-4.6,05792,21.8,,,-0.548,0.941,-0.068,-0.069,-0.563,0.945
1903-02-03,61,00691,4.6,05792,-16.8,15526,7.8,05792,-19.7,00691,4.6,02290,-4,15526,7.8,02290,-7.2,01358,10,,,-0.707,0.974,-0.048,-0.209,-0.714,0.983
1903-02-04,61,15964,6.7,05792,-9.9,00445,8.6,05792,-16.2,15964,6.7,02290,-1,00445,8.6,02290,-7.2,00880,5.2,,,-0.568,0.847,0.198,-0.1,-0.516,0.865
1903-02-05,61,00691,6.3,05792,-7.9,01526,7.7,05792,-11,00691,6.3,03383,-1.2,01526,7.7,02290,-7.3,02374,3.2,,,-0.547,0.74,0.486,-0.034,-0.424,0.831
1903-02-06,61,00003,6.6,05792,-6.2,00003,14.4,05792,-7.9,00003,6.6,03383,-4.1,00003,14.4,00231,-6.9,15526,1,,,-0.336,0.35,0.669,-0.105,-0.166,0.569
1903-02-07,61,00003,6.8,05792,-7,02444,13.8,05792,-9.2,00003,6.8,04104,-2.3,02444,13.8,03383,-7.8,15526,17.5,,,-0.405,0.526,0.246,-0.311,-0.336,0.583
1903-02-08,61,01047,11.3,05792,-6.7,01047,12.2,05792,-8.9,01047,11.3,04104,2.1,01047,12.2,04104,-5,04625,20.1,,,-0.587,0.794,-0.106,0.092,-0.615,0.8
1903-02-09,61,01425,9.8,05792,-6.7,01762,12.2,05792,-8,01425,9.8,05349,0.4,01762,12.2,05349,-0.4,00722,22,,,-0.307,0.184,-1.38,-0.522,-0.639,0.845
1903-02-10,61,00003,8.3,05792,-8.1,01762,11.2,05792,-10.6,00003,8.3,04445,0.6,01762,11.2,04445,-5.1,00880,15.8,,,-0.388,0.373,-0.877,-0.967,-0.584,0.934
1903-02-11,61,02444,9.4,05792,-6.8,01762,13.8,05792,-7.8,02444,9.4,04104,0.8,01762,13.8,04104,-2.8,00863,18.8,,,-0.467,0.711,-0.247,0.053,-0.53,0.742
1903-02-12,61,04125,8.7,05792,-9.3,04125,13.2,05792,-10.6,04125,8.7,00098,-0.1,04125,13.2,04104,-3.8,00722,18.5,,,-0.423,0.504,-0.951,0.131,-0.665,0.903
1903-02-13,61,02522,3.6,05792,-15.4,04125,10.2,05792,-16.5,02522,3.6,00098,-3.8,04125,10.2,02290,-6.2,15526,13.7,,,-0.59,0.807,-0.541,-0.393,-0.716,0.957
