date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1969-01-01,572,02115,4.8,05792,-17.6,02115,6.1,05941,-22.7,02115,4.8,05941,-8.8,02115,6.1,05941,-22.7,00863,38.6,00722,26,-0.624,0.471,0.103,-1.063,-0.535,0.799
1969-01-02,572,01087,5.8,05792,-12.2,02115,7.3,05792,-16,01087,5.8,01492,-3.9,02115,7.3,05017,-7.5,05792,38.8,00722,29,-0.613,0.607,0.319,-0.531,-0.446,0.739
1969-01-03,572,05244,3.1,05792,-13.6,02968,6.2,05792,-14.3,05244,3.1,05142,-8,02968,6.2,05142,-12.5,03307,14.7,00722,18,-0.217,0.086,-0.722,-0.788,-0.514,0.79
1969-01-04,572,02080,1.3,05792,-10,02968,3.8,05792,-13.8,02080,1.3,03166,-7.2,02968,3.8,03166,-10.8,02963,0.7,03032,14.2,-0.203,0.102,-0.56,-0.676,-0.432,0.736
1969-01-05,572,01087,1.2,01550,-11.6,05250,4,01550,-14.4,01087,1.2,01550,-11.6,05250,4,01550,-14.4,00435,0.7,00722,17,-0.363,0.215,0.129,-1.067,-0.262,0.659
1969-01-06,572,00003,1.5,05142,-13.7,01492,5.5,05017,-17,00003,1.5,05142,-13.7,01492,5.5,05017,-17,01987,1,00953,18.3,-0.029,0.001,-0.118,-1.441,-0.025,0.482
1969-01-07,572,01032,3.6,05802,-13.4,03307,7.1,05802,-19.1,01032,3.6,05802,-13.4,03307,7.1,05802,-19.1,03904,3.7,05282,25,-0.108,0.014,0.42,-1.059,0.126,0.345
1969-01-08,572,00003,3.7,02250,-11.4,00003,7.1,05802,-20.2,00003,3.7,02250,-11.4,00003,7.1,05802,-20.2,03929,12,05282,27,-0.068,0.006,-0.068,-1.279,-0.048,0.575
1969-01-09,572,01087,2.8,05792,-12,00003,6.8,05229,-14.4,01087,2.8,05142,-9.6,00003,6.8,05229,-14.4,05467,2.6,00722,23,-0.085,0.01,-0.462,-0.607,-0.272,0.282
1969-01-10,572,01087,1.7,05142,-11.9,00003,4.5,05142,-15.8,01087,1.7,05142,-11.9,00003,4.5,05142,-15.8,05099,0.8,00953,17,-0.2,0.063,-0.104,-0.872,-0.213,0.383
1969-01-11,572,00003,4.2,00164,-11.8,00259,6.6,02559,-18.6,00003,4.2,00164,-11.8,00259,6.6,02559,-18.6,01748,4.8,01684,26,-0.158,0.024,-0.137,-1.646,-0.155,0.693
1969-01-12,572,00003,6.9,03879,-7.6,00003,8.5,01106,-11.5,00003,6.9,03879,-7.6,00003,8.5,01106,-11.5,00736,6.5,01684,24,-0.272,0.087,0.428,-1.295,-0.025,0.569
1969-01-13,572,02110,9,01583,-10.5,00259,11.6,01583,-12.7,02110,9,01583,-10.5,00259,11.6,01583,-12.7,00736,10.1,00722,37,-0.437,0.096,0.406,-2.309,-0.16,0.732
1969-01-14,572,03307,8.1,05792,-8.3,01550,11.8,03271,-12.6,03307,8.1,01583,-7,01550,11.8,03271,-12.6,03730,8.4,00722,30,-0.207,0.055,0.331,-1.034,-0.015,0.389
1969-01-15,572,00450,6.3,05792,-11.3,03271,10.7,05792,-13.1,00450,6.3,00142,-2.7,03271,10.7,00164,-7.7,04125,10.1,00722,32,-0.415,0.39,-0.28,-0.499,-0.523,0.623
