date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1827-01-01,3,01425,6.6,02290,-1.8,02444,6.1,02444,4.3,01425,6.6,02290,-1.8,02444,6.1,02444,4.3,02444,0.1,,,,,,,,
1827-01-02,3,02444,3.8,02290,-3.5,02444,5.4,02444,2.3,02444,3.8,02290,-3.5,02444,5.4,02444,2.3,02444,0.5,,,,,,,,
1827-01-03,3,02444,-1.1,02290,-4.4,02444,1.4,02444,-5,02444,-1.1,02290,-4.4,02444,1.4,02444,-5,02444,0.1,,,,,,,,
1827-01-04,3,02444,-3.6,02290,-9.1,02444,-3.1,02444,-6.9,02444,-3.6,02290,-9.1,02444,-3.1,02444,-6.9,02444,0,,,,,,,,
1827-01-05,3,02444,-2.7,02290,-9.6,02444,-1.6,01425,-6.3,02444,-2.7,02290,-9.6,02444,-1.6,01425,-6.3,02444,1.4,,,,,,,,
1827-01-06,3,01425,-3.5,02290,-9.6,02444,-3.1,02444,-12.9,01425,-3.5,02290,-9.6,02444,-3.1,02444,-12.9,02444,0.8,,,,,,,,
1827-01-07,3,01425,-3,02290,-8.9,02444,-2.5,02444,-11.4,01425,-3,02290,-8.9,02444,-2.5,02444,-11.4,02444,0,,,,,,,,
1827-01-08,3,02444,3.3,02290,-0.5,02444,4.6,02444,-2.1,02444,3.3,02290,-0.5,02444,4.6,02444,-2.1,02444,1.6,,,,,,,,
1827-01-09,3,02444,4.9,02290,0,02444,6.1,02444,-1.5,02444,4.9,02290,0,02444,6.1,02444,-1.5,02444,0.6,,,,,,,,
1827-01-10,3,01425,4.4,02290,-2.8,02444,4.3,02444,2,01425,4.4,02290,-2.8,02444,4.3,02444,2,02444,1.6,,,,,,,,
1827-01-11,3,02444,3.6,02290,-0.3,02444,5.1,02444,0.8,02444,3.6,02290,-0.3,02444,5.1,02444,0.8,02444,1.5,,,,,,,,
1827-01-12,3,01425,1.9,02290,-3.9,02444,2.5,02444,-1.3,01425,1.9,02290,-3.9,02444,2.5,02444,-1.3,02444,9.8,,,,,,,,
1827-01-13,3,01425,-0.2,02290,-6,02444,1.9,01425,-6.3,01425,-0.2,02290,-6,02444,1.9,01425,-6.3,02444,0.8,,,,,,,,
