date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
2008-01-01,510,01228,4.1,05792,-17.6,01228,7,05792,-20,01228,4.1,03730,-9,01228,7,05941,-17.7,03126,6.7,00183,16.2,-0.628,0.82,0.075,-0.062,-0.587,0.824
2008-01-02,510,01228,3.1,03730,-16.9,01228,4.6,05941,-22.6,01228,3.1,03730,-16.9,01228,4.6,05941,-22.6,01358,1.4,01358,21.2,-0.735,0.718,0.337,-0.207,-0.557,0.771
2008-01-03,512,02968,1.8,05941,-11.5,04704,5.7,05941,-20.7,02968,1.8,05941,-11.5,04704,5.7,05941,-20.7,02110,3.5,05792,33.3,-0.297,0.182,-0.335,-0.762,-0.436,0.636
2008-01-04,509,02290,6.2,01358,-8.5,02708,12.4,05941,-12.1,02290,6.2,05779,-8.2,02708,12.4,05941,-12.1,03137,5.9,05792,28.4,0.083,0.008,-0.531,-1.118,-0.144,0.585
2008-01-05,509,00259,7.8,05779,-9,01443,12,05538,-9.7,00259,7.8,05779,-9,01443,12,05538,-9.7,01468,48.6,05792,36.9,-0.238,0.056,-0.29,-1.54,-0.33,0.757
2008-01-06,513,00259,7.2,05792,-9.4,01443,10,05792,-10.8,00259,7.2,05779,-4.4,01443,10,05779,-8.2,05792,18.1,05792,29.4,-0.326,0.265,-0.284,-0.76,-0.44,0.778
2008-01-07,513,00259,9.5,05792,-7.7,01224,12.7,05792,-14.2,00259,9.5,05779,-1.9,01224,12.7,07343,-8.4,01832,19.9,00722,36.2,-0.303,0.206,-0.436,-0.828,-0.491,0.845
2008-01-08,513,01228,7,05792,-10.4,02522,10.9,05792,-14,01228,7,03730,-3.1,02522,10.9,05941,-8.6,02907,1.1,00722,29.9,-0.568,0.757,0.074,-0.31,-0.519,0.816
2008-01-09,513,00259,7.8,05792,-7,01072,11.6,05941,-10.9,00259,7.8,05941,-4.1,01072,11.6,05941,-10.9,01832,13,00722,29.7,-0.414,0.368,0.064,-0.666,-0.356,0.617
2008-01-10,513,00259,9.8,05792,-6.8,01224,13.3,05792,-9.2,00259,9.8,05941,-2.1,01224,13.3,05941,-8.2,07373,7.5,00722,33.6,-0.404,0.381,-0.117,-0.581,-0.441,0.621
2008-01-11,509,00259,12.2,05792,-7,00259,16.1,05941,-11.4,00259,12.2,05941,-4.2,00259,16.1,05941,-11.4,04508,9.4,05792,35.6,-0.696,0.393,0.512,-1.131,-0.398,0.686
2008-01-12,509,01981,8,05792,-9.3,02968,12.8,05792,-12.8,01981,8,05779,-2.3,02968,12.8,05779,-4.5,04704,17.2,05792,35.5,-0.629,0.634,0.275,-0.521,-0.472,0.763
2008-01-13,513,01228,6.2,05792,-8.1,02474,9.3,05792,-11.7,01228,6.2,02638,-2,02474,9.3,03857,-5.7,01550,0.2,05792,22.5,-0.462,0.544,0.266,-0.086,-0.325,0.6
2008-01-14,513,02474,7.4,05792,-7.8,00222,10.5,05792,-10.2,02474,7.4,05941,-2.7,00222,10.5,05941,-7.7,02953,5.9,00722,27.9,-0.459,0.441,0.231,-0.538,-0.322,0.61
2008-01-15,513,02968,9.6,05792,-8,00257,13.1,05792,-10,02968,9.6,05941,-2.7,00257,13.1,05941,-7.9,02953,16.7,00722,36.8,-0.733,0.522,0.356,-0.98,-0.515,0.773
2008-01-16,513,02080,9,05792,-8.9,02708,12.6,05792,-10,02080,9,05779,-1.6,02708,12.6,05800,-3.4,04127,12.7,00722,36.7,-0.655,0.611,0.185,-0.574,-0.54,0.736
2008-01-17,513,01443,8.1,05792,-9.7,01443,11,05792,-11.2,01443,8.1,05779,-0.4,01443,11,03730,-2.8,04549,18.4,00722,29.7,-0.518,0.6,-0.144,-0.506,-0.572,0.787
2008-01-18,509,02968,11,05792,-7.6,03490,13.3,05792,-10.6,02968,11,04354,0.8,03490,13.3,05800,-1.9,00722,34.3,00722,32.4,-0.525,0.563,-0.319,-0.586,-0.665,0.859
2008-01-19,508,02657,13.2,05792,-5.5,01443,14.9,05792,-7.9,02657,13.2,05941,1.6,01443,14.9,01550,-1.6,00656,64.6,01832,32.7,-0.38,0.301,-0.655,-0.329,-0.697,0.695
2008-01-20,513,03490,12.4,05792,-2.6,05906,14.4,05792,-4.5,03490,12.4,05941,-0.5,05906,14.4,03730,-3.8,00656,53.9,00722,30.7,-0.374,0.198,-0.614,-0.422,-0.668,0.474
2008-01-21,513,01050,11.4,05792,-2.9,03137,13.1,05941,-6.6,01050,11.4,05941,-2,03137,13.1,05941,-6.6,00722,43.2,05792,36.8,-0.467,0.329,-0.402,-0.079,-0.667,0.414
2008-01-22,513,02812,6.8,05792,-11.9,04175,11.3,05792,-18.3,02812,6.8,00840,-1.4,04175,11.3,05779,-4.6,05792,28.1,01346,37.3,-0.331,0.294,-0.773,-0.157,-0.714,0.854
2008-01-23,513,01228,7.4,05792,-12,05839,9.4,05792,-18.4,01228,7.4,01550,-4.1,05839,9.4,03730,-8.8,04024,7.6,00722,23,-0.637,0.767,0.184,-0.272,-0.534,0.814
2008-01-24,512,01051,8.4,05792,-3.2,02074,11.9,05792,-7.3,01051,8.4,05941,-1.7,02074,11.9,05941,-6.1,05280,12.1,01358,27.3,-0.617,0.619,0.55,-0.162,-0.333,0.769
