date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1887-01-01,30,04024,-1.1,02290,-9.6,02928,0.1,02290,-10,04024,-1.1,02290,-9.6,02928,0.1,02290,-10,02578,4.4,,,-0.698,0.649,-0.353,0.422,-0.958,0.741
1887-01-02,30,00402,-1.4,02290,-10.8,00402,1,02290,-11.4,00402,-1.4,02290,-10.8,00402,1,02290,-11.4,04104,1.9,,,-0.795,0.74,-0.345,0.371,-1.046,0.809
1887-01-03,30,01580,-2.3,02290,-10.5,01003,-0.5,02290,-12,01580,-2.3,02290,-10.5,01003,-0.5,02290,-12,02444,2,,,-0.739,0.748,-0.286,0.182,-0.939,0.79
1887-01-04,30,04024,-2.9,04748,-13.5,02928,-1.3,04748,-16,04024,-2.9,04748,-13.5,02928,-1.3,04748,-16,02522,3.3,,,-0.231,0.028,1.026,-0.101,0.449,0.255
1887-01-05,30,04024,-2.8,04748,-12.7,00919,-0.5,01526,-19,04024,-2.8,04748,-12.7,00919,-0.5,01526,-19,01425,4.7,,,-0.285,0.058,0.613,-0.37,0.141,0.156
1887-01-06,30,00919,2,04748,-5.3,00919,4,04748,-10.9,00919,2,04748,-5.3,00919,4,04748,-10.9,04024,6.1,,,-0.279,0.098,-0.214,-0.482,-0.387,0.261
1887-01-07,30,00919,2.2,03383,-7.2,00919,4.8,03383,-10.3,00919,2.2,03383,-7.2,00919,4.8,03383,-10.3,00880,3.3,,,-0.495,0.15,-0.001,-1.49,-0.397,0.612
1887-01-08,30,00919,2.1,04104,-8.3,00919,6.5,00853,-13,00919,2.1,04104,-8.3,00919,6.5,00853,-13,02532,0.4,,,-0.182,0.016,-0.058,-1.626,-0.112,0.47
1887-01-09,30,00186,1.1,04748,-8.2,02290,5.7,02444,-15.7,00186,1.1,04748,-8.2,02290,5.7,02444,-15.7,02290,6.3,,,0.125,0.011,0.003,-1.026,0.195,0.264
1887-01-10,30,00186,0.4,01526,-5.8,00919,3.8,01526,-9.8,00186,0.4,01526,-5.8,00919,3.8,01526,-9.8,02290,0.6,,,-0.061,0.006,-0.165,0.004,-0.17,0.023
1887-01-11,30,02578,-1.4,01526,-8.4,01960,1.2,01526,-12,02578,-1.4,01526,-8.4,01960,1.2,01526,-12,00320,0.1,,,-0.336,0.151,-0.038,-0.097,-0.355,0.157
1887-01-12,30,00919,-1.4,03946,-11.8,02522,0,03946,-16,00919,-1.4,03946,-11.8,02522,0,03946,-16,00853,0.4,,,-0.444,0.124,-0.115,-1.006,-0.452,0.366
1887-01-13,30,02522,-2.2,03946,-14.1,02290,-0.5,19631,-19.5,02522,-2.2,03946,-14.1,02290,-0.5,19631,-19.5,03383,1.2,,,-0.242,0.032,0.365,-0.592,0.037,0.092
1887-01-14,30,01047,-1.5,02290,-11.8,00402,-0.6,19631,-18.5,01047,-1.5,02290,-11.8,00402,-0.6,19631,-18.5,02290,0.5,,,-1.038,0.504,-0.018,1.13,-1.124,0.704
1887-01-15,30,01580,-3,02290,-11.2,00919,0.8,19631,-15.5,01580,-3,02290,-11.2,00919,0.8,19631,-15.5,01960,0.2,,,-0.357,0.131,-0.81,-0.51,-0.855,0.639
1887-01-16,30,01580,-6.6,02444,-15.5,02522,-3,03946,-21,01580,-6.6,02444,-15.5,02522,-3,03946,-21,02444,1,,,0.168,0.019,-0.048,-0.135,0.145,0.025
1887-01-17,30,00919,-5.1,04748,-15.8,00186,-3.6,01526,-20.3,00919,-5.1,04748,-15.8,00186,-3.6,01526,-20.3,02522,1.2,,,-0.036,0.001,-0.596,-0.295,-0.408,0.115
