date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1983-01-01,571,01617,5.6,05792,-9.1,01617,8.2,05941,-11.6,01617,5.6,05941,-7.2,01617,8.2,05941,-11.6,01079,6.8,04919,26.4,-0.459,0.274,0.616,0.072,-0.179,0.439
1983-01-02,571,02115,6.4,05792,-9,05490,7.4,05792,-11,02115,6.4,04501,-4.6,05490,7.4,05941,-11,01492,16.8,00722,28,-0.492,0.629,0.18,-0.15,-0.401,0.66
1983-01-03,571,00772,10.1,05792,-6.5,02665,12.2,05792,-12.1,00772,10.1,05779,-2.3,02665,12.2,19607,-6.8,03228,50.3,00722,32,-0.452,0.315,-0.243,-1.042,-0.509,0.789
1983-01-04,571,04926,10.6,05792,-6.8,05920,13.3,05792,-7.8,04926,10.6,05941,1.8,05920,13.3,02225,-0.5,00722,26.8,05792,57,-0.463,0.578,-0.518,0.067,-0.705,0.797
1983-01-05,571,00772,12.2,05792,-5,03062,14.4,05792,-8,00772,12.2,05779,1,03062,14.4,04501,-1.5,01468,44,05792,45,-0.324,0.164,-0.725,-0.896,-0.611,0.849
1983-01-06,571,00259,13.6,05792,-2.9,01447,15.8,05792,-7.9,00259,13.6,01550,0.7,01447,15.8,01550,-1,04240,9,00722,36,-0.519,0.554,0.04,0.126,-0.507,0.564
1983-01-07,571,00257,6.9,05792,-8.8,00259,14.8,05792,-11.4,00257,6.9,02483,-0.8,00259,14.8,02228,-4.9,06159,14.2,00722,35,-0.555,0.769,-0.16,0.015,-0.629,0.788
1983-01-08,571,02115,6.4,05792,-13.7,02665,8.3,05792,-15.2,02115,6.4,04501,-1.7,02665,8.3,03518,-5.8,06314,10.2,00722,34,-0.629,0.904,0.028,-0.001,-0.616,0.904
1983-01-09,571,02115,7,05792,-11.4,05146,12.3,05792,-16.1,02115,7,03307,-3.2,05146,12.3,05049,-8.6,03228,14.5,00722,36,-0.737,0.88,0.117,-0.28,-0.669,0.91
1983-01-10,571,02968,9.2,05792,-8.8,00599,10.5,05792,-12.1,02968,9.2,05941,-0.7,00599,10.5,05941,-5.6,03541,8.4,00722,33,-0.655,0.78,0.034,-0.33,-0.622,0.825
1983-01-11,571,01087,9.4,05941,-2.8,04032,12,05792,-7.8,01087,9.4,05941,-2.8,04032,12,05941,-7.7,00314,2.7,00722,26,-0.676,0.517,0.741,-0.073,-0.331,0.707
1983-01-12,571,02290,7.7,00070,-4,03379,13.7,05941,-8.5,02290,7.7,00070,-4,03379,13.7,05941,-8.5,00722,1.2,00722,25,-0.497,0.312,0.912,-0.081,-0.073,0.635
1983-01-13,571,01447,8.1,05792,-4,01443,11.8,05941,-9.1,01447,8.1,04706,-3.1,01443,11.8,05941,-9.1,02228,15.5,00722,40,-0.404,0.381,0.035,-0.081,-0.384,0.385
1983-01-14,571,02115,4.9,05792,-15.4,01050,8.1,05792,-18.1,02115,4.9,04501,-4.5,01050,8.1,04501,-5.3,02483,37.6,05792,54,-0.593,0.818,-0.273,-0.091,-0.714,0.885
