date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
2022-01-01,494,05715,13.5,05792,-0.8,02110,16.2,05792,-3.4,05715,13.5,05941,-0.3,02110,16.2,05941,-2.9,00183,9.7,00722,25.4,-0.62,0.516,0.374,-0.09,-0.42,0.575
2022-01-02,494,02110,12.3,05792,-0.9,05538,17.3,05941,-4.5,02110,12.3,05941,-0.3,05538,17.3,05941,-4.5,04841,23.6,00722,33.3,-0.513,0.387,0.496,-0.351,-0.241,0.527
2022-01-03,496,01602,12.3,05792,-7,04169,13.9,05792,-8.5,01602,12.3,05941,2.4,04169,13.9,05941,-0.5,05433,42.8,00722,34.7,-0.369,0.374,-0.661,-0.146,-0.714,0.808
2022-01-04,496,00259,11.5,05792,-3.4,04175,18.2,05792,-5.9,00259,11.5,02483,1.5,04175,18.2,02483,-0.9,00257,55.2,01346,36.3,-0.077,0.017,-0.912,0.091,-0.563,0.759
2022-01-05,497,01228,7,05792,-13.3,01228,8.1,05792,-19.5,01228,7,02638,-2.6,01228,8.1,03730,-6.2,05792,18.5,00722,29.6,-0.58,0.857,-0.266,0.017,-0.721,0.914
2022-01-06,497,01228,6.2,05792,-15.7,01228,7.3,05792,-18.1,01228,6.2,03857,-5.1,01228,7.3,03268,-14.6,05792,3.4,01358,23.3,-0.55,0.674,-0.283,-0.394,-0.687,0.854
2022-01-07,497,01228,5.3,05792,-13,01228,7.6,05792,-15.3,01228,5.3,05941,-6.5,01228,7.6,03268,-13.8,02601,21.3,00722,30.1,-0.681,0.776,0.148,-0.565,-0.585,0.919
2022-01-08,496,01228,5.5,05792,-14.9,01443,8,05792,-17.6,01228,5.5,05941,-5,01443,8,05941,-9.5,05688,25.9,00722,28,-0.568,0.739,-0.179,-0.385,-0.651,0.873
2022-01-09,497,01228,7.3,05792,-14.1,04175,8.7,05792,-16.5,01228,7.3,05779,-4.1,04175,8.7,03268,-10.8,04501,19,01346,36.3,-0.5,0.558,-0.336,-0.538,-0.66,0.862
2022-01-10,497,01228,7.1,05792,-16.7,01228,7.9,05792,-17,01228,7.1,03268,-4.1,01228,7.9,03268,-12.3,05792,13.5,01346,15.9,-0.528,0.636,-0.07,0.134,-0.57,0.649
2022-01-11,497,01228,6.8,05792,-13.8,01228,8,05792,-16.4,01228,6.8,05779,-5,01228,8,03730,-13.5,07373,2,01346,21.1,-0.349,0.229,-0.143,-0.349,-0.414,0.315
2022-01-12,497,01228,7.8,03730,-11.2,01228,8.1,03730,-17.3,01228,7.8,03730,-11.2,01228,8.1,03730,-17.3,00400,0.6,00183,19.5,-0.831,0.643,0.786,-0.463,-0.402,0.849
2022-01-13,497,01228,7.9,05941,-8.8,05490,11.8,03268,-15.2,01228,7.9,05941,-8.8,05490,11.8,03268,-15.2,00298,0.1,00722,24.9,-0.844,0.506,1.276,0.013,-0.171,0.884
2022-01-14,497,01228,7.5,05941,-5.5,02814,11.1,05941,-11,01228,7.5,05941,-5.5,02814,11.1,05941,-11,04651,1.6,00183,25.5,-0.585,0.322,1.144,-0.058,0.02,0.717
2022-01-15,496,00954,5.6,03730,-4.6,02483,9.6,03268,-10.3,00954,5.6,03730,-4.6,02483,9.6,03268,-10.3,00044,0,01346,17,-0.419,0.328,0.701,-0.259,-0.041,0.624
2022-01-16,497,01228,6.9,05792,-8.2,01228,8.4,05792,-14.4,01228,6.9,05800,-4.3,01228,8.4,03268,-10.9,05792,4.4,00722,25.3,-0.603,0.668,0.431,-0.352,-0.364,0.811
2022-01-17,497,01228,8,05792,-12.2,01792,9.3,05792,-14.1,01228,8,05779,-1.4,01792,9.3,05779,-3.3,00840,7.5,00722,30.7,-0.651,0.781,0.122,-0.279,-0.578,0.822
2022-01-18,497,01228,6.9,05792,-7.7,02110,9.3,05792,-13.2,01228,6.9,05779,-2.5,02110,9.3,03730,-8,03821,2.4,00722,19.4,-0.586,0.638,0.073,-0.68,-0.526,0.867
2022-01-19,497,01228,6.9,05792,-5.7,05538,9.7,05792,-13.3,01228,6.9,03730,-3,05538,9.7,03730,-10.1,04501,8.6,05779,29.1,-0.552,0.772,0.188,-0.155,-0.448,0.81
2022-01-20,497,01228,4.6,05792,-14.9,05731,6.4,05792,-18.7,01228,4.6,05779,-4.4,05731,6.4,00840,-7.2,05792,19.7,06091,28.9,-0.479,0.656,-0.411,-0.265,-0.687,0.903
2022-01-21,497,01228,6.6,05792,-19.1,01228,7.6,05792,-20.2,01228,6.6,05779,-6.5,01228,7.6,01735,-12.5,02174,22.9,00722,23.6,-0.75,0.744,0.033,-0.701,-0.711,0.92
