date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1875-01-01,14,02374,-5.7,05498,-13.5,00919,-3.8,00919,-12.5,02374,-5.7,05498,-13.5,00919,-3.8,00919,-12.5,02578,14.4,,,,,,,,
1875-01-02,14,02290,-3,04024,-15.4,02444,0.8,13923,-19,02290,-3,04024,-15.4,02444,0.8,13923,-19,01425,9.4,,,,,,,,
1875-01-03,14,00919,2.5,04024,-5.2,02444,5.4,04024,-9.6,00919,2.5,04024,-5.2,02444,5.4,04024,-9.6,05498,3.6,,,,,,,,
1875-01-04,14,02290,5.2,04024,0.7,00919,5.4,00919,-1.3,02290,5.2,04024,0.7,00919,5.4,00919,-1.3,13923,15,,,,,,,,
1875-01-05,14,04748,4.9,04024,0.3,00919,6,04024,-0.3,04748,4.9,04024,0.3,00919,6,04024,-0.3,02928,5.3,,,,,,,,
1875-01-06,14,00919,4.4,02290,0.2,00919,6.5,04024,0.6,00919,4.4,02290,0.2,00919,6.5,04024,0.6,13923,5.4,,,,,,,,
1875-01-07,13,00919,3.6,01684,-1.9,00919,6,01684,-4.3,00919,3.6,01684,-1.9,00919,6,01684,-4.3,04024,5.5,,,,,,,,
1875-01-08,14,00919,2.6,01684,-5,00919,4.6,04024,-6.4,00919,2.6,01684,-5,00919,4.6,04024,-6.4,04024,3,,,,,,,,
1875-01-09,14,01425,2.2,02290,-1.8,00919,5.3,01684,-6.3,01425,2.2,02290,-1.8,00919,5.3,01684,-6.3,04024,1.9,,,,,,,,
1875-01-10,14,02374,1.2,04024,-3.7,00919,3.8,04024,-5.8,02374,1.2,04024,-3.7,00919,3.8,04024,-5.8,02578,1.4,,,,,,,,
1875-01-11,14,02374,2.7,01684,-4,02444,2.9,13923,-6.7,02374,2.7,01684,-4,02444,2.9,13923,-6.7,04024,2.3,,,,,,,,
1875-01-12,14,02374,3.5,01684,-2.5,00919,6,01684,-5,02374,3.5,01684,-2.5,00919,6,01684,-5,01684,4.5,,,,,,,,
