date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1906-01-01,62,00003,-0.6,04125,-14.2,02374,5.7,04125,-17.9,00003,-0.6,04125,-14.2,02374,5.7,04125,-17.9,19631,1.2,,,-0.279,0.18,-0.015,-0.726,-0.263,0.309
1906-01-02,62,00186,-1.2,04125,-11.7,00003,3,04125,-17.5,00186,-1.2,04125,-11.7,00003,3,04125,-17.5,00003,0,,,-0.076,0.016,-0.118,-1.383,-0.067,0.611
1906-01-03,62,00003,4.2,05349,-11,00003,6,05349,-17,00003,4.2,05349,-11,00003,6,05349,-17,02486,1.5,,,0.028,0.001,-0.576,-1.684,-0.072,0.582
1906-01-04,62,00003,8.2,05792,-8.2,00003,9.6,05349,-12.4,00003,8.2,01757,-4.4,00003,9.6,05349,-12.4,00722,15.8,,,-0.237,0.122,-0.546,-1.508,-0.334,0.775
1906-01-05,62,02522,8.8,05792,-8,15964,10.5,05792,-9.3,02522,8.8,04104,0.4,15964,10.5,04104,-5.8,15526,22.8,,,-0.388,0.393,-0.774,-0.679,-0.565,0.788
1906-01-06,63,01425,8.2,05792,-8.6,02522,12.2,05792,-10.3,01425,8.2,05732,1.9,02522,12.2,02290,-2.8,00722,46.2,,,-0.45,0.593,-0.711,-0.325,-0.621,0.866
1906-01-07,63,01047,6.2,05792,-13.6,04125,9,05792,-14.3,01047,6.2,00098,-0.1,04125,9,02290,-3,01425,10.6,,,-0.595,0.866,-0.465,0.049,-0.714,0.947
1906-01-08,63,01425,6.2,05792,-10,00919,8.5,05792,-14.4,01425,6.2,00098,-1,00919,8.5,02290,-3.2,00863,17.3,,,-0.423,0.597,-0.765,-0.135,-0.613,0.91
1906-01-09,63,15964,6.3,05792,-13.3,15964,7.9,05792,-14.8,15964,6.3,02290,-1.2,15964,7.9,02290,-9,00863,15.4,,,-0.519,0.655,-0.703,-0.606,-0.68,0.956
1906-01-10,63,01047,6.3,05792,-10.2,01047,8.6,05792,-13.1,01047,6.3,00098,-0.2,01047,8.6,02290,-1.2,04933,14,,,-0.507,0.818,-0.451,-0.085,-0.619,0.922
1906-01-11,63,00402,4.6,05792,-13.5,02629,6.8,05792,-14,00402,4.6,02290,-1.3,02629,6.8,02290,-4.5,15526,6.6,,,-0.603,0.954,-0.15,0.018,-0.642,0.963
1906-01-12,63,15964,5.5,05792,-11.4,01047,7.1,05792,-15.3,15964,5.5,00098,-0.8,01047,7.1,02290,-6,00863,16.4,,,-0.537,0.856,-0.24,-0.227,-0.591,0.902
1906-01-13,63,02522,10,05792,-4.6,01047,12.1,05792,-9.1,02522,10,00863,2.2,01047,12.1,00098,-0.5,03088,16.3,,,-0.386,0.502,-0.775,-0.022,-0.582,0.814
1906-01-14,63,02522,6.2,05792,-12.6,15526,10.4,05792,-15.5,02522,6.2,00098,-1.4,15526,10.4,00098,-2.6,04270,6.6,,,-0.562,0.863,-0.472,0.071,-0.684,0.956
1906-01-15,63,04270,6.4,05792,-5.5,00003,9.5,05792,-15.7,04270,6.4,04104,-1,00003,9.5,02290,-4,15526,4.9,,,-0.398,0.62,0.282,-0.195,-0.321,0.679
1906-01-16,63,02486,6.8,05792,-8,03126,9.5,05792,-9.9,02486,6.8,04104,0.5,03126,9.5,04104,-4.4,03631,9.6,,,-0.436,0.661,-0.219,-0.585,-0.474,0.823
1906-01-17,63,02522,8.1,05792,-8,02522,11.7,05792,-9.1,02522,8.1,00098,0.1,02522,11.7,00098,-3.9,15526,17.7,,,-0.424,0.661,-0.526,-0.222,-0.551,0.844
1906-01-18,63,02522,10.4,05792,-5.8,02522,11.5,05792,-7.7,02522,10.4,04024,1.5,02522,11.5,00098,-2.4,03790,24.9,,,-0.348,0.356,-0.965,-0.336,-0.583,0.829
1906-01-19,63,01047,5.3,05792,-15.5,01425,11.6,05792,-16.4,01047,5.3,02290,-2.4,01425,11.6,02290,-5.8,00722,16.1,,,-0.62,0.831,-0.544,0.218,-0.764,0.936
1906-01-20,63,03631,3.8,05792,-17.4,05498,6.1,05792,-19.1,03631,3.8,02290,-4.4,05498,6.1,02290,-12.2,00722,7.1,,,-0.646,0.888,-0.389,-0.245,-0.737,0.956
1906-01-21,63,00402,2.6,05792,-16.6,01684,4.6,05792,-19.3,00402,2.6,02290,-7.4,01684,4.6,02290,-12.1,00722,5.8,,,-0.64,0.884,-0.118,-0.041,-0.669,0.889
1906-01-22,63,03631,0.5,05792,-19.9,01425,2.9,05792,-21.8,03631,0.5,02290,-8.4,01425,2.9,02290,-12.3,02290,6.7,,,-0.632,0.856,-0.313,-0.438,-0.699,0.938
1906-01-23,63,03631,0.7,05792,-24.2,03631,3,05792,-25.7,03631,0.7,02290,-11.7,03631,3,02290,-14.8,01006,3.2,,,-0.787,0.892,0.398,-0.204,-0.68,0.932
1906-01-24,63,05732,1.2,05792,-17.5,05732,2.9,05792,-23.3,05732,1.2,02290,-11.9,05732,2.9,02290,-14.5,15526,2.6,,,-0.61,0.559,1.076,-0.462,-0.324,0.847
1906-01-25,63,05732,0.1,05792,-17.2,03631,2,02290,-19.2,05732,0.1,04125,-13.7,03631,2,02290,-19.2,15964,8.2,,,-0.593,0.657,0.677,-0.847,-0.397,0.913
1906-01-26,63,00003,3.3,05792,-13.4,01891,5.6,05792,-16.5,00003,3.3,04104,-4.4,01891,5.6,04125,-15,04125,5.3,,,-0.521,0.801,0.064,-0.504,-0.49,0.882
1906-01-27,63,00691,6,05792,-8.1,00445,8.2,05792,-12.7,00691,6,02290,0.9,00445,8.2,02290,-3.6,01526,3.6,,,-0.45,0.899,-0.001,0.027,-0.451,0.899
