date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1870-01-01,12,03631,2.2,05498,-6.1,00919,5.5,04748,-12,03631,2.2,05498,-6.1,00919,5.5,04748,-12,01425,1,,,,,,,,
1870-01-02,12,13923,3.6,05498,-0.6,13923,6.5,04748,-3.4,13923,3.6,05498,-0.6,13923,6.5,04748,-3.4,01691,0.2,,,,,,,,
1870-01-03,12,00919,4,05498,0.1,00919,5.5,13923,-1,00919,4,05498,0.1,00919,5.5,13923,-1,04024,1.6,,,,,,,,
1870-01-04,12,00919,5.5,01684,1.2,00919,8.5,01684,0,00919,5.5,01684,1.2,00919,8.5,01684,0,04024,3.1,,,,,,,,
1870-01-05,12,13923,5.8,05498,-1.6,13923,8.9,01425,0,13923,5.8,05498,-1.6,13923,8.9,01425,0,01425,4.5,,,,,,,,
1870-01-06,12,00919,5.7,05498,1.3,00919,7.3,01425,-0.2,00919,5.7,05498,1.3,00919,7.3,01425,-0.2,02928,10.6,,,,,,,,
1870-01-07,12,00919,7,01684,2.4,00919,8.4,01684,0.6,00919,7,01684,2.4,00919,8.4,01684,0.6,02928,3,,,,,,,,
1870-01-08,12,05498,9.7,04024,3.2,00919,12.3,04024,1,05498,9.7,04024,3.2,00919,12.3,04024,1,02578,3.2,,,,,,,,
1870-01-09,12,01425,7.3,02290,3,01425,9.3,04024,3.1,01425,7.3,02290,3,01425,9.3,04024,3.1,04748,11.4,,,,,,,,
1870-01-10,12,01425,5.4,02290,0,13923,7.3,02928,1.9,01425,5.4,02290,0,13923,7.3,02928,1.9,02928,3.5,,,,,,,,
1870-01-11,12,03631,2.3,02290,-2.6,01425,4.5,02928,-1.5,03631,2.3,02290,-2.6,01425,4.5,02928,-1.5,01425,7.9,,,,,,,,
1870-01-12,12,03631,2.9,02290,-2.9,00919,2.9,13923,-2,03631,2.9,02290,-2.9,00919,2.9,13923,-2,01960,3.5,,,,,,,,
1870-01-13,12,03631,2.7,02290,-4.1,01425,3.7,01684,-2.8,03631,2.7,02290,-4.1,01425,3.7,01684,-2.8,01425,4.7,,,,,,,,
1870-01-14,12,00919,4.5,02290,-0.1,00919,6.3,01684,-2.8,00919,4.5,02290,-0.1,00919,6.3,01684,-2.8,02928,1.9,,,,,,,,
1870-01-15,12,05498,7.1,02290,0.9,01425,8.1,04024,0.3,05498,7.1,02290,0.9,01425,8.1,04024,0.3,01684,7.5,,,,,,,,
1870-01-16,12,00919,5,02290,-1.1,00919,7,04024,0.5,00919,5,02290,-1.1,00919,7,04024,0.5,05498,9.5,,,,,,,,
1870-01-17,12,01425,2.3,02290,-4.8,00919,4.4,13923,-1.4,01425,2.3,02290,-4.8,00919,4.4,13923,-1.4,05498,5.7,,,,,,,,
1870-01-18,12,05498,1.9,02290,-5.4,00919,2,01684,-4.4,05498,1.9,02290,-5.4,00919,2,01684,-4.4,01960,0.4,,,,,,,,
1870-01-19,12,03631,-0.6,02290,-10.4,00919,1.8,13923,-7.3,03631,-0.6,02290,-10.4,00919,1.8,13923,-7.3,01960,0.8,,,,,,,,
1870-01-20,12,03631,-1,02290,-11.4,00919,-1.4,13923,-8.5,03631,-1,02290,-11.4,00919,-1.4,13923,-8.5,01691,0.2,,,,,,,,
1870-01-21,13,02578,-1,02290,-11.5,04024,-0.5,13923,-7.8,02578,-1,02290,-11.5,04024,-0.5,13923,-7.8,02578,4.8,,,,,,,,
1870-01-22,13,03631,1.3,02290,-8.8,00919,-1.3,13923,-6.3,03631,1.3,02290,-8.8,00919,-1.3,13923,-6.3,01425,0,,,,,,,,
1870-01-23,13,03631,-0.3,02290,-11.3,04024,0,01684,-6.3,03631,-0.3,02290,-11.3,04024,0,01684,-6.3,05498,1,,,,,,,,
1870-01-24,13,03631,0.7,02290,-11.2,04024,-0.5,13923,-8.1,03631,0.7,02290,-11.2,04024,-0.5,13923,-8.1,01684,3,,,,,,,,
1870-01-25,12,03631,-0.4,02290,-11.5,00919,-2.1,01425,-8.3,03631,-0.4,02290,-11.5,00919,-2.1,01425,-8.3,04748,10.4,,,,,,,,
1870-01-26,12,03631,3.4,02290,-10.6,04024,-0.5,13923,-9,03631,3.4,02290,-10.6,04024,-0.5,13923,-9,04024,2.5,,,,,,,,
1870-01-27,13,03631,-0.6,01684,-10.7,00919,1.9,01684,-13.1,03631,-0.6,01684,-10.7,00919,1.9,01684,-13.1,05498,2,,,,,,,,
1870-01-28,12,04024,0.6,02290,-10.7,04024,1,13923,-12.5,04024,0.6,02290,-10.7,04024,1,13923,-12.5,02928,1.5,,,,,,,,
1870-01-29,12,02578,1,05498,-7.4,04024,1.8,01425,-9,02578,1,05498,-7.4,04024,1.8,01425,-9,04024,1,,,,,,,,
1870-01-30,12,02578,0.9,05498,-8.2,00919,1.9,00919,-8.8,02578,0.9,05498,-8.2,00919,1.9,00919,-8.8,01425,0,,,,,,,,
1870-01-31,12,03631,-0.2,13923,-7.9,00919,3.1,13923,-14.1,03631,-0.2,13923,-7.9,00919,3.1,13923,-14.1,01425,0.5,,,,,,,,
1870-02-01,12,00919,0.2,01684,-6.3,04748,3,13923,-18.4,00919,0.2,01684,-6.3,04748,3,13923,-18.4,01425,0,,,,,,,,
1870-02-02,12,00919,2.4,04024,-5.3,00919,6.8,01684,-7.5,00919,2.4,04024,-5.3,00919,6.8,01684,-7.5,01425,0,,,,,,,,
1870-02-03,12,01691,1.7,01684,-7.8,00919,4.6,01684,-11.3,01691,1.7,01684,-7.8,00919,4.6,01684,-11.3,01425,0,,,,,,,,
1870-02-04,12,01691,3,01684,-13.6,00919,3,01684,-16.9,01691,3,01684,-13.6,00919,3,01684,-16.9,01425,0,,,,,,,,
