date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
2013-01-01,505,01224,7.5,05792,-6.2,02968,10.2,05941,-9.7,01224,7.5,05941,-4.7,02968,10.2,05941,-9.7,01346,18.7,01346,31.3,-0.62,0.667,0.276,-0.298,-0.479,0.731
2013-01-02,506,01228,7.5,05792,-12.1,02968,8.6,05792,-14.6,01228,7.5,05941,-1.9,02968,8.6,05941,-9,00298,7.8,00722,25.3,-0.69,0.904,0.181,-0.11,-0.6,0.924
2013-01-03,506,03490,9.6,05792,-6.2,03490,11.8,05941,-11.5,03490,9.6,05941,-4,03490,11.8,05941,-11.5,05792,26.8,00722,28.8,-0.803,0.674,0.698,-0.466,-0.455,0.848
2013-01-04,502,03490,10.4,05792,-5.4,03490,12.6,05792,-9,03490,10.4,05941,0.8,03490,12.6,01735,0,07105,66.3,01358,31.6,-0.482,0.645,-0.061,-0.208,-0.505,0.682
2013-01-05,500,05906,8.8,05792,-6.5,01424,9.9,05792,-7.8,05906,8.8,05941,1.5,01424,9.9,02290,0,03307,50.3,01832,28.3,-0.442,0.691,-0.282,-0.086,-0.574,0.79
2013-01-06,506,04301,8.7,05792,-6.9,01072,10.3,05792,-9.5,04301,8.7,02638,1.1,01072,10.3,00259,-0.2,00840,28.7,05792,25.8,-0.503,0.77,-0.14,-0.289,-0.561,0.864
2013-01-07,507,01424,8.6,05792,-7.9,03545,11,05792,-11,01424,8.6,05779,0.7,03545,11,02953,-2,03988,7.7,01358,20.9,-0.42,0.447,-0.231,-0.52,-0.513,0.688
2013-01-08,507,01228,7.8,05792,-5.9,01550,10.3,05792,-6.6,01228,7.8,01214,0.4,01550,10.3,02953,-3,05779,11.8,07325,22.7,-0.511,0.671,0.295,-0.162,-0.365,0.742
2013-01-09,507,01228,7.5,05792,-5.1,00445,8.2,05792,-7.5,01228,7.5,05229,-1.6,00445,8.2,02953,-4.8,04024,15,05792,22.7,-0.619,0.674,0.505,0.213,-0.384,0.846
2013-01-10,506,02968,5.5,05792,-9.6,02629,7.7,05792,-11.3,02968,5.5,05779,-1.8,02629,7.7,02483,-5.3,04704,17,01832,25.3,-0.414,0.68,-0.255,-0.167,-0.531,0.801
2013-01-11,503,01443,3.4,05792,-13.8,00259,5.5,05792,-16.1,01443,3.4,00840,-7.1,00259,5.5,03513,-9,05792,16.1,01358,23.7,-0.361,0.317,-0.665,-0.244,-0.67,0.715
2013-01-12,501,04175,2.8,05792,-15.3,00259,6.8,05792,-16,04175,2.8,04548,-8.2,00259,6.8,04548,-14,04271,8.7,05792,21.3,-0.392,0.326,-0.482,-0.141,-0.616,0.498
2013-01-13,506,04175,1.8,05792,-13.6,04175,3,05792,-15.1,04175,1.8,04548,-8.6,04175,3,04548,-14.2,01666,11,05371,16.8,-0.395,0.383,-0.304,-0.253,-0.531,0.508
