date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1970-01-01,581,02115,-2.2,05792,-15.6,05498,4,00648,-19.6,02115,-2.2,00876,-14.6,05498,4,00648,-19.6,05467,9.8,03032,15.9,0.126,0.014,-1.048,-0.728,-0.315,0.519
1970-01-02,581,02115,2.6,05792,-15.1,02115,4.5,05792,-18.9,02115,2.6,01834,-10.3,02115,4.5,05490,-15.6,03537,20.7,00722,33,-0.588,0.542,-0.091,-0.666,-0.6,0.734
1970-01-03,581,00772,3.2,01550,-12,00772,4.9,05941,-17.1,00772,3.2,01550,-12,00772,4.9,05941,-17.1,01568,16.4,00722,36,-0.318,0.224,-0.559,-0.146,-0.563,0.477
1970-01-04,581,02115,2.8,02264,-12,05890,5.6,05267,-17.9,02115,2.8,02264,-12,05890,5.6,05267,-17.9,05049,23.3,01346,30.3,0.046,0.003,-0.611,-0.257,-0.218,0.186
1970-01-05,581,03307,3.2,05792,-9.1,05890,10.7,05267,-17.3,03307,3.2,03694,-7.6,05890,10.7,05267,-17.3,05664,20.2,05467,30.8,0.129,0.03,-1.104,0.128,-0.373,0.688
1970-01-06,581,01087,0.7,05792,-11.4,01050,2.6,02223,-17.4,01087,0.7,05229,-11.3,01050,2.6,02223,-17.4,05717,6.1,05490,23,-0.483,0.38,0.284,-0.664,-0.327,0.564
1970-01-07,581,03490,0.7,05792,-17.3,02968,2.2,05792,-18.7,03490,0.7,03730,-12.4,02968,2.2,05105,-18.2,00848,4.9,00722,24,-0.351,0.148,-0.287,-0.988,-0.438,0.52
1970-01-08,581,01087,0,00650,-13.7,01346,3.5,04597,-21.3,01087,0,00650,-13.7,00257,1.8,04597,-21.3,01078,7.6,01346,37.2,0.008,0,-0.582,-1.11,-0.207,0.551
1970-01-09,581,00003,5.8,01358,-11.7,00003,7.8,01426,-17,00003,5.8,03376,-10.7,00003,7.8,01426,-17,01443,25.4,05371,34.9,0.001,0,-0.313,-1.411,-0.08,0.648
1970-01-10,581,03307,7.2,01583,-8.6,05890,11.5,01358,-11.8,03307,7.2,01583,-8.6,05890,11.5,01583,-9.5,02331,10,05282,30,0.008,0,-0.1,-0.996,0.005,0.447
1970-01-11,581,05890,8.4,02680,-7.1,03679,13.2,02680,-9.4,05890,8.4,02680,-7.1,03679,13.2,02680,-9.4,01238,5.9,05467,35.9,0.001,0,0.441,-0.746,0.231,0.175
1970-01-12,581,00003,7.5,02680,-7.5,00003,11.5,02223,-10,00003,7.5,02680,-7.5,00003,11.5,02223,-10,03631,7.6,05282,24,0.103,0.014,0.334,-0.517,0.275,0.122
1970-01-13,581,01087,6.9,02223,-8.7,04505,10.6,00873,-12.9,01087,6.9,02223,-8.7,04505,10.6,00873,-12.9,00217,2.4,00722,21,0.068,0.005,0.491,-0.57,0.313,0.124
1970-01-14,581,00003,7.7,01066,-7,00003,10.8,05105,-11,00003,7.7,01066,-7,00003,10.8,05105,-11,04490,7.3,01346,15.8,0.065,0.006,0.428,-0.571,0.282,0.155
1970-01-15,581,00003,7,05792,-6.6,03307,10.4,01001,-11,00003,7,02250,-6.4,03307,10.4,01001,-11,02761,25.3,02115,22.8,-0.023,0.001,0.282,-0.84,0.14,0.308
1970-01-16,581,01327,6.6,05792,-10.5,01327,8.4,05792,-11,01327,6.6,01106,-4.5,01327,8.4,02760,-7.4,04091,38,02374,22.1,0.031,0.001,-0.937,-0.91,-0.352,0.822
