date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1988-01-01,554,03490,10.3,05792,-8.4,04032,11.6,05792,-9.2,03490,10.3,02088,1,04032,11.6,01550,-0.9,00656,22.7,00722,42,-0.566,0.781,-0.064,-0.222,-0.585,0.816
1988-01-02,554,04926,13,05792,-2.4,04175,16,05792,-10.1,04926,13,05941,2.8,04175,16,01550,-1.6,04508,29.1,00722,49,-0.46,0.509,-0.37,-0.084,-0.629,0.626
1988-01-03,554,00257,9.4,05792,-9.9,00880,14.4,05792,-11.2,00257,9.4,01550,0.8,00880,14.4,01550,-1.4,05059,21.2,00722,44,-0.605,0.804,-0.271,0.188,-0.741,0.859
1988-01-04,554,00257,10.4,05792,-7.5,04301,12.4,05792,-13.3,00257,10.4,05941,0.6,04301,12.4,01550,-3.4,01468,64.3,05792,47.8,-0.503,0.563,-0.545,-0.207,-0.747,0.824
1988-01-05,554,00257,13.4,05792,-3.9,04175,17.9,05792,-7,00257,13.4,05941,2.1,04175,17.9,05941,-0.8,00243,23.3,00722,44,-0.382,0.313,-0.558,-0.332,-0.627,0.626
1988-01-06,554,00399,11,05792,-5.6,00965,17,05792,-7.4,00399,11,05049,1.6,00965,17,05941,-2.5,02303,18.1,00722,42,-0.565,0.663,0.029,0.255,-0.564,0.697
1988-01-07,554,00399,7.9,05792,-14.6,03158,11.9,05792,-16,00399,7.9,05371,-1,03158,11.9,03518,-2.2,02618,17.5,00722,40,-0.721,0.892,-0.091,0.323,-0.78,0.932
1988-01-08,554,02115,5.4,05792,-15.3,02760,10,05792,-17.5,02115,5.4,02228,-3.5,02760,10,02228,-6.1,05306,9.9,01358,27,-0.603,0.768,-0.033,0.14,-0.626,0.777
1988-01-09,554,00003,7,05792,-8.6,02456,9.4,05792,-15.6,00003,7,02088,-5,02456,9.4,02319,-8.9,05344,4.8,02573,23.2,-0.606,0.48,0.536,-0.808,-0.315,0.727
1988-01-10,554,02110,10.2,05941,-6,03490,12.1,05941,-10.5,02110,10.2,05941,-6,03490,12.1,05941,-10.5,03023,17.6,00722,24,-0.599,0.301,0.655,-1.578,-0.214,0.793
