date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1905-01-01,62,03631,-4.1,05792,-30.4,05761,-2,05792,-31.6,03631,-4.1,02290,-16.7,05761,-2,02290,-19,00722,4.7,,,-0.848,0.812,0.381,-0.737,-0.731,0.898
1905-01-02,62,05732,-1.8,05792,-23.4,05732,-0.6,05792,-34.6,05732,-1.8,02290,-20.4,05732,-0.6,02290,-22.8,04933,2.5,,,-0.651,0.43,1.445,-1.275,-0.249,0.897
1905-01-03,62,05732,3.4,04125,-18.4,05732,5.1,02290,-23,05732,3.4,04125,-18.4,05732,5.1,02290,-23,03946,9.2,,,-0.542,0.27,2.055,-0.926,0.005,0.918
1905-01-04,62,00691,4.4,05792,-11.9,00691,5.5,04125,-20,00691,4.4,04104,-8.2,00691,5.5,04125,-20,00863,13.5,,,-0.532,0.449,1.108,-0.651,-0.233,0.799
1905-01-05,62,02629,5.4,05792,-11.3,01757,9.2,05792,-13.2,02629,5.4,00863,-0.4,01757,9.2,04104,-8.1,00863,30.9,,,-0.513,0.873,-0.108,-0.237,-0.534,0.9
1905-01-06,62,02629,6.4,05792,-13.3,02629,9.6,05792,-15.4,02629,6.4,02290,-1.4,02629,9.6,02290,-3,00863,22.5,,,-0.559,0.77,-0.356,-0.535,-0.634,0.903
1905-01-07,62,02522,5.5,05792,-14.9,15964,10,05792,-17,02522,5.5,00863,-2.3,15964,10,00863,-3.9,00722,15.4,,,-0.577,0.736,-0.737,-0.352,-0.753,0.96
1905-01-08,62,03631,4.6,05792,-11,00003,7,05792,-19.2,03631,4.6,00320,-2.6,00003,7,00863,-7,15526,5.8,,,-0.504,0.723,0.202,-0.486,-0.439,0.808
1905-01-09,62,02290,6.6,05792,-5.5,03383,10.4,01358,-9,02290,6.6,04104,-2.3,03383,10.4,04104,-6.7,00722,17.6,,,-0.343,0.485,-0.392,0,-0.443,0.583
1905-01-10,62,03631,3.3,05792,-18.6,01047,8.4,05792,-19,03631,3.3,02290,-4.1,01047,8.4,02290,-5.6,00722,8.4,,,-0.675,0.938,-0.283,-0.072,-0.745,0.965
