date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1955-01-01,547,05344,2.2,05792,-21.4,02080,3.3,05792,-22.6,05344,2.2,00842,-8.7,02080,3.3,04327,-10.4,04445,20.2,01346,22.8,-0.818,0.81,0.053,-0.68,-0.764,0.941
1955-01-02,547,02861,2.1,05792,-18.8,00619,2.7,05792,-23,02861,2.1,02521,-13.9,00619,2.7,02521,-18.1,01488,16.3,01346,21.7,-0.966,0.775,0.632,-0.389,-0.664,0.887
1955-01-03,547,02115,1.8,01358,-11.6,05344,3.2,02521,-19.2,02115,1.8,05890,-10.1,05344,3.2,02521,-19.2,01426,4.7,02565,21.2,-0.734,0.643,0.517,-0.532,-0.477,0.788
1955-01-04,547,01346,3,01358,-12.7,03307,8.1,03211,-14.6,02115,0.8,00842,-10.8,03307,8.1,02250,-13.4,04240,14.5,00003,18.8,-0.454,0.301,0.227,-0.59,-0.325,0.426
1955-01-05,547,01346,4.1,04333,-15.7,01346,9.8,04333,-19.5,03307,2.3,04333,-15.7,03307,7.1,04333,-19.5,02665,2.3,04887,18.1,-0.163,0.024,0.032,-1.278,-0.092,0.367
1955-01-06,547,03307,4.6,06314,-14.6,03307,7.4,06314,-20.2,03307,4.6,06314,-14.6,03307,7.4,06314,-20.2,00259,5.2,05732,16.1,-0.064,0.002,0.335,-1.327,0.147,0.254
1955-01-07,547,03307,5.7,01684,-11.9,03307,9.9,04333,-18.5,03307,5.7,01684,-11.9,03307,9.9,04333,-18.5,04496,4.2,04887,15.1,0.05,0.003,-0.236,-0.837,-0.019,0.28
1955-01-08,547,01346,1.5,01834,-11.2,03307,6.6,19433,-14.5,04175,-1.6,01834,-11.2,03307,6.6,19433,-14.5,05426,2.8,01425,10,-0.146,0.066,-0.278,-0.189,-0.263,0.186
1955-01-09,547,05250,0.5,01358,-9.2,05250,1.6,00722,-12.2,05250,0.5,01834,-8.8,05250,1.6,03694,-11.5,04094,3.8,01346,12,-0.175,0.091,-0.722,-0.339,-0.485,0.748
1955-01-10,547,00772,4.2,05792,-7.8,00772,6.8,05490,-12.3,00772,4.2,05941,-5.4,00772,6.8,05490,-12.3,05291,24.9,01346,31,-0.327,0.353,-0.234,-0.213,-0.422,0.465
1955-01-11,547,01443,11.2,05792,-5.4,00772,12.6,02521,-9.7,01443,11.2,02483,-1.6,00772,12.6,02521,-9.7,05320,58.5,01346,41.2,0.04,0.003,-1.193,-0.095,-0.493,0.723
1955-01-12,547,04557,9.6,00722,-7.2,04175,13.5,00722,-8,04557,9.6,01834,-5,04175,13.5,04939,-6.2,02349,64.7,01346,49.4,0.032,0.002,-0.828,-0.122,-0.336,0.398
1955-01-13,547,00259,4,01358,-9.7,04175,13.2,05792,-12.2,00259,4,01834,-7.4,04175,13.2,00150,-8,02497,27.4,01346,37.3,-0.36,0.345,-0.352,-0.012,-0.518,0.451
1955-01-14,547,04175,10.4,00722,-8.3,04175,13.6,01358,-10.2,04175,10.4,02906,-5.4,04175,13.6,04401,-8.4,04501,41.4,01346,44.5,0.268,0.053,-1.721,-0.042,-0.505,0.758
1955-01-15,547,01443,6.8,00722,-8.3,01447,13.7,05792,-14.8,01443,6.8,01583,-6.6,01447,13.7,04038,-12,02349,86.8,01346,32.3,-0.079,0.013,-0.808,-0.41,-0.425,0.607
1955-01-16,546,01443,11.6,05792,-4.8,01443,14.4,01358,-8.2,01443,11.6,03032,-1.7,01443,14.4,04501,-7.5,03640,34.3,01346,38.2,-0.01,0,-1.092,-0.639,-0.474,0.666
1955-01-17,546,05250,2.7,05792,-17.4,04175,12.2,05792,-19.7,05250,2.7,05371,-8.8,04175,12.2,05105,-14.8,03730,15.9,01346,46,-0.535,0.539,-0.473,0.296,-0.762,0.682
1955-01-18,546,02115,2.4,05792,-16.9,02812,3.8,05792,-21.3,02115,2.4,00842,-7.8,02812,3.8,00755,-16.8,02483,16.6,05732,26.8,-0.514,0.613,-0.392,-0.194,-0.682,0.766
1955-01-19,546,02115,3,05792,-16.6,02522,5.5,05792,-21.3,02115,3,03730,-10.8,02522,5.5,03730,-14.7,04468,7.4,03085,23,-0.704,0.728,0.166,0.151,-0.636,0.753
1955-01-20,546,02115,1.2,02923,-11.4,00003,4.6,05105,-18,02115,1.2,02923,-11.4,00003,4.6,05105,-18,05663,3.9,00701,12.2,-0.364,0.2,0.306,-0.167,-0.218,0.246
1955-01-21,546,00259,4.6,01358,-10,00259,7.2,01803,-16.6,00259,4.6,02857,-9.2,00259,7.2,01803,-16.6,01346,19.6,01346,21.2,-0.169,0.042,-0.258,-1.001,-0.24,0.475
1955-01-22,546,00003,8.7,05663,-7.9,00003,12.1,02857,-13.6,00003,8.7,05663,-7.9,00003,12.1,02857,-13.6,02349,10.1,05732,18.8,0.13,0.017,-0.743,-1.303,-0.146,0.711
1955-01-23,546,03903,4.7,02374,-8,00003,8.7,02374,-11.8,03903,4.7,02374,-8,00003,8.7,02374,-11.8,04474,1.7,01346,19.2,0.225,0.052,-1.052,-0.996,-0.204,0.778
1955-01-24,546,00722,4.1,05792,-6.7,02228,7.8,02374,-14.4,01834,3.4,01411,-6.6,02228,7.8,02374,-14.4,01503,0.8,01346,21,-0.003,0,-0.178,-0.628,-0.054,0.34
1955-01-25,546,01833,5.1,01411,-7.2,01833,9.8,01411,-11.9,01834,4.8,01411,-7.2,02601,8.5,01411,-11.9,05344,6.2,02565,19.3,-0.173,0.069,0.516,-0.219,0.07,0.259
1955-01-26,546,02638,4.5,00729,-7.9,04612,12.7,05802,-11.5,02638,4.5,00729,-7.9,04612,12.7,05802,-11.5,00417,0.5,01346,13.2,-0.139,0.046,0.218,-0.306,-0.027,0.118
1955-01-27,546,03856,8.9,04149,-5.8,02638,13.2,05802,-12.2,02290,7.4,04149,-5.8,02638,13.2,05802,-12.2,02078,0.4,01078,12,0.038,0.002,0.579,-0.646,0.328,0.255
