date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1809-01-01,2,02290,-2.1,02928,-2.6,,,,,02290,-2.1,02928,-2.6,,,,,,,,,,,,,,
1809-01-02,2,02290,0.6,02928,-3.1,,,,,02290,0.6,02928,-3.1,,,,,,,,,,,,,,
1809-01-03,2,02290,0.5,02928,-4.4,,,,,02290,0.5,02928,-4.4,,,,,,,,,,,,,,
1809-01-04,2,02290,-2.6,02928,-7.1,,,,,02290,-2.6,02928,-7.1,,,,,,,,,,,,,,
1809-01-05,2,02290,0.2,02928,-14.9,,,,,02290,0.2,02928,-14.9,,,,,,,,,,,,,,
1809-01-06,2,02290,-0.3,02928,-12.9,,,,,02290,-0.3,02928,-12.9,,,,,,,,,,,,,,
1809-01-07,2,02290,3.4,02928,-6,,,,,02290,3.4,02928,-6,,,,,,,,,,,,,,
1809-01-08,2,02290,4,02928,-1.3,,,,,02290,4,02928,-1.3,,,,,,,,,,,,,,
1809-01-09,2,02928,0.6,02290,0.3,,,,,02928,0.6,02290,0.3,,,,,,,,,,,,,,
1809-01-10,2,02290,1.1,02290,1.1,,,,,02290,1.1,02290,1.1,,,,,,,,,,,,,,
1809-01-11,2,02928,1.1,02290,0.1,,,,,02928,1.1,02290,0.1,,,,,,,,,,,,,,
1809-01-12,2,02928,2.2,02290,-0.2,,,,,02928,2.2,02290,-0.2,,,,,,,,,,,,,,
1809-01-13,2,02928,-1.2,02290,-2.6,,,,,02928,-1.2,02290,-2.6,,,,,,,,,,,,,,
1809-01-14,2,02290,-2,02928,-2.3,,,,,02290,-2,02928,-2.3,,,,,,,,,,,,,,
1809-01-15,2,02290,0.9,02928,-8,,,,,02290,0.9,02928,-8,,,,,,,,,,,,,,
1809-01-16,2,02290,-8.2,02928,-10.1,,,,,02290,-8.2,02928,-10.1,,,,,,,,,,,,,,
1809-01-17,2,02928,-6.5,02290,-14.1,,,,,02928,-6.5,02290,-14.1,,,,,,,,,,,,,,
1809-01-18,2,02928,-5.4,02290,-12.8,,,,,02928,-5.4,02290,-12.8,,,,,,,,,,,,,,
1809-01-19,2,02928,-3.4,02290,-7.5,,,,,02928,-3.4,02290,-7.5,,,,,,,,,,,,,,
1809-01-20,2,02290,1.8,02928,-6.1,,,,,02290,1.8,02928,-6.1,,,,,,,,,,,,,,
1809-01-21,2,02290,0.8,02928,-3.6,,,,,02290,0.8,02928,-3.6,,,,,,,,,,,,,,
1809-01-22,2,02290,2.3,02928,0.3,,,,,02290,2.3,02928,0.3,,,,,,,,,,,,,,
1809-01-23,2,02290,2.4,02928,0.5,,,,,02290,2.4,02928,0.5,,,,,,,,,,,,,,
1809-01-24,2,02290,4.7,02928,-1.4,,,,,02290,4.7,02928,-1.4,,,,,,,,,,,,,,
1809-01-25,2,02290,8.2,02928,-0.8,,,,,02290,8.2,02928,-0.8,,,,,,,,,,,,,,
1809-01-26,2,02290,10.4,02928,-1.9,,,,,02290,10.4,02928,-1.9,,,,,,,,,,,,,,
1809-01-27,2,02290,8.5,02928,2.6,,,,,02290,8.5,02928,2.6,,,,,,,,,,,,,,
1809-01-28,2,02290,9.2,02928,5.7,,,,,02290,9.2,02928,5.7,,,,,,,,,,,,,,
1809-01-29,2,02290,8.4,02928,5.2,,,,,02290,8.4,02928,5.2,,,,,,,,,,,,,,
1809-01-30,2,02290,6.7,02928,5.2,,,,,02290,6.7,02928,5.2,,,,,,,,,,,,,,
1809-01-31,2,02928,5.7,02290,4.3,,,,,02928,5.7,02290,4.3,,,,,,,,,,,,,,
1809-02-01,2,02290,7,02928,3,,,,,02290,7,02928,3,,,,,,,,,,,,,,
1809-02-02,2,02290,12,02928,7.7,,,,,02290,12,02928,7.7,,,,,,,,,,,,,,
1809-02-03,2,02290,12.6,02928,9,,,,,02290,12.6,02928,9,,,,,,,,,,,,,,
1809-02-04,2,02290,8.5,02928,7,,,,,02290,8.5,02928,7,,,,,,,,,,,,,,
1809-02-05,2,02928,6.1,02290,4.6,,,,,02928,6.1,02290,4.6,,,,,,,,,,,,,,
1809-02-06,2,02928,6.2,02290,4,,,,,02928,6.2,02290,4,,,,,,,,,,,,,,
1809-02-07,2,02290,5.6,02928,4.6,,,,,02290,5.6,02928,4.6,,,,,,,,,,,,,,
1809-02-08,2,02290,-6.5,02928,-7.2,,,,,02290,-6.5,02928,-7.2,,,,,,,,,,,,,,
1809-02-09,2,02290,1.9,02928,-6.5,,,,,02290,1.9,02928,-6.5,,,,,,,,,,,,,,
1809-02-10,2,02290,5.5,02928,0.1,,,,,02290,5.5,02928,0.1,,,,,,,,,,,,,,
