date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1942-01-01,147,05575,5.3,05792,-13.6,02456,6.4,05792,-15.3,05575,5.3,02290,-2.6,02456,6.4,03878,-10.8,00842,27,,,-0.579,0.817,0.153,-0.244,-0.504,0.857
1942-01-02,147,05575,5.6,05792,-8.7,05575,6.4,05792,-13,05575,5.6,01076,-3.5,05575,6.4,01076,-8,03096,6.9,,,-0.561,0.809,0.305,-0.206,-0.428,0.883
1942-01-03,147,00555,5.8,05792,-9.6,01327,7.2,05792,-10.3,00555,5.8,03730,-4.3,01327,7.2,03730,-7,00880,3.8,,,-0.607,0.727,0.441,-0.353,-0.412,0.859
1942-01-04,147,03032,4.7,05792,-8.4,03088,6.5,05792,-9.8,03032,4.7,03735,-5.3,03088,6.5,05404,-8.8,01380,13.1,,,-0.516,0.631,0.274,0.017,-0.41,0.672
1942-01-05,147,00599,5.1,05792,-8.6,01051,7,05792,-9.5,00599,5.1,00842,-1.9,01051,7,03735,-9.1,05404,10.4,,,-0.34,0.432,-0.449,0.112,-0.523,0.611
1942-01-06,147,03426,1.6,05792,-10.6,03426,9.3,05582,-12.2,03426,1.6,02483,-9.5,03426,9.3,05582,-12.2,01076,15.5,,,-0.261,0.182,-0.612,0.449,-0.529,0.507
1942-01-07,147,05732,1.1,05792,-12.7,03032,2.9,04664,-16.3,05732,1.1,00842,-12.6,03032,2.9,04664,-16.3,05074,8.9,,,-0.48,0.43,0.105,0.03,-0.44,0.435
1942-01-08,147,03032,0.5,05792,-20.4,01327,2.2,05792,-22.4,03032,0.5,03666,-14.9,01327,2.2,04612,-21.5,04125,4.4,,,-0.703,0.452,0.65,-0.254,-0.432,0.55
1942-01-09,147,00003,-1.6,05792,-22.4,03032,0.8,01076,-28,00003,-1.6,04664,-20,03032,0.8,01076,-28,03320,8.6,,,-0.823,0.491,0.907,-0.664,-0.426,0.685
1942-01-10,147,05344,-1.5,05792,-22.6,03088,-0.1,01076,-25,05344,-1.5,01076,-16.2,03088,-0.1,01076,-25,05074,4.2,,,-0.8,0.69,0.797,-0.339,-0.466,0.868
1942-01-11,147,05344,-2,05792,-17.4,03088,-0.5,05792,-23.6,05344,-2,03730,-14.7,03088,-0.5,03730,-21.5,02290,5.4,,,-0.609,0.639,0.351,-0.295,-0.453,0.714
1942-01-12,147,05344,-5.9,05792,-17.1,03088,-1.5,03730,-23.5,05344,-5.9,04612,-17,03088,-1.5,03730,-23.5,02069,1.6,,,-0.442,0.483,-0.128,-0.377,-0.47,0.558
1942-01-13,147,00003,-5.5,04664,-18.9,00186,-3,04664,-24.2,00003,-5.5,04664,-18.9,00186,-3,04664,-24.2,04233,0.9,,,-0.509,0.392,0.057,-0.891,-0.432,0.617
1942-01-14,147,04996,-5,04664,-19.9,02290,-1.4,04612,-26.1,04996,-5,04664,-19.9,02290,-1.4,04612,-26.1,03032,0.3,,,-0.212,0.07,-0.139,-0.837,-0.215,0.28
1942-01-15,147,02290,-4.7,02250,-18.8,03730,1.8,04612,-25,02290,-4.7,02250,-18.8,03730,1.8,04612,-25,03032,6.2,,,-0.199,0.063,0.098,-0.645,-0.121,0.192
1942-01-16,147,03032,-4,02250,-19.5,03307,1,02250,-25,03032,-4,02250,-19.5,03307,1,02250,-25,02201,1.1,,,-0.452,0.225,0.9,-0.857,-0.046,0.577
1942-01-17,147,05514,-5.3,02360,-19.4,03307,0.5,04612,-26,05514,-5.3,02360,-19.4,03307,0.5,04612,-26,05792,7,,,-0.333,0.159,0.669,-0.978,-0.01,0.558
1942-01-18,147,00003,-4.8,03271,-19.6,03730,1.8,02360,-26.3,00003,-4.8,03271,-19.6,03730,1.8,02360,-26.3,01006,1.2,,,-0.279,0.084,0.455,-1.405,-0.015,0.53
1942-01-19,147,05250,-6.5,05792,-19.6,05063,-1.1,02360,-25.8,05250,-6.5,01488,-17.1,05063,-1.1,02360,-25.8,02290,7.9,,,-0.218,0.09,-0.373,-0.823,-0.314,0.392
1942-01-20,147,03032,-6.8,05792,-23,03032,-4.8,02360,-26.2,03032,-6.8,02360,-21.2,03032,-4.8,02360,-26.2,02201,4,,,-0.518,0.429,0.416,-0.58,-0.32,0.59
1942-01-21,147,03032,-8.9,02360,-26,05514,-4.7,02360,-31.8,03032,-8.9,02360,-26,05514,-4.7,02360,-31.8,01003,1,,,-0.676,0.426,1.063,-0.583,-0.222,0.722
1942-01-22,147,02565,-8.4,02360,-26.6,02201,-5.5,02360,-32.8,02565,-8.4,02360,-26.6,02201,-5.5,02360,-32.8,02201,1.2,,,-0.765,0.452,1.282,-0.696,-0.219,0.807
1942-01-23,147,00003,-7.2,02360,-24.8,00003,-2.9,01076,-32.5,00003,-7.2,02360,-24.8,00003,-2.9,01076,-32.5,01580,7.7,,,-0.571,0.276,0.954,-1.064,-0.131,0.627
1942-01-24,147,05250,1.3,04664,-17.2,05250,4,02360,-31.8,05250,1.3,04664,-17.2,05250,4,02360,-31.8,03730,28.6,,,0.05,0.003,-0.7,-1.488,-0.134,0.538
1942-01-25,147,05250,3.6,01488,-19.8,05250,6.2,01053,-23.4,05250,3.6,01488,-19.8,05250,6.2,01053,-23.4,03730,27.4,,,0.578,0.092,-3.117,-1.139,-0.577,0.767
1942-01-26,147,03924,1.4,01488,-19.4,04933,2.9,04612,-28.6,03924,1.4,01488,-19.4,04933,2.9,04612,-28.6,03730,24.8,,,0.57,0.115,-2.712,-0.839,-0.445,0.758
1942-01-27,147,05514,-7.9,05792,-22,05250,1.7,01300,-31.2,05514,-7.9,00842,-20,05250,1.7,01300,-31.2,03320,9.4,,,-0.293,0.148,0.253,-0.926,-0.137,0.448
1942-01-28,147,01327,2.7,05792,-15.6,00599,6.5,03878,-27,01327,2.7,03878,-13.2,00599,6.5,03878,-27,02069,17.6,,,-0.272,0.072,-0.909,-1.417,-0.542,0.624
