date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1967-01-01,567,04175,8.6,05792,-7,03062,12.1,05792,-7.5,04175,8.6,02483,-2.4,03062,12.1,02483,-3.3,05467,22.9,00722,35,-0.288,0.229,-0.785,-0.028,-0.646,0.763
1967-01-02,567,02115,5,05792,-12.5,04175,7.2,05792,-13.4,02115,5,05371,-4.4,04175,7.2,05371,-5.6,01981,34.1,00722,43,-0.591,0.822,-0.152,-0.024,-0.659,0.84
1967-01-03,567,03631,4.3,05792,-20,00619,5.4,05792,-21,03631,4.3,02638,-5.9,00619,5.4,03307,-10.1,04327,30.3,00722,32,-0.727,0.902,-0.099,-0.073,-0.769,0.911
1967-01-04,567,00619,2.4,05792,-19.8,05344,4.5,05792,-21,00619,2.4,02638,-6.4,05344,4.5,03307,-8.6,03752,37.6,00722,23,-0.648,0.871,-0.081,-0.14,-0.68,0.888
1967-01-05,567,00599,0.6,05792,-21.7,03631,2.4,05792,-22.1,00599,0.6,05941,-8,03631,2.4,03307,-11.4,03752,15,01346,20,-0.651,0.866,-0.12,-0.221,-0.697,0.906
1967-01-06,567,00619,0.1,05792,-22.5,00619,2.3,05792,-23.4,00619,0.1,02360,-11,00619,2.3,02360,-17.4,00863,36.7,00722,17,-0.682,0.787,-0.113,-0.207,-0.725,0.816
1967-01-07,567,05142,-1.7,05792,-23.8,00619,-0.1,05792,-24,05142,-1.7,02290,-11.1,00619,-0.1,02360,-18,01358,8.9,01346,19.8,-0.725,0.862,-0.098,0.177,-0.777,0.876
1967-01-08,567,00619,-0.1,05792,-19.8,02115,2.8,05792,-24.1,00619,-0.1,04597,-18.9,02115,2.8,04597,-22.5,00648,8.5,01346,23,-0.738,0.538,0.356,-0.87,-0.538,0.723
1967-01-09,567,03631,-0.6,05654,-20.6,00619,2.1,02223,-24.2,03631,-0.6,05654,-20.6,00619,2.1,02223,-24.2,04741,3.3,01346,16.5,-0.709,0.27,0.861,-1.467,-0.252,0.596
1967-01-10,567,02115,2.9,04597,-19.8,02750,8.1,02559,-25.4,02115,2.9,04597,-19.8,02750,8.1,02559,-25.4,00424,6,00722,30,-1.004,0.43,1.492,-1.469,-0.258,0.838
1967-01-11,567,00619,4.6,05792,-14.2,00619,7.2,05105,-22.5,00619,4.6,05941,-10.6,00619,7.2,05105,-22.5,01358,20.7,00722,38,-0.935,0.598,1.113,-0.474,-0.406,0.855
1967-01-12,567,02115,4.5,05792,-16.2,02456,5.8,05792,-16.6,02115,4.5,02290,-3.9,02456,5.8,05017,-10.3,05467,21.9,01358,31,-0.639,0.81,0.106,-0.398,-0.573,0.884
1967-01-13,567,00691,6.2,05792,-13.6,03103,7.6,05792,-17.2,00691,6.2,02290,-2.2,03103,7.6,02228,-5,04327,33,00722,37,-0.71,0.864,0.18,-0.293,-0.615,0.907
1967-01-14,567,01087,6.8,05792,-11.4,03776,8.7,05792,-12.3,01087,6.8,00132,-1.1,03776,8.7,05049,-4.5,04091,14.2,00722,43,-0.544,0.686,-0.169,-0.405,-0.604,0.819
1967-01-15,567,02665,5.6,05792,-10.9,19989,7.6,05792,-11.9,02665,5.6,01583,-1.5,19989,7.6,01583,-3.1,04091,18.5,00722,22,-0.526,0.747,-0.05,-0.286,-0.537,0.808
1967-01-16,567,01087,4.6,05792,-9.1,01447,7.7,05792,-12,01087,4.6,03730,-3.8,01447,7.7,03730,-6.3,01488,2.3,01346,20.3,-0.455,0.55,-0.094,-0.413,-0.48,0.681
1967-01-17,567,01087,4.6,04597,-5.4,01032,9,03730,-10.7,01087,4.6,04597,-5.4,01032,9,03730,-10.7,00991,0.9,01346,19.9,-0.433,0.472,0.345,-0.334,-0.261,0.599
1967-01-18,567,01087,4.6,05792,-8.1,01447,8.5,05802,-13.3,01087,4.6,05802,-7,01447,8.5,05802,-13.3,05369,99.9,00722,20,-0.456,0.415,0.118,-0.827,-0.367,0.737
