date,stations,meanHiStation,meanHi,meanLoStation,meanLo,absHiStation,absHi,absLoStation,absLo,lowHiStation,lowHi,lowLoStation,lowLo,lowAbsHiStation,lowAbsHi,lowAbsLoStation,lowAbsLo,wetStation,wet,gustStation,gust,lapse,lapseR2,gradN,gradE,gradH,gradR2
1961-01-01,575,02115,4,05792,-10.6,01201,7.6,05792,-11.8,02115,4,00851,-5.2,01201,7.6,03147,-9.1,02654,8.6,02115,16,-0.484,0.657,0.102,-0.371,-0.427,0.749
1961-01-02,575,00772,8.1,05792,-9.8,00772,10.7,05792,-13.2,00772,8.1,01583,-4.8,00772,10.7,05229,-9.6,05433,31.5,01346,25,-0.401,0.391,-0.368,-0.619,-0.552,0.793
1961-01-03,575,00772,6.9,05792,-9.4,00259,11.3,05792,-11,00772,6.9,01583,-3.1,00259,11.3,02559,-6,02559,24.7,05100,29.4,-0.444,0.482,-0.267,-0.371,-0.555,0.65
1961-01-04,575,01447,5.9,05792,-14,05099,8.6,05792,-15.3,01447,5.9,00073,-3.4,05099,8.6,03730,-8,04240,18.9,00003,24.5,-0.479,0.57,-0.324,-0.242,-0.62,0.711
1961-01-05,575,02657,4.8,05792,-15.6,01447,6.9,05792,-16,02657,4.8,03694,-2.9,01447,6.9,00073,-10.8,03752,12.1,00003,20.1,-0.574,0.758,-0.256,-0.233,-0.684,0.853
1961-01-06,575,00772,5.3,05792,-9.4,00772,6.7,05792,-16.6,00772,5.3,00073,-4.9,00772,6.7,02559,-13.2,01513,20.8,00003,28,-0.562,0.628,-0.111,-0.405,-0.602,0.728
1961-01-07,575,00772,5.2,05792,-14.7,02629,7.1,05792,-15.7,00772,5.2,05941,-4.1,02629,7.1,00361,-8.7,03752,16.8,05371,28.8,-0.438,0.522,-0.527,-0.205,-0.673,0.82
1961-01-08,575,00772,6.5,05792,-11.4,00599,8.2,05792,-16.3,00772,6.5,05941,-4.1,00599,8.2,05941,-10.6,01300,12.6,01346,25,-0.473,0.561,-0.323,-0.421,-0.608,0.794
1961-01-09,575,00772,5.4,05792,-13.7,05692,7.1,05792,-14.4,00772,5.4,01583,-1.8,05692,7.1,03679,-5.4,02349,27.5,05732,22.7,-0.497,0.798,-0.242,-0.08,-0.605,0.87
1961-01-10,574,00772,6.2,05792,-10,01443,8.8,05792,-15.1,00772,6.2,00142,-4.2,01443,8.8,03730,-10,05433,18,05100,20.6,-0.503,0.567,-0.205,-0.303,-0.587,0.665
1961-01-11,574,03631,3.8,05792,-10.1,19647,6.9,05792,-10.7,03631,3.8,01621,-5.1,19647,6.9,01621,-9.2,02578,6.7,01580,13.9,-0.334,0.331,-0.622,-0.006,-0.618,0.69
1961-01-12,574,02115,3.6,00842,-10.3,02115,4.8,05105,-15.6,02115,3.6,00842,-10.3,02115,4.8,05105,-15.6,02906,5.4,05732,20.3,-0.513,0.418,0.024,-0.388,-0.491,0.476
1961-01-13,574,02115,5.8,05802,-8.2,01327,7.4,05802,-18.3,02115,5.8,05802,-8.2,01327,7.4,05802,-18.3,02502,12.6,02115,20.2,-0.706,0.484,0.973,-0.579,-0.247,0.785
1961-01-14,574,02115,5.6,03730,-8.5,03640,7.2,05941,-15.7,02115,5.6,03730,-8.5,03640,7.2,05941,-15.7,00116,13.9,01346,29.6,-0.721,0.596,0.751,-0.59,-0.363,0.834
1961-01-15,574,02115,4.6,05941,-10.3,05732,7.1,01550,-13.1,02115,4.6,05941,-10.3,05732,7.1,01550,-13.1,02475,6.9,05100,25.2,-0.637,0.486,0.344,-0.49,-0.466,0.577
1961-01-16,574,02115,3,02503,-10.3,05717,8.6,04878,-15.9,02115,3,02503,-10.3,05717,8.6,04878,-15.9,03752,0.5,05371,23,-0.539,0.282,0.585,-0.351,-0.263,0.391
1961-01-17,574,02115,1.4,03679,-10.7,04240,5.1,05105,-18.3,02115,1.4,03679,-10.7,04240,5.1,05105,-18.3,02483,0.3,05732,20.7,-0.566,0.424,0.642,-0.612,-0.257,0.654
1961-01-18,575,05467,1,02160,-15.6,02349,4,02160,-22.7,00003,-1.1,02160,-15.6,01032,3.9,02160,-22.7,00231,0.1,05371,28.5,-0.307,0.092,0.332,-1.31,-0.12,0.49
1961-01-19,575,00003,2,04963,-14.9,00003,7.5,04333,-23.3,00003,2,04963,-14.9,00003,7.5,04333,-23.3,01238,6,05371,27.8,-0.195,0.031,0.677,-1.177,0.146,0.351
1961-01-20,575,00259,4.4,02700,-11.2,04419,6.8,05802,-20.3,00259,4.4,02700,-11.2,04419,6.8,05802,-20.3,03244,6.9,00003,16.7,-0.282,0.078,0.166,-1.327,-0.17,0.492
1961-01-21,575,00003,5.2,05792,-11.2,02812,8.7,05792,-14,00003,5.2,02225,-5.1,02812,8.7,05802,-13.7,05236,19.2,02115,17.1,-0.26,0.129,-0.22,-1.017,-0.332,0.702
1961-01-22,575,02665,3.4,05792,-11.6,00003,8.3,03358,-13,02665,3.4,05802,-5.4,00003,8.3,03358,-13,05516,19.3,03032,19.4,-0.354,0.317,-0.058,-0.564,-0.365,0.531
1961-01-23,575,01443,2.4,05792,-11,00772,5.6,05792,-11.6,01443,2.4,03376,-6.9,00772,5.6,03196,-10.5,01492,22,02115,21.6,0.001,0,-0.836,-0.577,-0.364,0.722
1961-01-24,575,01490,1.4,01426,-12,03307,5.1,01426,-16,01490,1.4,01426,-12,03307,5.1,01426,-16,01327,21.9,02115,18.6,0.14,0.016,-1.216,-0.787,-0.393,0.627
1961-01-25,575,00259,2.4,00722,-15.4,00259,5.2,00722,-17.6,00259,2.4,01834,-12.9,00259,5.2,03196,-15.5,03575,35.9,03815,22.6,0.092,0.006,-1.415,-0.895,-0.529,0.678
1961-01-26,575,05320,0.6,04333,-17.2,00259,3.6,04333,-20.2,05320,0.6,04333,-17.2,00259,3.6,04333,-20.2,03244,4,05371,19.2,0.312,0.052,-1.411,-1.222,-0.297,0.687
1961-01-27,575,02115,-0.2,01091,-14.5,03307,2.6,04333,-23,02115,-0.2,01091,-14.5,03307,2.6,04333,-23,00243,2.1,02115,22.2,-0.01,0,-0.305,-1.099,-0.119,0.471
1961-01-28,575,00003,5.2,02250,-13.5,00259,10.6,05802,-21.4,00003,5.2,02250,-13.5,00259,10.6,05802,-21.4,05433,13.8,05371,30,-0.381,0.112,0.302,-1.717,-0.197,0.653
1961-01-29,575,00772,8.8,05792,-10.5,04175,11,04911,-15.5,00772,8.8,03679,-2.1,04175,11,04911,-15.5,03404,26,05371,32.8,-0.589,0.611,-0.088,-0.533,-0.614,0.75
1961-01-30,575,02665,10.2,05792,-5.2,00599,11.4,05792,-8.6,02665,10.2,03879,-0.4,00599,11.4,00073,-8.5,05433,66,05371,35.2,-0.372,0.325,-0.481,-0.35,-0.581,0.614
1961-01-31,575,04169,11.6,05792,-6.8,01443,13.9,05792,-8.8,04169,11.6,02483,0.6,01443,13.9,05300,-1.4,03513,36.9,01346,41,-0.22,0.11,-0.862,-0.276,-0.605,0.744
1961-02-01,576,02657,5.3,05792,-14.3,00772,10.6,05792,-17.1,02657,5.3,00842,-2,00772,10.6,01834,-3.2,01468,16.3,02290,36.6,-0.53,0.737,-0.434,-0.039,-0.728,0.898
1961-02-02,576,00772,5.6,05792,-13.4,05692,9.6,05792,-16.5,00772,5.6,01834,-3.1,05692,9.6,00842,-5,01468,54.9,02290,26.4,-0.413,0.497,-0.602,-0.085,-0.687,0.85
1961-02-03,576,00450,3.8,05792,-14.3,01425,6.2,05792,-14.9,00450,3.8,01834,-4.4,01425,6.2,03527,-6,05792,30.2,02290,20.7,-0.459,0.631,-0.42,-0.266,-0.644,0.89
1961-02-04,576,03903,5.2,05792,-14.5,02665,7.3,05792,-18.6,03903,5.2,00842,-4,02665,7.3,00842,-6,05792,30.2,01346,35,-0.384,0.4,-0.71,-0.209,-0.703,0.904
