station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,7.2,2.8,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0.7,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,0,,,,,,,2
00044,0.9,2.2,-0.1,0,,,0,,,98,0
00046,,,,0,,,,,,,2
00053,,,,0,,,,,,,2
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,1.9,4.4,-0.7,0,,,,,,91,0
00078,1.3,4.7,-1.6,0,,,,,,95,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,6
00090,,,,,6.8,1.6,,,,,
00091,1.9,3.8,0.6,0,,,,,,92,
00096,-0.2,0.9,-0.9,0,6,2.4,,8,1005.6,88,3
00102,0.3,1,-0.1,,10.9,7.6,,,1005.01,93.29,
00103,,,,0,,,,,,,0
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,10
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,3
00125,0.5,,,0,4.1,1.4,,7,918.62,93.13,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,1
00130,,,,0,,,,,,,0
00131,0.8,2.5,-0.6,0,,,,,,96,0
00141,,,,0,,,,,,,2
00142,1.2,2.8,-1.4,0,,,,,,96,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,2.2,4.6,-0.4,0,,,,,,96,0
00151,3,5.2,1.3,0,,,,,,88,0
00154,2.6,4.3,0.5,0,,,,,,91,0
00158,,,,0,,,,,,,0
00160,,,,0.1,,,,,,,0
00161,4,6.8,-0.7,0,7.8,2.6,,7.4,998.1,83,0
00163,,,,0,,,,,,,0
00164,-0.6,0.2,-1.5,0,8,3.5,,7.9,1005.9,88,0
00167,-0.5,0.2,-1.2,0,,,,,,87,1
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
