station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,8.6,3,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,0,,,,,,,0
00044,9.5,17.5,3.9,0,,,,,,74.08,0
00046,,,,0,,,,,,,0
00053,,,,0,,,,,,,0
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,10.2,19.1,-0.8,0,,,,,,48.58,0
00078,9.1,17.8,2,0,,,,,,68.42,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,0
00090,,,,,7.6,1.9,,,,,
00091,9.3,19.1,-1.5,0,,,,,,57.46,
00096,10,17.6,3.5,0,10.7,3.2,,3.9,1015.94,64.83,0
00102,7.4,8.5,5.3,,16.5,12,,,1022.78,88.79,
00103,,,,0,,,,,,,0
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,0
00125,7.5,,,0,7.2,2,,1,936.46,49.96,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,0
00131,9.5,16.6,1.9,0,,,,,,62.54,0
00141,,,,0,,,,,,,0
00142,10.2,18.2,-0.2,0,,,,,,47.21,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,12.4,20.9,1.8,0,,,,,,47.83,0
00151,9.4,19.8,-1.6,0,,,,,,52.54,0
00154,8.4,17.9,-2.1,0,,,,,,56.71,0
00158,,,,0,,,,,,,0
00160,,,,0,,,,,,,0
00161,11.1,20.3,0.1,0,8.6,2.4,,0,1018,53.75,0
00163,,,,0,,,,,,,0
00164,10.6,16.6,4.5,0,,,,,1014.25,61.83,0
00167,10.3,15.5,5.2,0,,,,,,72.21,0
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,8.3,12.9,5.4,0,11.1,6.4,9.283,2.4,1015.43,80.88,0
00191,9.5,20.7,-1.2,0,,,,,,56.25,0
00194,,,,0,,,,,,,0
00197,,,,,10.3,4,,,,,
00198,10.6,19.5,1,0,9.4,2.7,,,,57.04,
00200,,,,0,,,,,,,0
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,0
00211,,,,0,,,,,,,0
00213,,,,0,,,,,,,0
00216,,,,0,,,,,,,0
00217,9.4,17.1,-0.1,0,,,,,,46.79,0
00222,8.1,17.1,-1.6,0,,,,,,61.04,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,8.1,17.6,-2.6,0,7.9,1.8,13.317,0.5,969.07,55.79,0
00240,,,,0,,,,,,,0
00245,,,,0,,,,,,,0
00257,11.1,19.7,1.1,0,,,,,,52.08,0
00259,10.3,21.3,-0.4,0,,,,,,59.46,0
00262,,,,0,,,,,,,0
00269,,,,0,,,,,,,0
00275,,,,0,,,,,,,0
00277,,,,0,,,,,,,0
00279,,,,0,,,,,,,0
00282,9.4,20.2,-2.4,0,9.3,2.1,,0.4,996.34,49.92,0
00287,,,,0,,,,,,,0
00289,,,,0,,,,,,,0
00290,,,,0,,,,,,,0
00292,,,,0,,,,,,,
00294,9.2,17.9,1.5,0,,,,,,69.46,
00296,,,,0,,,,,,,0
00298,9.2,13.4,5.1,0,11.8,6,,3.5,1020.95,77.67,0
00301,,,,0,,,,,,,0
00303,9.7,16.4,3.6,0,9,3.3,,1.4,1015.46,63.38,0
00309,,,,0,,,,,,,0
00310,,,,0,,,,,,,0
00312,,,,0,,,,,,,0
00314,10.8,17,5.4,0,,,,,,56.96,0
00318,,,,0,,,,,,,0
00319,,,,0,,,,,,,0
00320,8.2,19.4,-3.1,0,,,,,,56.13,0
00323,,,,0,,,,,,,0
00325,,,,0,,,,,,,0
00330,11.8,18.6,2.8,0,,,,,,41.58,0
00333,,,,0,,,,,,,0
00336,,,,0,,,,,,,0
00342,9,18.3,1.5,0,10.9,3.6,10.817,4.3,1014.81,67.71,0
00349,,,,0,,,,,,,0
00351,,,,0,,,,,,,0
00357,,,,0,,,,,,,0
00359,,,,0,,,,,,,0
00360,,,,0,,,,,,,0
00364,,,,0,,,,,,,0
00366,,,,0,,,,,,,0
00368,8.5,,,0,10.3,2,,4.1,1015.94,71.96,0
00371,,,,0,,,,,,,0
00376,,,,0,,,,,,,0
00377,14,19.7,8.1,0,,,,,,38,0
00378,,,,0,,,,,,,
00379,8.6,18.1,-2.7,0,,,,,,56.25,0
00389,,,,0,,,,,,,0
00390,9.2,15.7,1.1,0,,,,,,46.83,0
00400,10.3,16.8,4.6,0,,,,,,62.42,0
00403,9.9,15.8,5.1,0,,,13.533,2.5,1012.28,67.25,0
00420,10.9,16.9,5.4,0,,,,,,61.5,
00426,,,,0,,,,,,,0
00427,10,15.8,3.4,0,10.4,5.2,,1,1015.89,66.71,0
00433,10.5,16,5.4,0,10.9,5.7,,2,1016.17,65.58,0
00440,,,,0,,,,,,,0
00443,,,,0,,,,,,,0
00445,10.2,16.8,2.8,0,,,,,,60.92,0
00446,,,,0,,,,,,,0
00447,,,,0,,,,,,,0
00460,12.7,20.5,5.2,0,7.7,3.8,13.083,0,982.53,41.58,0
00468,,,,0,,,,,,,
00475,,,,0,,,,,,,0
00476,,,,0,,,,,,,0
00479,,,,0,,,,,,,0
00480,,,,0,,,,,,,0
00488,,,,0,,,,,,,0
00490,,,,0,,,,,,,0
00498,,,,0,,,,,,,0
00502,,,,0,,,,,,,0
00504,,,,0,,,,,,,0
00509,,,,0,,,,,,,0
00515,,,,0,,,,,,,0
00516,,,,0,,,,,,,0
00518,,,,0,,,,,,,0
00522,,,,0,,,,,,,0
00527,,,,0,,,,,,,0
00533,,,,0,,,,,,,0
00535,9.7,17.5,0.3,0,,,,,,53.67,0
00537,,,,0,,,,,,,0
00542,,,,0,,,,,,,0
00550,,,,0,,,,,,,0
00551,,,,0,,,,,,,0
00552,,,,0,,,,,,,0
00554,,,,0,,,,,,,0
00555,11.5,18.8,2.8,0,,,,,,55.04,
00560,,,,0,,,,,,,0
00561,,,,0,,,,,,,0
00562,,,,0,,,,,,,0
00567,,,,0,,,,,,,0
00572,,,,0,,,,,,,0
00579,,,,0,,,,,,,0
00583,,,,0,,,,,,,0
00584,,,,0,,,,,,,0
00589,,,,0,,,,,,,0
00591,9.3,16.3,3.6,0,10.6,,,,,,0
00595,,,,0,,,,,,,0
00596,10,17,5,0,12.6,6.9,8.533,3.5,1021.07,76.79,0
00603,11.9,18.6,2.6,0,8,2,,1.5,1009.53,51.33,0
00604,,,,0,,,,,,,
00606,,,,0,,,,,,,0
00608,,,,0,,,,,,,0
00610,,,,0,,,,,,,0
00611,,,,0,,,,,,,0
00613,,,,0,,,,,,,0
00617,9.4,18.6,0.8,0,,,,,,69.17,0
00619,,,,,10.9,5.2,,,,,
00622,,,,0,,,,,,,0
00624,,,,0,,,,,,,0
00628,,,,0,,,,,,,0
00630,,,,0,,,,,,,0
00633,,,,0,,,,,,,0
00642,,,,,11.9,5.2,,,,,
00644,,,,0,,,,,,,0
00645,,,,0,,,,,,,0
00647,,,,0,,,,,,,0
00653,,,,0,,,,,,,0
00654,,,,0,,,,,,,0
00656,9.3,15.4,3.7,0,13.9,5.2,,0.3,952.46,44.67,0
00662,8.8,16.7,1.5,0,11.6,4.8,11.133,2.6,1015.34,70.21,0
00668,,,,0,,,,,,,0
00672,,,,0,,,,,,,0
00677,,,,0,,,,,,,0
00684,,,,0,,,,,,,0
00690,,,,0,,,,,,,0
00691,8.9,15.3,4.6,0,13.4,6.5,12.067,4.3,1026.2,75.25,0
00701,8.2,9.7,6.3,0,14.1,9.5,0.533,7.5,1026.25,84.04,0
00704,8.1,11.8,5,0,10.9,4.6,,7,1024.92,79.75,0
00708,,,,0,,,,,,,0
00710,,,,0,,,,,,,0
00714,,,,0,,,,,,,0
00721,,,,0,,,,,,,0
00722,5.2,9.2,1.8,0,16.6,10.8,,2.6,891.33,46.58,0
00723,,,,0,,,,,,,0
00731,,,,0,,,,,,,0
00732,,,,0,,,,,,,
00734,,,,0,,,,,,,0
00735,,,,0,,,,,,,0
00741,,,,0,,,,,,,0
00745,,,,0,,,,,,,0
00747,,,,0,,,,,,,0
00752,,,,0,,,,,,,0
00753,,,,0,,,,,,,
00755,9.3,20.1,-2.1,0,,,,,,55.5,0
00756,,,,0,,,,,,,0
00757,11.6,21,2.1,0,,,,,,46.5,0
00759,,,,0,,,,,,,0
00760,8.5,14.1,4.4,0,,,,,,79.79,0
00766,12,,,0,7.7,3.1,,,969,37.38,0
00769,8.2,,,0,,,,4.5,1017.44,69,0
00774,,,,0,,,,,,,0
00775,,,,0,,,,,,,
00788,,,,,16.2,10.7,,,,,
00789,,,,0,,,,,,,0
00791,,,,0,,,,,,,0
00796,,,,0,,,,,,,0
00797,,,,0,,,,,,,0
00801,,,,0,,,,,,,0
00803,,,,0,,,,,,,0
00807,,,,0,,,,,,,0
00808,,,,0,,,,,,,0
00811,,,,0,,,,,,,0
00812,,,,0,,,,,,,0
00814,,,,0,,,,,,,
00815,,,,0,,,,,,,0
00816,,,,0,,,,,,,0
00817,9.4,20.3,-2.2,0,,,,,,56.63,0
00820,,,,0,,,,,,,0
00822,,,,0,,,,,,,0
00827,,,,0,,,,,,,0
00831,,,,0,,,,,,,0
00833,,,,0,,,,,,,0
00836,,,,0,,,,,,,0
00837,,,,0,,,,,,,0
00839,,,,0,,,,,,,
00840,6.1,13.4,-1.1,0,,,,1.3,919.15,61.13,0
00845,,,,0,,,,,,,0
00848,,,,0,,,,,,,0
00850,9,,,0,,,,4,1018.95,69.17,0
00851,,,,0,,,,,,,0
00853,8.9,15.8,2.7,0,14,5,12.717,3.1,973.8,59.58,0
00856,9.6,16.9,0.5,0,6.9,2.3,12.517,1,959.5,49.63,0
00857,,,,0,,,,,,,0
00860,8.9,18.2,1.6,0,,,,,,69.67,0
00867,9.6,19.4,-1.5,0,10.4,3.6,13.55,1.3,983.67,51.04,0
00870,,,,0,,,,,,,0
00871,,,,0,,,,,,,0
00874,,,,0,,,,,,,0
00880,10.1,16.4,3.9,0,9.7,3,,1.8,1013.19,60.54,0
00882,,,,0,,,,,,,0
00885,,,,0,,,,,,,0
00891,8.1,9.9,6.1,0,12.2,7,,7.4,1025.74,83.13,0
00893,,,,0,,,,,,,0
00896,11.1,19.7,1.7,0,,,,,,53.5,0
00902,,,,0,,,,,,,0
00911,,,,0,,,,,,,0
00917,11.1,21.6,1.2,0,,,,,,54.54,
00922,,,,0,,,,,,,0
00923,,,,0,,,,,,,0
00931,,,,0,,,,,,,0
00933,,,,0,,,,,,,0
00934,,,,0,,,,,,,0
00936,,,,0,,,,,,,0
00939,,,,0,,,,,,,0
00942,,,,0,,,,,,,0
00945,,,,0,,,,,,,0
00952,,,,0,,,,,,,0
00953,11.4,17.9,4.7,0,8.7,2.6,13.167,0.3,969.39,45.25,0
00954,7.5,8.2,5.8,,15.2,9.2,,,1027.2,91.21,
00956,,,,0,,,,,,,0
00958,,,,0,,,,,,,0
00961,,,,0,,,,,,,0
00962,,,,0,,,,,,,0
00963,9.2,17.3,2.6,0,10.4,4,11,3.5,1022.1,71.96,0
00966,,,,0,,,,,,,0
00970,,,,0,,,,,,,0
00973,,,,0,,,,,,,0
00974,,,,0,,,,,,,0
00978,,,,0,,,,,,,0
00983,9.6,19.3,-1.3,0,,,,,,55.04,0
00985,,,,0,,,,,,,0
00988,,,,0,,,,,,,0
00989,,,,0,,,,,,,0
00991,10,16.1,4,0,,,,,,53.71,0
01001,9.6,15.6,3.3,0,9.8,4.1,,2.5,1010.55,61.25,0
01013,,,,,9.2,2.1,,,,,
01014,,,,0,,,,,,,0
01016,,,,0,,,,,,,0
01021,,,,0,,,,,,,0
01022,,,,0,,,,,,,0
01023,,,,0,,,,,,,
01024,,,,0,,,,,,,0
01027,,,,0,,,,,,,0
01030,,,,0,,,,,,,0
01039,,,,,,,,,,,0
01046,,,,0,,,,,,,0
01048,10.4,15.4,5.1,0,12.2,5,12.867,2.3,994.57,57.58,0
01050,10.7,16.9,3.3,0,,,,,,60.13,
01052,9.9,17.7,2.1,0,,,,,,62.08,0
01054,,,,0,,,,,,,0
01055,,,,0,,,,,,,0
01056,,,,0,,,,,,,0
01060,,,,0,,,,,,,0
01067,,,,0,,,,,,,
01072,13.2,20.9,2.8,0,,,,,,43.58,0
01078,10.8,18.1,1.6,0,8.9,2.7,,2.1,1023.05,59.21,0
01090,,,,0,,,,,,,0
01092,,,,0,,,,,,,0
01094,,,,0,,,,,,,
01097,,,,0,,,,,,,0
01103,10.4,17.5,1.9,0,,,,,,43.08,0
01107,9.5,19.4,-1,0,,,,,,50.46,0
01108,,,,0,,,,,,,0
01118,,,,0,,,,,,,0
01119,,,,0,,,,,,,0
01130,,,,0,,,,,,,0
01132,,,,0,,,,,,,0
01140,,,,0,,,,,,,0
01143,,,,0,,,,,,,0
01153,,,,0,,,,,,,0
01158,,,,0,,,,,,,0
01161,8.7,18.8,-2.2,0,,,,,,57.21,0
01162,,,,0,,,,,,,0
01166,,,,0,,,,,,,0
01170,,,,0,,,,,,,0
01176,,,,0,,,,,,,0
01197,8.9,18.5,-2.1,0,,,,,,53.83,0
01200,8.6,11.2,6.5,0,12.4,7.5,,6.9,1025.13,83.08,0
01202,,,,0,,,,,,,0
01207,7.7,17.2,-2.4,0,,,,,,59.25,0
01214,11.8,19.9,1.5,0,,,,,,46.08,0
01216,,,,0,,,,,,,0
01223,,,,0,,,,,,,0
01224,10.9,20.6,-0.2,0,,,,,,58.21,0
01227,,,,0,,,,,,,0
01230,,,,0,,,,,,,0
01232,,,,0,,,,,,,0
01235,,,,0,,,,,,,0
01237,,,,0,,,,,,,0
01241,,,,0,,,,,,,0
01244,,,,0,,,,,,,0
01246,9,17.6,0.1,0,,,,,,65.46,0
01248,,,,0,,,,,,,0
01251,,,,0,,,,,,,0
01252,,,,0,,,,,,,0
01253,,,,0,,,,,,,
01255,10.9,19.8,1.1,0,,,,,,54.79,0
01256,,,,0,,,,,,,0
01259,,,,0,,,,,,,0
01262,8.9,18.4,-3.4,0,8,2,13.75,0.9,971.77,54.17,0
01264,,,,0,,,,,,,0
01266,8.8,13.9,5.1,0,,,,,,83.21,0
01270,9.4,17.4,-0.1,0,12.2,5.2,,2,986.33,55.29,0
01277,,,,0,,,,,,,0
01278,,,,0,,,,,,,
01279,9.9,20.3,-1.1,0,,,,,,52.88,0
01282,,,,0,,,,,,,0
01283,,,,0,,,,,,,0
01290,,,,0,,,,,,,0
01297,9.8,18.9,-0.7,0,,,,,,60.38,0
01298,,,,0,,,,,,,0
01300,8.5,16.3,-2.2,0,,,,,,57.92,0
01301,,,,0,,,,,,,0
01303,11.9,17.6,4.8,0,7,2.4,12.7,0.8,1009.71,49.63,0
01304,,,,0,,,,,,,0
01305,,,,0,,,,,,,0
01309,,,,0,,,,,,,0
01313,,,,0,,,,,,,0
01317,,,,0,,,,,,,0
01320,,,,0,,,,,,,0
01322,,,,0,,,,,,,0
01325,,,,0,,,,,,,0
01327,10.2,18.5,0.9,0,,,,,,60.54,0
01332,10.8,18.7,1.3,0,,,,,,43.38,0
01333,,,,0,,,,,,,0
01336,,,,0,,,,,,,0
01339,8.3,,,0,12.9,5.6,,4,1014.22,73.04,0
01343,,,,0,,,,,,,0
