station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,8.2,2,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,0,,,,,,,0
00044,8.3,16.1,0.7,0,,,,,,71.88,0
00046,,,,0,,,,,,,0
00053,,,,0,,,,,,,0
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,12.6,18.5,5.1,0,,,,,,39.33,0
00078,8.5,15.3,1.1,0,,,,,,66.79,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,0
00090,,,,,6.4,1.9,,,,,
00091,8.2,15.4,1.3,0,,,,,,63.79,
00096,8.2,14.5,1.1,0,8.2,2.3,,1.9,1017.38,52.17,0
00102,7.3,9.5,6.6,,12.9,5.9,,,1021.64,73.46,
00103,,,,0,,,,,,,0
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,0
00125,10.3,,,0,8.7,2.2,,,933.6,48.13,
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,0
00131,7.4,13.1,2.4,0,,,,,,63.13,0
00141,,,,0,,,,,,,
00142,12.1,19.2,4.8,0,,,,,,46.54,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,11.1,18.2,4.8,0,,,,,,52.04,0
00151,9.4,17.3,1.4,0,,,,,,54.67,0
00154,11.3,19.6,1.8,0,,,,,,54.54,0
00158,,,,0,,,,,,,0
00160,,,,0,,,,,,,0
00161,10.4,19.4,1.5,0,7.2,1.5,,3.3,1014.43,59.71,0
00163,,,,0,,,,,,,0
00164,8,13.2,1.5,0,12.5,4.4,,1.5,1016.41,51.17,0
00167,7.1,12.5,0.1,0,,,,,,54.67,0
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,6.9,9.8,3.7,0,14.8,5.4,12.683,2.5,1017.98,62.96,0
00191,9.2,17.6,1.5,0,,,,,,59.13,0
00194,,,,0,,,,,,,0
00197,,,,,7.3,2.2,,,,,
00198,8.6,15.4,2.2,0,7,1.8,,,,59.54,
00200,,,,0,,,,,,,0
00201,,,,0,,,,,,,0
00202,,,,0,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0,,,,,,,0
00211,,,,0,,,,,,,0
00213,,,,0,,,,,,,0
00216,,,,0,,,,,,,0
00217,12.2,18.8,5.7,0,,,,,,44.38,0
00222,7.3,12.6,1,0,,,,,,59.71,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,10.2,18.7,-0.7,0,8.1,2,12.1,2.1,966.06,54.58,0
00240,,,,0,,,,,,,0
00245,,,,0,,,,,,,0
00257,12.5,20.4,3.1,0,,,,,,50.71,0
00259,12.6,23.1,2.8,0,,,,,,61.17,0
00262,,,,0,,,,,,,0
00269,,,,0,,,,,,,0
00275,,,,0,,,,,,,0
00277,,,,0,,,,,,,0
00279,,,,0,,,,,,,0
00282,8.8,16.9,0.1,0,7.5,1.6,,2.9,994.07,57.54,0
00287,,,,0,,,,,,,0
00289,,,,0,,,,,,,0
00290,,,,0,,,,,,,0
00292,,,,0,,,,,,,
00294,8.9,16.1,3.5,0,,,,,,62.63,
00296,,,,0,,,,,,,0
00298,7.3,11.7,-0.2,0,8.8,3.6,,2,1023.09,55.21,0
00301,,,,0,,,,,,,0
00303,8.2,14.8,-0.8,0,10.2,2.6,,1.9,1016.78,56.17,0
00309,,,,0,,,,,,,0
00310,,,,0,,,,,,,0
00312,,,,0,,,,,,,0
00314,7.7,13.6,2.3,0,,,,,,60.08,0
00318,,,,0,,,,,,,0
00319,,,,0,,,,,,,0
00320,7.6,15.5,-0.2,0,,,,,,59.63,0
00323,,,,0,,,,,,,0
00325,,,,0,,,,,,,0
00330,11.3,18.7,5.2,0,,,,,,47.96,0
00333,,,,0,,,,,,,0
00336,,,,0,,,,,,,0
00342,8.6,14.9,0.7,0,7,1.7,12.75,4.8,1012.43,65,0
00349,,,,0,,,,,,,0
00351,,,,0,,,,,,,0
00357,,,,0,,,,,,,0
00359,,,,0,,,,,,,0
00360,,,,0,,,,,,,0
00364,,,,0,,,,,,,0
00366,,,,0,,,,,,,0
00368,8.5,,,0,5.1,1,,3.2,1014.93,60.42,0
00371,,,,0,,,,,,,0
00376,,,,0,,,,,,,0
00377,13.7,19.5,5.6,0,,,,,,41.29,0
00378,,,,0,,,,,,,
00379,7.2,13.1,0.2,0,,,,,,64.08,0
00389,,,,0,,,,,,,0
00390,7.5,15,1.4,0,,,,,,60.58,0
00400,8.6,14.8,2.7,0,,,,,,50.38,0
00403,8.6,14.4,2.9,0,,,13.167,1.5,1013.57,53.92,0
00420,9.5,15.2,3.7,0,,,,,,48.38,
00426,,,,0,,,,,,,0
00427,9.1,14.3,3.1,0,13,3.9,,1.8,1017.3,50.83,0
00433,9.3,14.5,3.8,0,12.3,4.1,,2.3,1017.59,51,0
00440,,,,0,,,,,,,0
00443,,,,0,,,,,,,0
00445,8.6,15.1,2.5,0,,,,,,63.13,0
00446,,,,0,,,,,,,0
00447,,,,0,,,,,,,0
00460,13.3,20.6,5.8,0,6.7,2.9,13.133,3.4,979,44.54,0
00468,,,,0,,,,,,,
00475,,,,0,,,,,,,0
00476,,,,0,,,,,,,0
00479,,,,0,,,,,,,0
00480,,,,0,,,,,,,0
00488,,,,0,,,,,,,0
00490,,,,0,,,,,,,0
00498,,,,0,,,,,,,0
00502,,,,0,,,,,,,0
00504,,,,0,,,,,,,0
00509,,,,0,,,,,,,0
00515,,,,0,,,,,,,0
00516,,,,0,,,,,,,0
00518,,,,0,,,,,,,0
00522,,,,0,,,,,,,0
00527,,,,0,,,,,,,0
00533,,,,0,,,,,,,0
00535,9.3,16.9,1.7,0,,,,,,59.63,0
00537,,,,0,,,,,,,0
00542,,,,0,,,,,,,0
00550,,,,0,,,,,,,0
00551,,,,0,,,,,,,0
00552,,,,0,,,,,,,0
00554,,,,0,,,,,,,0
00555,9.8,16.2,3.7,0,,,,,,61.08,
00560,,,,0,,,,,,,0
00561,,,,0,,,,,,,0
00562,,,,0,,,,,,,0
00567,,,,0,,,,,,,0
00572,,,,0,,,,,,,0
00579,,,,0,,,,,,,0
00583,,,,0,,,,,,,0
00584,,,,0,,,,,,,0
00589,,,,0,,,,,,,0
00591,8.7,15.3,1.7,0,6.5,2,,2.9,1018.72,55.5,0
00595,,,,0,,,,,,,0
00596,7.9,10.8,4.2,0,11.5,4,13.383,1.9,1022.35,69.33,0
00603,11.1,17.4,3.6,0,6.4,1.8,,4.1,1005.99,56.17,0
00604,,,,0,,,,,,,
00606,,,,0,,,,,,,0
00608,,,,0,,,,,,,0
00610,,,,0,,,,,,,0
00611,,,,0,,,,,,,0
00613,,,,0,,,,,,,0
00617,9.1,17.2,1.7,0,,,,,,63.25,0
00619,,,,,7,2.8,,,,,
00622,,,,0,,,,,,,0
00624,,,,0,,,,,,,0
00628,,,,0,,,,,,,0
00630,,,,0,,,,,,,0
00633,,,,0,,,,,,,0
00642,,,,,9,2.8,,,,,
00644,,,,0,,,,,,,0
00645,,,,0,,,,,,,0
00647,,,,0,,,,,,,0
00653,,,,0,,,,,,,0
00654,,,,0,,,,,,,0
00656,6,12.4,0.7,0,11,2.8,,4.3,951.53,61.29,0
00662,8.4,14.4,3.1,0,6.6,1.9,13.5,2.8,1014.66,63.67,0
00668,,,,0,,,,,,,0
00672,,,,0,,,,,,,0
00677,,,,0,,,,,,,0
00684,,,,0,,,,,,,0
00690,,,,0,,,,,,,0
00691,8.5,16.1,1,0,8.1,2.5,12.75,3.7,1024.5,68.13,0
00701,8.2,11.3,5.9,0,10.2,4.7,11.667,3.6,1024.63,72.67,0
00704,7.7,14.5,0.6,0,8.7,2.2,,3.4,1023.61,69.58,0
00708,,,,0,,,,,,,0
00710,,,,0,,,,,,,0
00714,,,,0,,,,,,,0
00721,,,,0,,,,,,,0
00722,1.3,6.5,-3,0,16.8,6,,6.2,889.73,72.96,0
00723,,,,0,,,,,,,0
00731,,,,0,,,,,,,0
00732,,,,0,,,,,,,
00734,,,,0,,,,,,,0
00735,,,,0,,,,,,,0
00741,,,,0,,,,,,,0
00745,,,,0,,,,,,,0
00747,,,,0,,,,,,,0
00752,,,,0,,,,,,,0
00753,,,,0,,,,,,,
00755,9.6,18.7,-0.7,0,,,,,,58.96,0
00756,,,,0,,,,,,,0
00757,12.7,21,4.8,0,,,,,,53.92,0
00759,,,,0,,,,,,,0
00760,8.9,16,1.6,0,,,,,,64,0
00766,10.9,,,0,7.7,2.8,,,965.43,47,
00769,8.2,,,0,,,,,1015.52,62.29,
00774,,,,0,,,,,,,0
