station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,7.8,2,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,0,,,,,,,0
00044,7.2,13.8,-0.4,0,,,,,,77.42,0
00046,,,,0,,,,,,,0
00053,,,,0,,,,,,,0
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,0,,,,,,,0
00073,12.5,19.9,3.3,0,,,,,,41.96,0
00078,8.9,15.6,2.2,0,,,,,,68.33,
00079,,,,0,,,,,,,0
00087,,,,0,,,,,,,0
00090,,,,,5.9,1.5,,,,,
00091,9.6,18.3,-1,0,,,,,,58.38,
00096,8.9,16.8,-1.4,0,7.4,1.8,,4.5,1017.58,51.96,0
00102,7.3,9.5,6.4,,11.3,5.3,,,1021.82,74.88,
00103,,,,0,,,,,,,0
00105,,,,0,,,,,,,0
00110,,,,0,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,0,,,,,,,0
00124,,,,0,,,,,,,0
00125,10.5,,,0,7.7,2.2,,4.7,932.34,53.71,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,0
00131,9.4,15.5,2.1,0,,,,,,57.33,0
00141,,,,0,,,,,,,0
00142,11.4,19.4,2,0,,,,,,48.08,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,12.3,18.8,4.4,0,,,,,,48.88,0
00151,10.1,19.4,-0.3,0,,,,,,53.54,0
00154,11.1,19.9,0.6,0,,,,,,53.79,0
00158,,,,0,,,,,,,0
00160,,,,0,,,,,,,0
00161,12,21.4,1.2,0,4.8,1.3,,5.8,1012.78,55.83,0
00163,,,,0,,,,,,,0
00164,8.7,17,0.3,0,9.9,3.1,,,1017.09,51.33,0
00167,7.5,14.7,0.1,0,,,,,,58.63,0
00170,,,,0,,,,,,,0
00173,,,,0,,,,,,,0
