station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,8.1,2.7,,,,,
00019,,,,0,,,,,,,0
00020,,,,0,,,,,,,0
00021,,,,0,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,6.6,,,,,,,0
00029,,,,0,,,,,,,0
00041,,,,5.2,,,,,,,0
00044,6.1,9.7,3.7,6.3,,,,,,88.92,0
00046,,,,0,,,,,,,0
00053,,,,3.5,,,,,,,0
00055,,,,0.1,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00064,,,,8.2,,,,,,,0
00073,8.2,14.2,2,0,,,,,,65.29,0
00078,5.9,8.3,3.4,4.3,,,,,,87.75,
00079,,,,0,,,,,,,0
00087,,,,3,,,,,,,0
00090,,,,,10.4,3.4,,,,,
00091,7.2,12.2,4.5,0,,,,,,75.04,
00096,7.8,13.5,3.4,2.1,10.5,2.9,,5.3,1010.57,75.5,0
00102,7.5,10.1,5.7,,17.4,11,,,1018.22,74.33,
00103,,,,0,,,,,,,0
00105,,,,0,,,,,,,0
00110,,,,0.6,,,,,,,0
00118,,,,0,,,,,,,0
00121,,,,0,,,,,,,0
00124,,,,5.8,,,,,,,0
00125,6.9,,,0,7.7,2,,5.7,929.18,67.46,0
00128,,,,0,,,,,,,0
00129,,,,0,,,,,,,0
00130,,,,0,,,,,,,0
00131,5.1,6.4,3.6,10.6,,,,,,94.33,0
00141,,,,5.8,,,,,,,0
00142,7.8,14.1,1.6,0,,,,,,63.75,0
00145,,,,0,,,,,,,0
00146,,,,0,,,,,,,
00150,9.2,14.1,4.6,0,,,,,,63.63,0
00151,6.9,12.6,1.6,0,,,,,,72.92,0
00154,7.1,13.7,-0.1,0,,,,,,72.46,0
00158,,,,0,,,,,,,0
00160,,,,0,,,,,,,0
00161,9,13.8,2.5,0,9.6,2.6,,4.6,1011.5,64.33,0
00163,,,,0,,,,,,,0
00164,8.9,14.9,2.6,0.8,10.2,4.1,,7.3,1009.41,70.63,0
00167,7.2,10.6,3.5,0,,,,,,71.17,0
00170,,,,3.8,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,6,7.7,4.7,0,22.8,14.6,12.383,2.3,1016.15,75.13,0
00191,7.2,13.8,0.6,0,,,,,,74.17,0
00194,,,,0.4,,,,,,,0
00197,,,,,11.5,4.6,,,,,
00198,6,7.3,4.1,5.9,9.7,3.1,,,,89.83,
00200,,,,0,,,,,,,0
00201,,,,0,,,,,,,0
00202,,,,0.1,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0.1,,,,,,,0
00211,,,,0.2,,,,,,,0
00213,,,,10.1,,,,,,,0
00216,,,,0,,,,,,,0
00217,7.8,12.7,3,0,,,,,,67.13,0
00222,5,6.3,3.4,8.7,,,,,,86.33,0
00223,,,,0,,,,,,,0
00227,,,,0,,,,,,,0
00232,6.4,13.3,-1.6,0,13.4,2.5,8.617,2.8,961.94,69.46,0
00240,,,,0,,,,,,,0
00245,,,,3.4,,,,,,,0
00257,8.6,15.1,2.5,0,,,,,,66.33,0
00259,9.9,17.2,3.5,0,,,,,,67.54,0
00262,,,,0.5,,,,,,,0
00269,,,,0,,,,,,,0
00275,,,,0,,,,,,,0
00277,,,,0,,,,,,,0
00279,,,,0,,,,,,,0
00282,6.8,11.6,0.1,0,8.9,2.8,,7.1,989.75,74.75,0
00287,,,,7.1,,,,,,,0
00289,,,,0.5,,,,,,,0
00290,,,,7.7,,,,,,,0
00292,,,,4.3,,,,,,,
00294,5.7,7,3.8,2.7,,,,,,91.54,
00296,,,,7.8,,,,,,,0
