station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,3.3,,,,,,,0
00011,,,,,9.7,2.2,,,,,
00019,,,,2.9,,,,,,,0
00020,,,,5.9,,,,,,,
00021,,,,5.5,,,,,,,0
00022,,,,32.5,,,,,,,0
00023,,,,11.8,,,,,,,0
00029,,,,3.1,,,,,,,
00041,,,,27.8,,,,,,,0
00044,9.1,10.8,8,6,,,,,,86.17,
00046,,,,1.3,,,,,,,
00053,,,,10.5,,,,,,,
00055,,,,1.1,,,,,,,0
00057,,,,0.8,,,,,,,0
00063,,,,2,,,,,,,0
00064,,,,0.6,,,,,,,0
00073,15.8,24,10.6,3.5,,,,,,70.21,
00078,8.3,10.5,6.4,12.8,,,,,,90.33,
00079,,,,1.6,,,,,,,0
00087,,,,16.7,,,,,,,
00090,,,,,7.4,3,,,,,
00091,12.5,17.1,8.5,3.3,,,,,,88.13,
00096,9.8,12.8,7.1,9.5,7.8,2.2,,7.6,1001.47,89.25,0
00102,10.4,11.7,9.6,,15.1,9.9,,,1006.37,74.5,
00103,,,,2.3,,,,,,,
00105,,,,1.8,,,,,,,0
00110,,,,8.5,,,,,,,0
00118,,,,2.6,,,,,,,
00121,,,,1.8,,,,,,,0
00124,,,,32.3,,,,,,,
00125,10,,,14.9,10.8,,,6.7,921.1,82.38,0
00128,,,,0.2,,,,,,,0
00129,,,,2.7,,,,,,,0
00130,,,,5,,,,,,,
00131,14.2,19.6,10.6,20.6,,,,,,84.25,
00141,,,,12.8,,,,,,,
00142,12.9,18.6,9.1,1.8,,,,,,74.5,
00145,,,,3,,,,,,,0
00146,,,,0.9,,,,,,,
00150,12.9,18.3,9.1,1.3,,,,,,82.63,
00151,14.2,21.5,8.8,8.9,,,,,,77.25,
00154,13.8,22,8.1,2.2,,,,,,72.21,
00158,,,,1.3,,,,,,,
00160,,,,4,,,,,,,0
00161,11,12.7,9.1,0,9.9,2.7,,7.5,998.07,88.63,0
00163,,,,1.1,,,,,,,0
00164,9.6,11.1,6.8,4.1,9.1,3.8,,7.8,1000.88,90.13,0
00167,8.7,10.6,6.5,5.3,,,,,,87.63,
00170,,,,8.4,,,,,,,0
00173,,,,2,,,,,,,0
00178,,,,9,,,,,,,0
00183,7.7,9.5,6.2,0,15.8,8.4,0,7.4,1005.55,80.67,0
00191,14.9,19.3,11.3,5.4,,,,,,80.29,
00194,,,,3,,,,,,,
00197,,,,,7,2.9,,,,,
00198,13.4,20.1,10.9,28.8,7.8,2.4,,,,92.33,
00200,,,,1.2,,,,,,,
00201,,,,3.4,,,,,,,0
00202,,,,2.6,,,,,,,0
00203,,,,0.4,,,,,,,0
00205,,,,0.1,,,,,,,
00211,,,,0.5,,,,,,,
00213,,,,12.3,,,,,,,
00216,,,,0.8,,,,,,,
00217,11.4,17,7.7,7.2,,,,,,81.63,
00222,14.6,19,9.9,15.4,,,,,,74.38,
00223,,,,3.4,,,,,,,0
00227,,,,5.5,,,,,,,
00232,12.7,19.4,7.6,1.3,14.8,2.8,3.283,7.3,952.55,75.13,0
00240,,,,0.8,,,,,,,
00245,,,,0,,,,,,,0
00257,12,17,7.6,41.6,,,,,,87.75,
00259,11.4,14.8,8.9,14.4,,,,,,86.5,
00262,,,,27,,,,,,,0
00269,,,,24.4,,,,,,,
00275,,,,9.1,,,,,,,0
00277,,,,8.1,,,,,,,0
00279,,,,10.9,,,,,,,
00282,14.7,19.3,11.2,2.6,7.3,2,,7,978.1,77.54,0
00287,,,,3.9,,,,,,,
00289,,,,0,,,,,,,0
00290,,,,10.2,,,,,,,0
00292,,,,21.7,,,,,,,
00294,8.5,10.2,6.9,29.5,,,,,,97.88,
00296,,,,0,,,,,,,0
00298,8.9,11.1,6,0,11.4,4.9,,8,1009.69,72.46,0
00301,,,,4.9,,,,,,,
00303,12.2,14.8,10,0.8,7,1.7,,7.7,999.51,88.29,0
00309,,,,5,,,,,,,0
00310,,,,4.2,,,,,,,
00312,,,,0,,,,,,,
00314,15.2,21.4,10.7,11.9,,,,,,81.38,
00318,,,,2.6,,,,,,,0
00319,,,,1.5,,,,,,,0
00320,14.1,18.6,11.6,6.2,,,,,,80.42,
00323,,,,17.6,,,,,,,
00325,,,,16.1,,,,,,,0
00330,12.7,17.8,8.5,10.6,,,,,,81.58,
00333,,,,0.8,,,,,,,0
00336,,,,1.7,,,,,,,
00342,7.8,9.9,5.8,12.8,10.7,3.9,0,7.8,995.82,93.58,0
00349,,,,3.9,,,,,,,0
00351,,,,17.3,,,,,,,0
00357,,,,1.3,,,,,,,
00359,,,,3.6,,,,,,,
00360,,,,8.5,,,,,,,
00364,,,,13,,,,,,,0
00366,,,,23,,,,,,,0
00368,8.2,,,31.8,8.7,,,7.9,998.66,91.04,0
00371,,,,0,,,,,,,0
00376,,,,15.7,,,,,,,0
00377,13.4,18.5,10.3,14,,,,,,81.92,
00379,14.1,20.1,11.3,5.2,,,,,,80.42,
00389,,,,2.4,,,,,,,
00390,8.4,10.6,5.2,4.2,,,,,,97.17,
00400,10.6,12.1,6.8,12.3,,,,,,89.71,
00403,11.4,13.2,7.4,7.9,,,0,7.7,997.05,92.25,0
00420,11.1,12.3,7.1,7.7,,,,,,89.92,
00426,,,,3.9,,,,,,,0
00427,11.4,12.8,7.3,5.5,9.4,4.1,,7.7,1000.59,91.33,0
00433,11.4,13.4,7.3,8.4,9.1,4.2,,7.8,1001,90.08,0
00440,,,,17.1,,,,,,,0
00443,,,,10.6,,,,,,,0
