station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,3.6,,,,,,,5
00011,,,,,18.2,6.7,,,,,
00019,,,,4.9,,,,,,,2
00020,,,,3.5,,,,,,,0
00021,,,,1.3,,,,,,,10
00022,,,,7.7,,,,,,,0
00023,,,,11.2,,,,,,,4
00029,,,,4.7,,,,,,,4
00041,,,,11.5,,,,,,,8
00044,-1.9,0.6,-4.3,0.6,,,0,,,89,9
00046,,,,1.2,,,,,,,11
00053,,,,0,,,,,,,9
00055,,,,0,,,,,,,9
00057,,,,0.2,,,,,,,0
00063,,,,1.8,,,,,,,4
00064,,,,8.2,,,,,,,3
00073,-1.1,0.9,-3.4,1.3,,,,,,93,4
00078,-1.1,0.5,-4.2,0.8,,,,,,93,10
00079,,,,4,,,,,,,0
00087,,,,2.9,,,,,,,8
00090,,,,,13.6,4.9,,,,,
00091,2.6,5,0.4,3.8,,,,,,93,
00096,-5.7,-4.6,-8.1,0,12.2,5.1,,7.8,996.5,73,8
00102,-1.2,0.4,-2.9,,30.2,20.6,,,991.6,79,
00103,,,,0.4,,,,,,,3
00105,,,,2.5,,,,,,,0
00110,,,,7.8,,,,,,,0
00118,,,,3,,,,,,,15
00121,,,,7.7,,,,,,,3
00124,,,,7.5,,,,,,,9
00125,2.5,,,0.4,24.7,10,,,910.9,79,5
00128,,,,2.1,,,,,,,15
00129,,,,0,,,,,,,7
00130,,,,4.5,,,,,,,0
00131,-1.5,1.1,-5.9,11.2,,,,,,84,3
00141,,,,5.3,,,,,,,
00142,3.6,6.5,0.6,0,,,,,,80,2
00145,,,,2.4,,,,,,,5
00146,,,,2.5,,,,,,,
00150,4.4,6.9,1.5,3.3,,,,,,85,0
00151,1.1,3.6,-2.4,3.8,,,,,,90,10
00154,1.6,5.3,-2.5,0,,,,,,88,7
00158,,,,5,,,,,,,0
00160,,,,0,,,,,,,9
00161,4.7,7.5,2.4,1,13,4.1,,7.4,980.8,82,0
00163,,,,2,,,,,,,10
00164,-7.5,-5.1,-11.4,0,10.6,5.2,,7.3,998.2,81,4
00167,-6.6,-3.1,-12.1,0,,,,,,79,6
00170,,,,11.3,,,,,,,2
00173,,,,13.6,,,,,,,0
00178,,,,4.4,,,,,,,9
00183,-0.1,1.3,-3.1,0,28.4,10.5,0.5,6.4,1001.5,73,1
00191,3.4,7.2,0.9,5.7,,,,,,88,3
00194,,,,3.9,,,,,,,7
00197,,,,,11.3,4.2,,,,,
00198,-0.7,0.4,-3.1,9.2,10.9,4.8,,7.5,975.7,94,6
00200,,,,6.2,,,,,,,
00201,,,,3.8,,,,,,,5
00202,,,,4.3,,,,,,,0
00203,,,,0,,,,,,,2
00205,,,,0.2,,,,,,,24
00211,,,,4.6,,,,,,,7
00213,,,,6.3,,,,,,,3
00216,,,,7.9,,,,,,,5
00217,3.9,6.3,1.1,0,,,,,,71,7
00222,0.6,3.7,-2.9,0.7,,,,,,75,14
00223,,,,9.4,,,,,,,10
00227,,,,8,,,,,,,14
00232,4.4,7.5,1.2,0,19,7,3.9,5.1,942.3,77,0
00240,,,,13.5,,,,,,,17
00245,,,,3.3,,,,,,,13
00257,6.8,9.8,2,15,,,,,,74,0
00259,6.9,9.5,3.1,2.2,,,,,,72,0
00262,,,,7,,,,,,,17
00269,,,,11.1,,,,,,,8
00275,,,,4.2,,,,,,,30
00277,,,,0.9,,,,,,,0
00279,,,,4.6,,,,,,,0
00282,3.2,6.7,0.1,7.6,10.9,3.1,,7.4,967.2,88,6
00287,,,,5,,,,,,,3
00289,,,,0.1,,,,,,,20
00292,,,,1.4,,,,,,,
00294,-2.6,-0.7,-5.3,6.2,,,,,,92,
00296,,,,1,,,,,,,15
00298,-3.3,0,-8.6,0,15.4,8.1,,7.8,1005.3,75,7
00301,,,,4.1,,,,,,,11
00303,-5.7,-4.1,-7.3,7.2,11.8,4.8,,7.6,994.8,83,6
00309,,,,8.4,,,,,,,20
00310,,,,,,,,,,,32
00312,,,,0,,,,,,,13
00314,-3.4,-2.4,-5.7,4.8,,,,,,82,3
00318,,,,10.5,,,,,,,10
00319,,,,1,,,,,,,5
00320,0.8,3.8,-2.4,6.7,,,,,,93,15
00323,,,,2.9,,,,,,,3
00330,3,5.2,0.4,12.9,,,,,,87,11
00333,,,,0,,,,,,,5
00336,,,,5.1,,,,,,,10
00342,-0.6,1.5,-4.5,2.7,12.6,5.6,0,7.8,978,93,7
00349,,,,0,,,,,,,10
00351,,,,19.7,,,,,,,48
00357,,,,6.6,,,,,,,0
00359,,,,2.6,,,,,,,10
00360,,,,2.3,,,,,,,10
00364,,,,0.6,,,,,,,17
00366,,,,0.8,,,,,,,13
00368,-3.5,,,9.3,13.4,3.9,,7.9,986.8,94,15
00371,,,,0,,,,,,,4
00376,,,,6.3,,,,,,,4
00377,5.7,8,2.8,7.4,,,,,,83,0
00378,,,,4.8,,,,,,,
00379,1.2,4.1,-1.9,0.7,,,,,,89,6
00389,,,,8.5,,,,,,,27
00390,0,1.6,-1.9,9.6,,,,,,98,37
00400,-6.5,-5.1,-9.1,0,,,,,,75,10
00403,-5.6,-3.7,-7.3,0,,,0,7.5,992.6,81,8
00420,-6.5,-4.7,-8.7,0,,,,,,76,
00426,,,,0,,,,,,,11
00427,-6,-4.2,-8.3,0,12.4,6.6,,7.2,996.4,76,6
00433,-5.9,-4.1,-7.6,0,12.7,6.6,,7.5,996.7,76,6
00440,,,,17.4,,,,,,,19
00443,,,,1,,,,,,,11
00445,-2.9,-1.7,-4.9,6,,,,,,87,7
00446,,,,5.6,,,,,,,7
00447,,,,8.4,,,,,,,9
00460,3.3,5.8,0.4,15.9,26.7,10.5,0,7.1,949.5,92,0
00468,,,,16.4,,,,,,,
00475,,,,0.2,,,,,,,0
00476,,,,5,,,,,,,0
00479,,,,11.3,,,,,,,3
00480,,,,7.5,,,,,,,12
00488,,,,5.1,,,,,,,3
00490,,,,0.3,,,,,,,12
00498,,,,8.5,,,,,,,10
00502,,,,6.3,,,,,,,13
00504,,,,8.2,,,,,,,3
00509,,,,12.9,,,,,,,19
00515,,,,1.5,,,,,,,27
00516,,,,0.7,,,,,,,19
00518,,,,4.7,,,,,,,10
00522,,,,2.7,,,,,,,0
00527,,,,11,,,,,,,10
00533,,,,2.7,,,,,,,0
00535,2.9,6.1,0.4,5,,,,,,88,0
00537,,,,1,,,,,,,3
00542,,,,0.1,,,,,,,7
00550,,,,1.5,,,,,,,10
00551,,,,8.2,,,,,,,14
00552,,,,0.2,,,,,,,0
00554,,,,7.5,,,,,,,0
00555,3.5,7.1,1.6,9.1,,,,,,90,
00560,,,,6,,,,,,,14
00561,,,,2.8,,,,,,,14
00562,,,,0,,,,,,,4
00567,,,,9.3,,,,,,,18
00572,,,,1,,,,,,,8
00579,,,,8.5,,,,,,,6
00583,,,,27.4,,,,,,,6
00584,,,,8.9,,,,,,,0
00589,,,,1.7,,,,,,,10
00591,-3.8,-2.9,-4.9,0.2,17.1,8.4,,7.5,994.1,76,13
00595,,,,0,,,,,,,8
00596,-2.3,0,-4,0,19.8,13.2,0,7.7,1000.9,76,1
00603,4.7,7,1.7,4.8,16.5,5.9,,7.6,970.9,79,0
00604,,,,6.4,,,,,,,
00606,,,,0.1,,,,,,,0
00608,,,,5.5,,,,,,,1
00610,,,,4.6,,,,,,,0
00611,,,,0,,,,,,,6
00613,,,,3.8,,,,,,,13
00617,2.3,5.9,-1.3,6.1,,,,,,93,2
00619,,,,,20.5,9.9,,,,,
00622,,,,5.3,,,,,,,15
00624,,,,4.2,,,,,,,11
00628,,,,0.3,,,,,,,13
00630,,,,9.9,,,,,,,15
00633,,,,4.7,,,,,,,5
00642,,,,,20.3,11.3,,,,,
00644,,,,5.2,,,,,,,15
00645,,,,3.8,,,,,,,13
00647,,,,21.5,,,,,,,22
00653,,,,0.1,,,,,,,8
00654,,,,6.5,,,,,,,10
00656,-3.7,-2.7,-7.2,16.8,7.7,2.6,,8,922.6,93,51
00662,-2.5,-0.2,-5.2,9.5,14.8,7.4,0,7.9,985.9,86,9
00668,,,,1.1,,,,,,,13
00672,,,,0.1,,,,,,,9
00677,,,,0.2,,,,,,,0
00684,,,,2.2,,,,,,,10
00690,,,,9.7,,,,,,,7
00691,-2.2,0.6,-4.5,3.5,16.5,9,0,7,994.1,87,7
00701,-1.9,0,-3.1,1.3,20.8,8.5,0,7.7,994.8,80,7
00704,-2.3,-0.4,-3.5,1.6,17.9,8.7,0,7.5,995.2,80,12
00708,,,,11.7,,,,,,,26
00710,,,,3.3,,,,,,,0
00714,,,,0,,,,,,,7
00721,,,,7.9,,,,,,,2
00722,-4.7,-3.3,-6.6,10.5,30.3,12.3,,8,860.5,96,42
00723,,,,7.9,,,,,,,0
00731,,,,2,,,,,,,0
00732,,,,11.5,,,,,,,
00734,,,,0.2,,,,,,,4
00735,,,,4.4,,,,,,,11
00741,,,,0,,,,,,,9
00745,,,,1.4,,,,,,,30
00747,,,,0.5,,,,,,,7
00752,,,,5,,,,,,,5
00753,,,,1.9,,,,,,,
00755,3.7,6.5,1.2,11.3,,,,,,87,7
00756,,,,8.5,,,,,,,12
00757,5.9,9.3,0.9,4.2,,,,,,69,0
00759,,,,7.6,,,,,,,21
00760,-3.7,-2.4,-4.7,3.1,,,,,,85,11
00766,1.9,,,6.8,21.6,8.1,,,932.2,94,1
00769,-0.9,,,1.1,,,,,983,88,8
00774,,,,5.9,,,,,,,5
00775,,,,6.1,,,,,,,
00788,,,,,26.3,16.6,,,,,
00789,,,,2.4,,,,,,,4
00791,,,,0,,,,,,,11
00796,,,,6.4,,,,,,,15
00797,,,,5.2,,,,,,,6
