station,temp_mean,temp_max,temp_min,precipitation,wind_max,wind_mean,sunshine,cloud,pressure,humidity,snow
00006,,,,0,,,,,,,0
00011,,,,,8.7,2,,,,,
00019,,,,0,,,,,,,0
00020,,,,0.1,,,,,,,
00021,,,,0.9,,,,,,,0
00022,,,,0,,,,,,,0
00023,,,,0.2,,,,,,,0
00029,,,,0,,,,,,,
00041,,,,0.2,,,,,,,0
00044,17,22.9,10.5,2.8,,,,,,81.08,
00046,,,,0.4,,,,,,,
00053,,,,0.4,,,,,,,
00055,,,,0,,,,,,,0
00057,,,,0,,,,,,,0
00063,,,,0,,,,,,,0
00073,20.2,26.7,14.8,0,,,,,,70.17,
00078,17.3,23.8,11.7,1.6,,,,,,76.46,
00079,,,,0,,,,,,,0
00087,,,,0.1,,,,,,,
00090,,,,,14,3.8,,,,,
00091,18.7,27.3,9.9,0,,,,,,68.29,
00096,19,26.3,13.1,0.3,11.9,2.8,,4.3,1011.23,73.46,0
00102,17.5,20,14.9,,24.7,13.3,,,1012.52,78.67,
00103,,,,0.7,,,,,,,
00105,,,,0,,,,,,,0
00110,,,,2,,,,,,,0
00118,,,,2.8,,,,,,,
00121,,,,0,,,,,,,0
00124,,,,0.7,,,,,,,
00125,18.1,,,0,,,,2.3,935.23,61.04,0
00128,,,,0,,,,,,,0
00129,,,,0.2,,,,,,,0
00130,,,,0.1,,,,,,,
00131,19.7,26.5,12.5,0.6,,,,,,71,
00141,,,,1,,,,,,,
00142,20.4,26.9,12.2,0,,,,,,64.13,
00145,,,,0.9,,,,,,,0
00146,,,,0.5,,,,,,,
00150,22,29.9,13.7,0,,,,,,53.83,
00151,20.7,28.1,11.7,1.6,,,,,,59.38,
00154,19.5,25.8,13.6,0,,,,,,69.42,
00158,,,,0,,,,,,,
00160,,,,0,,,,,,,0
00161,21.2,29.3,12.8,0,11.6,2.8,,3.5,1012.53,59.5,0
00163,,,,0,,,,,,,0
00164,19.7,26.3,13.8,0.3,13.7,4.3,,3.5,1010.35,69.33,0
00167,19.7,28,13.4,0.3,,,,,,69.13,
00170,,,,0.5,,,,,,,0
00173,,,,0,,,,,,,0
00178,,,,0,,,,,,,0
00183,18.5,22.8,15.2,2.7,18.5,7.3,7.333,4.5,1009.83,80.13,0
00191,21.2,29,12.2,0.1,,,,,,63.13,
00194,,,,0.1,,,,,,,
00197,,,,,12.1,4.1,,,,,
00198,19.8,28,12.1,0,14.9,3.3,,,,69.63,
00200,,,,0.2,,,,,,,
00201,,,,0.2,,,,,,,0
00203,,,,0,,,,,,,0
00205,,,,0.9,,,,,,,
00211,,,,0,,,,,,,
00213,,,,0.1,,,,,,,
