station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,17,9,72,5,2,
DENI042,1,16,9,67,5,2,
DENI042,2,15,8,55,6,2,
DENI042,3,14,7,40,7,,
DENI042,4,14,8,,9,0.7,
DENI042,5,13,7,16,22,0,
DENI042,6,14,8,16,27,0.3,
DENI042,7,17,9,18,33,0.1,
DENI042,8,19,11,46,21,,
DENI042,9,19,11,61,12,,
DENI042,10,15,9,67,10,,
DENI042,11,12,8,72,7,,
DENI042,12,11,7,78,4,,
DENI042,13,10,6,82,3,,
DENI042,14,9,6,84,3,,
DENI042,15,9,5,84,3,,
DENI042,16,8,5,85,3,0,
DENI042,17,8,5,85,3,0,
DENI042,18,8,5,80,4,0.5,
DENI042,19,11,6,50,16,0.9,
DENI042,20,9,6,40,15,1,
DENI042,21,9,6,36,14,1,
DENI042,22,8,5,37,,1,
DENI042,23,8,5,38,8,0.6,
DENI068,0,18,9,,30,,0.22
DENI068,1,18,9,,13,,0.2
DENI068,2,17,9,,30,,0.19
DENI068,3,18,9,,27,,0.19
DENI068,4,21,10,,,,0.19
DENI068,5,31,11,,47,,0.21
DENI068,6,43,13,,57,,0.23
DENI068,7,42,13,,63,,0.25
DENI068,8,28,11,,36,,0.26
DENI068,9,25,10,,24,,0.27
DENI068,10,26,10,,27,,0.28
DENI068,11,21,9,,20,,0.28
DENI068,12,21,8,,14,,0.27
DENI068,13,13,6,,16,,0.26
DENI068,14,14,6,,15,,0.24
DENI068,15,16,6,,20,,0.23
DENI068,16,13,6,,17,,0.23
DENI068,17,14,5,,18,,0.24
DENI068,18,15,6,,29,,0.25
DENI068,19,22,8,,49,,0.27
DENI068,20,20,8,,32,,0.28
DENI068,21,19,8,,37,,0.29
DENI068,22,14,8,,24,,0.29
DENI068,23,13,8,,20,,0.29
