station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,7,3,43,5,6,
DENI042,1,7,3,40,4,,
DENI042,2,8,3,,4,,
DENI042,3,7,3,30,5,,
DENI042,4,7,4,24,6,,
DENI042,5,8,4,21,10,,
DENI042,6,16,5,35,16,,
DENI042,7,19,6,51,11,,
DENI042,8,9,4,60,6,,
DENI042,9,8,4,62,7,,
DENI042,10,8,3,65,6,,
DENI042,11,7,2,65,4,,
DENI042,12,7,2,66,4,,
DENI042,13,8,2,71,4,,
DENI042,14,13,3,73,4,,
DENI042,15,10,3,75,4,,
DENI042,16,8,3,73,4,,
DENI042,17,11,3,71,4,,
DENI042,18,8,3,70,5,,
DENI042,19,10,4,66,6,,
DENI042,20,12,4,63,5,,
DENI042,21,12,4,63,4,,
DENI042,22,6,3,61,,,
DENI042,23,7,3,55,3,,
DENI068,0,17,4,,15,,0.2
DENI068,1,12,4,,8,,0.19
DENI068,2,9,3,,8,,0.19
DENI068,3,11,4,,10,,0.17
DENI068,4,33,6,,,,0.16
DENI068,5,31,6,,21,,0.16
DENI068,6,33,6,,24,,0.16
DENI068,7,25,6,,25,,0.17
DENI068,8,10,4,,17,,0.17
DENI068,9,11,4,,13,,0.18
DENI068,10,7,3,,9,,0.18
DENI068,11,7,2,,13,,0.19
DENI068,12,6,2,,7,,0.19
DENI068,13,6,2,,9,,0.19
DENI068,14,8,3,,15,,0.18
DENI068,15,7,3,,12,,0.17
DENI068,16,8,3,,10,,0.18
DENI068,17,8,3,,7,,0.18
DENI068,18,7,3,,8,,0.18
DENI068,19,8,3,,9,,0.18
DENI068,20,10,3,,15,,0.18
DENI068,21,11,4,,13,,0.18
DENI068,22,6,2,,6,,0.18
DENI068,23,7,3,,5,,0.17
