station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,18,12,33,6,3,
DENI042,1,19,12,29,6,3,
DENI042,2,20,13,21,7,,
DENI042,3,21,13,,6,,
DENI042,4,22,13,20,6,,
DENI042,5,18,11,16,9,,
DENI042,6,24,15,27,10,,
DENI042,7,25,15,33,11,,
DENI042,8,20,12,47,10,0,
DENI042,9,24,14,93,9,0,
DENI042,10,26,15,118,5,2,
DENI042,11,24,14,127,4,4,
DENI042,12,25,14,131,4,2,
DENI042,13,24,14,133,4,,
DENI042,14,24,15,130,4,,
DENI042,15,26,15,129,5,0,
DENI042,16,25,15,130,5,0,
DENI042,17,21,13,126,4,1,
DENI042,18,19,11,118,4,2,
DENI042,19,22,11,100,8,2,
DENI042,20,29,12,88,10,1,
DENI042,21,38,14,83,10,0,
DENI042,22,53,17,84,10,,
DENI042,23,27,14,101,,,
DENI068,0,24,15,,16,,0.34
DENI068,1,25,14,,13,,0.33
DENI068,2,25,14,,16,,0.33
DENI068,3,26,15,,19,,0.32
DENI068,4,26,16,,21,,0.32
DENI068,5,27,16,,19,,0.31
DENI068,6,29,16,,19,,0.32
DENI068,7,29,17,,23,,0.33
DENI068,8,25,15,,19,,0.34
DENI068,9,27,15,,27,,0.35
DENI068,10,27,15,,22,,0.37
DENI068,11,27,15,,29,,0.38
DENI068,12,25,15,,25,,0.4
DENI068,13,24,15,,20,,0.42
DENI068,14,25,15,,19,,0.43
DENI068,15,26,16,,21,,0.43
DENI068,16,24,15,,18,,0.43
DENI068,17,21,12,,25,,0.43
DENI068,18,20,12,,23,,0.43
DENI068,19,24,12,,35,,0.42
DENI068,20,35,14,,38,,0.41
DENI068,21,40,15,,34,,0.4
DENI068,22,47,16,,21,,0.39
DENI068,23,33,16,,,,0.37
