station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,7,3,45,7,0.4,
DENI042,1,6,3,43,6,,
DENI042,2,7,3,,6,,
DENI042,3,6,3,39,,0.1,
DENI042,4,8,3,35,9,,
DENI042,5,8,3,20,24,,
DENI042,6,10,4,15,29,0.2,
DENI042,7,11,5,25,22,,
DENI042,8,14,6,33,28,,
DENI042,9,11,6,63,14,,
DENI042,10,7,3,81,5,,
DENI042,11,5,2,84,4,,
DENI042,12,5,2,85,3,,
DENI042,13,6,2,85,4,,
DENI042,14,7,2,89,4,,
DENI042,15,6,2,89,3,,
DENI042,16,8,2,88,4,,
DENI042,17,7,2,85,5,0.4,
DENI042,18,9,3,82,6,0.9,
DENI042,19,10,3,65,13,,
DENI042,20,12,4,45,17,0.5,
DENI042,21,11,5,40,14,1,
DENI042,22,9,4,39,11,1,
DENI042,23,10,4,38,9,0.4,
DENI068,0,11,7,,31,,0.22
DENI068,1,11,7,,30,,0.22
DENI068,2,11,6,,,,0.23
DENI068,3,11,6,,23,,0.22
DENI068,4,13,7,,26,,0.24
DENI068,5,19,8,,29,,0.25
DENI068,6,24,8,,34,,0.28
DENI068,7,23,9,,37,,0.3
DENI068,8,30,10,,39,,0.31
DENI068,9,24,7,,22,,0.35
DENI068,10,13,4,,14,,0.35
DENI068,11,10,3,,12,,0.33
DENI068,12,8,2,,12,,0.32
DENI068,13,9,2,,12,,0.3
DENI068,14,10,3,,13,,0.28
DENI068,15,9,2,,16,,0.27
DENI068,16,9,3,,14,,0.26
DENI068,17,9,3,,16,,0.23
DENI068,18,11,3,,22,,0.24
DENI068,19,17,4,,35,,0.26
DENI068,20,14,6,,40,,0.28
DENI068,21,19,8,,52,,0.3
DENI068,22,15,7,,40,,0.31
DENI068,23,14,6,,32,,0.32
