station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,7,3,24,4,,
DENI042,1,6,3,,3,8,
DENI042,2,6,3,16,4,10,
DENI042,3,6,3,16,3,7,
DENI042,4,6,3,13,,6,
DENI042,5,7,4,7,9,4,
DENI042,6,9,4,12,11,4,
DENI042,7,12,6,35,9,4,
DENI042,8,14,7,45,5,2,
DENI042,9,12,6,55,3,2,
DENI042,10,11,5,61,3,1,
DENI042,11,9,5,66,3,1,
DENI042,12,9,4,72,2,1,
DENI042,13,8,3,77,2,2,
DENI042,14,8,3,79,2,3,
DENI042,15,10,3,84,2,2,
DENI042,16,7,3,86,3,2,
DENI042,17,10,3,87,3,2,
DENI042,18,7,2,88,4,1,
DENI042,19,7,2,81,7,0,
DENI042,20,7,2,65,9,,
DENI042,21,7,2,54,8,1,
DENI042,22,8,3,50,7,1,
DENI042,23,7,3,48,6,5,
DENI068,0,7,4,,12,,0.14
DENI068,1,7,3,,10,,0.14
DENI068,2,7,3,,7,,0.14
DENI068,3,7,3,,,,0.13
DENI068,4,9,4,,9,,0.15
DENI068,5,11,4,,14,,0.16
DENI068,6,16,5,,24,,0.18
DENI068,7,15,6,,20,,0.2
DENI068,8,11,6,,15,,0.2
DENI068,9,12,6,,10,,0.2
DENI068,10,11,5,,9,,0.2
DENI068,11,9,5,,15,,0.2
DENI068,12,9,4,,11,,0.19
DENI068,13,8,3,,10,,0.18
DENI068,14,9,3,,10,,0.17
DENI068,15,7,3,,17,,0.17
DENI068,16,6,2,,10,,0.16
DENI068,17,8,3,,13,,0.16
DENI068,18,6,2,,11,,0.16
DENI068,19,7,2,,18,,0.18
DENI068,20,8,3,,23,,0.19
DENI068,21,13,4,,23,,0.2
DENI068,22,12,4,,23,,0.2
DENI068,23,18,5,,23,,0.2
