station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,10,4,76,5,0.8,
DENI042,1,10,4,62,5,0.8,
DENI042,2,9,4,52,5,0.3,
DENI042,3,8,4,48,5,0.5,
DENI042,4,9,4,42,7,,
DENI042,5,10,5,65,6,0,
DENI042,6,13,5,70,8,0.4,
DENI042,7,16,6,66,9,0,
DENI042,8,13,6,69,9,,
DENI042,9,15,6,75,7,0.3,
DENI042,10,12,6,84,5,,
DENI042,11,11,5,91,4,,
DENI042,12,10,4,95,4,,
DENI042,13,10,4,97,6,0.8,
DENI042,14,10,4,99,5,2,
DENI042,15,14,5,103,5,1,
DENI042,16,10,4,93,6,,
DENI042,17,5,3,83,6,,
DENI042,18,13,5,69,9,,
DENI042,19,9,4,66,6,0.6,
DENI042,20,7,3,50,6,0.8,
DENI042,21,7,3,44,6,,
DENI042,22,6,3,,4,0.1,
DENI042,23,6,3,29,,0.5,
DENI068,0,9,4,,7,,0.21
DENI068,1,9,4,,10,,0.2
DENI068,2,12,5,,12,,0.19
DENI068,3,11,5,,13,,0.17
DENI068,4,13,5,,20,,0.16
DENI068,5,17,6,,29,,0.16
DENI068,6,18,6,,36,,0.17
DENI068,7,17,6,,20,,0.17
DENI068,8,18,6,,21,,0.18
DENI068,9,12,5,,12,,0.18
DENI068,10,13,5,,14,,0.19
DENI068,11,11,5,,14,,0.19
DENI068,12,12,5,,24,,0.2
DENI068,13,11,4,,16,,0.2
DENI068,14,11,4,,21,,0.19
DENI068,15,14,5,,30,,0.2
DENI068,16,14,4,,25,,0.21
DENI068,17,13,3,,23,,0.21
DENI068,18,14,6,,22,,0.22
DENI068,19,7,4,,21,,0.23
DENI068,20,7,3,,19,,0.24
DENI068,21,7,5,,24,,0.25
DENI068,22,8,5,,,,0.24
DENI068,23,7,5,,16,,0.23
