station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,7,4,23,5,,
DENI042,1,7,4,22,,,
DENI042,2,8,5,21,5,0.2,
DENI042,3,8,5,,4,,
DENI042,4,9,5,18,6,,
DENI042,5,9,6,14,12,,
DENI042,6,10,6,24,11,,
DENI042,7,20,7,26,13,,
DENI042,8,12,6,46,7,,
DENI042,9,10,6,56,4,,
DENI042,10,11,6,55,4,,
DENI042,11,19,8,60,5,,
DENI042,12,19,8,64,6,,
DENI042,13,18,8,60,7,,
DENI042,14,19,9,67,5,,
DENI042,15,23,9,75,5,,
DENI042,16,23,9,76,7,0,
DENI042,17,20,9,69,7,,
DENI042,18,19,9,61,7,,
DENI042,19,18,9,57,7,,
DENI042,20,17,9,41,9,0.4,
DENI042,21,17,8,25,10,,
DENI042,22,17,8,19,8,0.2,
DENI042,23,16,8,15,6,,
DENI068,0,7,5,,,,0.16
DENI068,1,7,5,,8,,0.17
DENI068,2,8,5,,8,,0.18
DENI068,3,8,5,,7,,0.19
DENI068,4,11,6,,10,,0.21
DENI068,5,16,10,,20,,0.23
DENI068,6,15,7,,26,,0.27
DENI068,7,13,6,,19,,0.29
DENI068,8,14,6,,14,,0.3
DENI068,9,11,6,,12,,0.3
DENI068,10,12,6,,14,,0.31
DENI068,11,13,6,,13,,0.32
DENI068,12,15,7,,12,,0.32
DENI068,13,16,7,,18,,0.31
DENI068,14,19,8,,17,,0.29
DENI068,15,17,8,,9,,0.28
DENI068,16,18,8,,10,,0.28
DENI068,17,18,8,,21,,0.28
DENI068,18,20,9,,24,,0.29
DENI068,19,18,9,,20,,0.3
DENI068,20,22,10,,34,,0.33
DENI068,21,26,14,,34,,0.35
DENI068,22,20,11,,33,,0.35
DENI068,23,20,11,,31,,0.36
