station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,38,37,14,18,0.5,
DENI042,1,35,34,,19,0.7,
DENI042,2,32,31,14,,,
DENI042,3,23,23,15,18,,
DENI042,4,18,17,18,18,0.4,
DENI042,5,16,16,19,17,,
DENI042,6,16,15,20,19,,
DENI042,7,17,16,17,22,,
DENI042,8,18,17,14,24,,
DENI042,9,17,17,15,23,,
DENI042,10,17,15,17,20,,
DENI042,11,18,16,20,17,,
DENI042,12,20,17,22,17,,
DENI042,13,20,18,25,16,,
DENI042,14,19,17,25,18,,
DENI042,15,20,19,16,25,,
DENI042,16,20,18,15,26,,
DENI042,17,19,18,14,25,,
DENI042,18,17,16,12,28,,
DENI042,19,16,14,11,32,,
DENI042,20,12,11,24,28,,
DENI042,21,10,9,30,23,,
DENI042,22,9,8,38,16,,
DENI042,23,10,9,38,15,,
DENI068,0,39,34,,18,,0.62
DENI068,1,36,31,,,,0.61
DENI068,2,32,28,,16,,0.59
DENI068,3,23,20,,18,,0.57
DENI068,4,17,15,,17,,0.56
DENI068,5,16,14,,21,,0.54
DENI068,6,16,14,,23,,0.53
DENI068,7,17,15,,35,,0.53
DENI068,8,18,15,,34,,0.54
DENI068,9,17,14,,32,,0.54
DENI068,10,18,14,,24,,0.54
DENI068,11,25,16,,23,,0.54
DENI068,12,30,18,,22,,0.54
DENI068,13,30,18,,27,,0.55
DENI068,14,29,19,,29,,0.56
DENI068,15,31,19,,30,,0.55
DENI068,16,26,18,,31,,0.55
DENI068,17,33,20,,40,,0.57
DENI068,18,31,20,,41,,0.59
DENI068,19,43,20,,44,,0.62
DENI068,20,29,16,,37,,0.62
DENI068,21,12,8,,23,,0.59
DENI068,22,11,8,,16,,0.55
DENI068,23,11,9,,13,,0.51
