station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,11,4,59,6,0.6,
DENI042,1,11,4,68,3,0.7,
DENI042,2,10,4,71,4,1,
DENI042,3,8,4,69,4,,
DENI042,4,7,4,60,6,,
DENI042,5,5,3,60,9,,
DENI042,6,4,2,59,10,,
DENI042,7,5,2,70,10,,
DENI042,8,4,2,72,8,,
DENI042,9,3,1,67,9,,
DENI042,10,3,1,61,10,,
DENI042,11,7,3,62,9,,
DENI042,12,11,5,75,6,,
DENI042,13,11,4,79,6,,
DENI042,14,14,4,84,6,,
DENI042,15,11,4,84,6,,
DENI042,16,9,3,85,6,,
DENI042,17,8,3,85,6,,
DENI042,18,7,3,80,7,,
DENI042,19,7,4,72,9,,
DENI042,20,9,5,64,9,,
DENI042,21,11,6,61,9,,
DENI042,22,11,7,,10,,
DENI042,23,11,7,54,,,
DENI068,0,11,4,,6,,0.2
DENI068,1,11,4,,5,,0.18
DENI068,2,11,4,,4,,0.16
DENI068,3,7,4,,7,,0.15
DENI068,4,7,4,,9,,0.14
DENI068,5,4,2,,10,,0.13
DENI068,6,4,2,,19,,0.13
DENI068,7,6,3,,20,,0.14
DENI068,8,4,2,,14,,0.14
DENI068,9,4,1,,17,,0.15
DENI068,10,3,1,,17,,0.16
DENI068,11,9,5,,22,,0.17
DENI068,12,12,5,,21,,0.17
DENI068,13,12,4,,12,,0.17
DENI068,14,12,4,,11,,0.17
DENI068,15,11,4,,14,,0.17
DENI068,16,9,3,,13,,0.17
DENI068,17,8,3,,13,,0.17
DENI068,18,9,3,,18,,0.17
DENI068,19,8,4,,16,,0.17
DENI068,20,11,5,,20,,0.18
DENI068,21,15,7,,21,,0.19
DENI068,22,13,7,,,,0.2
DENI068,23,13,7,,14,,0.2
