station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,16,7,51,4,,
DENI042,1,16,7,53,,0.2,
DENI042,2,16,7,54,4,0.1,
DENI042,3,16,7,54,4,0.4,
DENI042,4,16,7,54,4,,
DENI042,5,16,7,56,4,,
DENI042,6,17,7,55,5,,
DENI042,7,20,8,57,6,,
DENI042,8,20,8,55,7,,
DENI042,9,22,8,56,7,,
DENI042,10,24,9,57,7,,
DENI042,11,24,9,59,6,,
DENI042,12,22,8,59,6,,
DENI042,13,23,8,54,10,,
DENI042,14,4,1,71,8,,
DENI042,15,4,2,59,12,,
DENI042,16,4,2,55,11,,
DENI042,17,5,2,54,11,,
DENI042,18,6,3,49,14,,
DENI042,19,7,4,34,20,,
DENI042,20,5,3,52,13,,
DENI042,21,4,2,59,10,,
DENI042,22,5,3,,6,,
DENI042,23,5,3,62,7,,
DENI068,0,18,8,,8,,0.22
DENI068,1,17,7,,6,,0.19
DENI068,2,17,7,,,,0.17
DENI068,3,17,7,,5,,0.15
DENI068,4,16,7,,6,,0.13
DENI068,5,18,7,,9,,0.12
DENI068,6,22,8,,23,,0.12
DENI068,7,27,8,,20,,0.11
DENI068,8,25,8,,23,,0.11
DENI068,9,27,9,,26,,0.11
DENI068,10,26,9,,20,,0.12
DENI068,11,27,9,,13,,0.12
DENI068,12,28,9,,11,,0.12
DENI068,13,23,8,,14,,0.12
DENI068,14,5,2,,15,,0.12
DENI068,15,9,3,,55,,0.16
DENI068,16,9,4,,50,,0.18
DENI068,17,8,4,,48,,0.23
DENI068,18,8,4,,45,,0.25
DENI068,19,9,5,,39,,0.28
DENI068,20,6,4,,24,,0.29
DENI068,21,5,3,,13,,0.28
DENI068,22,5,3,,12,,0.28
DENI068,23,6,3,,16,,0.24
