station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,4,2,32,4,3,
DENI042,1,5,2,29,,3,
DENI042,2,4,2,30,4,3,
DENI042,3,5,2,29,5,,
DENI042,4,5,2,,8,0,
DENI042,5,6,3,10,21,,
DENI042,6,9,5,4,28,,
DENI042,7,13,7,9,28,0.4,
DENI042,8,17,11,19,26,0.7,
DENI042,9,15,9,46,15,0.8,
DENI042,10,9,5,79,6,0.9,
DENI042,11,8,4,88,5,0.9,
DENI042,12,9,5,90,5,3,
DENI042,13,11,7,93,4,1,
DENI042,14,11,7,85,5,1,
DENI042,15,11,7,89,5,2,
DENI042,16,11,7,91,5,0.8,
DENI042,17,13,9,87,6,1,
DENI042,18,11,7,83,6,0.6,
DENI042,19,10,6,66,12,0.3,
DENI042,20,12,7,46,16,0.5,
DENI042,21,9,6,69,7,0.6,
DENI042,22,8,5,56,9,0.4,
DENI042,23,8,5,41,11,0,
DENI068,0,7,4,,21,,
DENI068,1,7,4,,16,,
DENI068,2,7,4,,,,
DENI068,3,8,5,,17,,
DENI068,4,11,6,,23,,
DENI068,5,12,7,,41,,
DENI068,6,23,9,,57,,
DENI068,7,24,10,,49,,
DENI068,8,21,11,,38,,
DENI068,9,17,9,,26,,
DENI068,10,12,6,,23,,
DENI068,11,10,5,,23,,
DENI068,12,10,5,,27,,0.3
DENI068,13,12,6,,23,,0.3
DENI068,14,12,7,,20,,0.3
DENI068,15,11,7,,20,,0.28
DENI068,16,11,7,,23,,0.27
DENI068,17,12,8,,30,,0.27
DENI068,18,12,8,,24,,0.27
DENI068,19,15,8,,27,,0.29
DENI068,20,14,8,,29,,0.29
DENI068,21,11,6,,30,,0.3
DENI068,22,11,6,,31,,0.3
DENI068,23,13,7,,33,,0.3
