station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,2,0.8,37,8,,
DENI042,1,3,2,31,11,,
DENI042,2,2,0.4,40,7,,
DENI042,3,2,0.5,29,8,,
DENI042,4,3,1,32,9,,
DENI042,5,5,3,35,8,,
DENI042,6,5,3,43,6,,
DENI042,7,6,4,44,7,,
DENI042,8,6,4,45,7,,
DENI042,9,5,3,49,6,,
DENI042,10,5,3,50,6,,
DENI042,11,4,3,52,6,,
DENI042,12,5,3,51,6,,
DENI042,13,5,3,53,5,,
DENI042,14,6,4,45,12,,
DENI042,15,6,4,43,13,,
DENI042,16,6,4,40,15,,
DENI042,17,5,3,40,15,,
DENI042,18,6,4,33,21,,
DENI042,19,8,5,29,21,,
DENI042,20,10,8,30,17,,
DENI042,21,8,6,33,16,,
DENI042,22,10,8,,,,
DENI042,23,10,8,35,13,,
DENI068,0,2,0.9,,20,,0.49
DENI068,1,3,2,,14,,0.45
DENI068,2,3,1,,13,,0.41
DENI068,3,3,1,,12,,0.39
DENI068,4,4,2,,,,0.36
DENI068,5,6,4,,14,,0.34
DENI068,6,7,4,,20,,0.32
DENI068,7,9,5,,28,,0.31
DENI068,8,8,5,,29,,0.3
DENI068,9,7,4,,22,,0.3
DENI068,10,6,4,,24,,0.3
DENI068,11,6,3,,28,,0.3
DENI068,12,7,4,,24,,0.3
DENI068,13,6,4,,37,,0.3
DENI068,14,8,4,,36,,0.31
DENI068,15,6,4,,32,,0.31
DENI068,16,7,4,,49,,0.33
DENI068,17,7,4,,43,,0.35
DENI068,18,11,8,,42,,0.38
DENI068,19,10,6,,38,,0.41
DENI068,20,9,6,,34,,0.43
DENI068,21,9,7,,26,,0.44
DENI068,22,13,10,,24,,0.44
DENI068,23,12,9,,18,,0.46
