station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,11,14,57,,0.2,
DENI042,1,10,12,69,12,,
DENI042,2,10,11,,9,,
DENI042,3,12,13,66,9,0.1,
DENI042,4,14,16,60,10,,
DENI042,5,15,16,55,11,,
DENI042,6,11,12,53,12,0,
DENI042,7,6,6,66,9,,
DENI042,8,4,4,79,7,,
DENI042,9,3,3,78,6,,
DENI042,10,3,2,79,7,,
DENI042,11,1,0.6,87,6,,
DENI042,12,0.8,0.4,94,5,,
DENI042,13,0.7,0.6,91,6,,
DENI042,14,1,0.6,83,8,,
DENI042,15,2,1,84,6,,
DENI042,16,1,0.4,82,7,,
DENI042,17,2,0.7,82,6,,
DENI042,18,2,0.7,82,8,,
DENI042,19,3,1,64,18,,
DENI042,20,4,2,40,28,,
DENI042,21,5,3,26,27,,
DENI042,22,7,4,27,19,,
DENI042,23,5,3,32,12,,
DENI068,0,30,18,,21,,0.46
DENI068,1,22,17,,16,,0.43
DENI068,2,23,20,,16,,0.39
DENI068,3,25,22,,15,,0.34
DENI068,4,27,24,,,,0.3
DENI068,5,21,18,,22,,0.27
DENI068,6,17,15,,24,,0.22
DENI068,7,11,8,,20,,0.2
DENI068,8,8,5,,21,,0.19
DENI068,9,7,5,,29,,0.2
DENI068,10,6,3,,28,,0.2
DENI068,11,3,,,21,,0.19
DENI068,12,3,,,17,,0.18
DENI068,13,2,,,17,,0.17
DENI068,14,3,,,17,,0.16
DENI068,15,4,0.4,,19,,0.15
DENI068,16,3,,,22,,0.15
DENI068,17,4,,,27,,0.13
DENI068,18,4,,,36,,0.12
DENI068,19,5,,,47,,0.13
DENI068,20,6,0.9,,53,,0.14
DENI068,21,8,1,,57,,0.15
DENI068,22,9,3,,54,,0.17
DENI068,23,11,4,,50,,0.18
