station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,17,17,45,19,,
DENI042,1,19,17,38,,0,
DENI042,2,21,19,41,14,,
DENI042,3,22,20,,10,,
DENI042,4,21,19,40,12,,
DENI042,5,21,20,41,14,,
DENI042,6,21,20,41,15,,
DENI042,7,20,19,54,14,0,
DENI042,8,18,16,51,22,0.5,
DENI042,9,13,11,74,10,0,
DENI042,10,12,10,76,9,2,
DENI042,11,12,10,82,8,1,
DENI042,12,11,9,88,7,1,
DENI042,13,11,10,90,7,0.9,
DENI042,14,10,8,97,6,0.9,
DENI042,15,9,8,99,6,1,
DENI042,16,11,9,97,7,0.3,
DENI042,17,10,10,96,8,0,
DENI042,18,9,8,90,9,,
DENI042,19,10,10,82,11,,
DENI042,20,9,9,81,10,,
DENI042,21,8,7,80,9,,
DENI042,22,7,7,82,9,,
DENI042,23,8,7,78,10,,
DENI068,0,34,32,,36,,0.31
DENI068,1,36,34,,35,,0.32
DENI068,2,35,33,,43,,0.32
DENI068,3,36,34,,39,,0.32
DENI068,4,33,30,,29,,0.31
DENI068,5,32,29,,36,,0.31
DENI068,6,33,30,,47,,0.31
DENI068,7,32,29,,38,,0.31
DENI068,8,30,26,,39,,0.32
DENI068,9,22,17,,25,,0.32
DENI068,10,20,14,,25,,0.32
DENI068,11,19,14,,25,,0.32
DENI068,12,19,14,,24,,0.32
DENI068,13,21,15,,24,,0.32
DENI068,14,19,14,,23,,0.32
DENI068,15,17,11,,25,,0.33
DENI068,16,18,12,,29,,0.33
DENI068,17,17,11,,32,,0.35
DENI068,18,15,9,,30,,0.36
DENI068,19,16,11,,33,,0.37
DENI068,20,14,10,,26,,0.38
DENI068,21,12,9,,26,,0.39
DENI068,22,12,9,,,,0.39
DENI068,23,12,11,,48,,0.37
