station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,22,23,26,18,1,
DENI042,1,24,27,,18,0.7,
DENI042,2,23,25,27,18,0.6,
DENI042,3,18,21,34,15,,
DENI042,4,21,23,28,19,,
DENI042,5,25,28,18,23,,
DENI042,6,26,28,9,28,0,
DENI042,7,25,27,7,32,0.3,
DENI042,8,25,26,5,34,0.1,
DENI042,9,23,24,11,29,0.5,
DENI042,10,23,23,12,29,0.3,
DENI042,11,22,22,13,28,0.3,
DENI042,12,20,20,17,28,0.3,
DENI042,13,17,17,26,27,0.2,
DENI042,14,11,10,47,22,,
DENI042,15,11,11,41,26,,
DENI042,16,11,11,27,34,,
DENI042,17,12,12,5,56,0,
DENI042,18,12,11,6,51,,
DENI042,19,11,10,6,49,,
DENI042,20,11,10,9,40,,
DENI042,21,10,9,11,35,,
DENI042,22,11,10,12,,,
DENI042,23,12,11,13,28,,
DENI068,0,40,31,,20,,0.76
DENI068,1,40,34,,19,,0.68
DENI068,2,44,37,,20,,0.62
DENI068,3,41,36,,19,,0.58
DENI068,4,32,28,,,,0.54
DENI068,5,36,31,,36,,0.51
DENI068,6,39,34,,44,,0.51
DENI068,7,39,33,,53,,0.57
DENI068,8,39,32,,53,,0.64
DENI068,9,37,31,,55,,0.69
DENI068,10,36,30,,50,,0.73
DENI068,11,36,30,,45,,0.76
DENI068,12,34,28,,48,,0.83
DENI068,13,32,24,,64,,0.9
DENI068,14,31,18,,48,,0.9
DENI068,15,37,19,,69,,0.89
DENI068,16,44,21,,78,,0.9
DENI068,17,49,25,,86,,0.95
DENI068,18,47,24,,81,,0.99
DENI068,19,48,25,,77,,1.06
DENI068,20,45,26,,68,,1.06
DENI068,21,40,25,,53,,1.04
DENI068,22,41,27,,50,,1.07
DENI068,23,40,28,,41,,1.04
