station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,14,9,,13,0.1,
DENI042,1,15,10,5,,0.2,
DENI042,2,16,10,7,15,0.2,
DENI042,3,17,10,5,15,,
DENI042,4,17,10,2,16,,
DENI042,5,18,10,5,15,,
DENI042,6,18,9,3,16,,
DENI042,7,18,11,1,19,,
DENI042,8,19,11,1,26,0.3,
DENI042,9,18,11,7,29,0.4,
DENI042,10,10,9,41,11,0.4,
DENI042,11,8,7,46,8,,
DENI042,12,5,5,52,7,,
DENI042,13,3,3,54,8,0,
DENI042,14,3,3,56,8,,
DENI042,15,4,4,50,11,,
DENI042,16,7,7,16,36,0,
DENI042,17,10,9,1,47,0.2,
DENI042,18,14,12,2,40,0.3,
DENI042,19,16,13,1,39,0.1,
DENI042,20,18,14,2,32,0.1,
DENI042,21,18,14,1,30,,
DENI042,22,19,15,2,28,,
DENI042,23,23,17,3,24,,
DENI068,0,26,16,,35,,0.53
DENI068,1,23,16,,30,,0.49
DENI068,2,23,16,,31,,0.44
DENI068,3,21,15,,29,,0.37
DENI068,4,23,15,,,,0.34
DENI068,5,24,16,,32,,0.33
DENI068,6,26,16,,42,,0.34
DENI068,7,30,18,,58,,0.4
DENI068,8,32,18,,62,,0.45
DENI068,9,32,19,,65,,0.5
DENI068,10,24,16,,56,,0.54
DENI068,11,14,12,,44,,0.52
DENI068,12,12,10,,41,,0.53
DENI068,13,9,9,,48,,0.54
DENI068,14,8,8,,46,,0.54
DENI068,15,10,9,,66,,0.51
DENI068,16,19,11,,73,,0.52
DENI068,17,25,15,,67,,0.55
DENI068,18,26,16,,73,,0.59
DENI068,19,26,16,,59,,0.64
DENI068,20,32,19,,61,,0.72
DENI068,21,35,20,,59,,0.77
DENI068,22,40,22,,45,,0.82
DENI068,23,46,24,,32,,0.8
