station,hour,pm10,pm25,o3,no2,so2,co_8h
DENI042,0,17,15,,9,0.3,
DENI042,1,15,13,33,9,0.3,
DENI042,2,14,12,33,,0.2,
DENI042,3,14,11,29,9,0,
DENI042,4,14,11,20,12,0.1,
DENI042,5,14,11,10,21,0.3,
DENI042,6,14,11,32,16,0.6,
DENI042,7,14,11,34,17,0.7,
DENI042,8,16,11,42,12,0.8,
DENI042,9,16,11,51,10,1,
DENI042,10,16,11,55,,1,
DENI042,11,13,9,59,,1,
DENI042,12,9,6,67,,0.5,
DENI042,13,9,6,70,8,0.3,
DENI042,14,8,6,66,10,0.3,
DENI042,15,13,10,57,10,0.2,
DENI042,16,11,9,59,10,0.2,
DENI042,17,11,9,53,11,0.1,
DENI042,18,13,10,36,15,0.1,
DENI042,19,16,13,30,10,0.2,
DENI042,20,13,11,46,12,0.1,
DENI042,21,7,6,47,9,,
DENI042,22,7,5,36,9,0.1,
DENI042,23,7,6,40,8,,
DENI068,0,17,16,,14,,0.48
DENI068,1,31,24,,13,,0.48
DENI068,2,32,24,,,,0.52
DENI068,3,16,15,,15,,0.54
DENI068,4,16,15,,21,,0.56
DENI068,5,17,14,,32,,0.56
DENI068,6,19,14,,41,,0.57
DENI068,7,20,14,,38,,0.56
DENI068,8,20,13,,36,,0.58
DENI068,9,23,13,,35,,0.59
DENI068,10,,,,33,,0.55
DENI068,11,20,14,,31,,0.55
DENI068,12,14,10,,24,,0.52
DENI068,13,15,11,,24,,0.52
DENI068,14,14,10,,26,,0.49
DENI068,15,23,14,,38,,0.51
DENI068,16,22,14,,39,,0.53
DENI068,17,19,13,,41,,0.54
DENI068,18,43,22,,57,,0.59
DENI068,19,36,21,,43,,0.63
DENI068,20,20,16,,22,,0.65
DENI068,21,12,12,,21,,0.65
DENI068,22,10,10,,18,,0.66
DENI068,23,11,10,,17,,0.64
